time,high
1160,0.482
1160.5,0.557
1161,0.619
1161.5,0.621
1162,0.536
1162.5,0.397
1163,0.213
1163.5,0.014
1164,-0.161
1164.5,-0.32
1165,-0.427
1165.5,-0.507
1166,-0.596
1166.5,-0.658
1167,-0.731
1167.5,-0.84
1168,-0.97
1168.5,-1.105
1169,-1.224
1169.5,-1.409
1170,-1.717
1170.5,-2.073
1171,-2.405
1171.5,-2.65
1172,-2.739
1172.5,-2.65
1173,-2.354
1173.5,-1.886
1174,-1.37
1174.5,-0.942
1175,-0.494
1175.5,-0.044
1176,0.351
1176.5,0.642
1177,0.789
1177.5,0.797
1178,0.681
1178.5,0.479
1179,0.236
1179.5,0.001
1180,-0.179
1180.5,-0.293
1181,-0.288
1181.5,-0.128
1182,0.19
1182.5,0.499
1183,0.702
1183.5,0.693
1184,0.49
1184.5,0.19
1185,-0.124
1185.5,-0.387
1186,-0.563
1186.5,-0.625
1187,-0.566
1187.5,-0.405
1188,-0.088
1188.5,0.298
1189,0.659
1189.5,0.917
1190,1.017
1190.5,0.893
1191,0.582
1191.5,0.159
1192,-0.291
1192.5,-0.672
1193,-0.933
1193.5,-1.027
1194,-0.942
1194.5,-0.659
1195,-0.193
1195.5,0.297
1196,0.748
1196.5,1.06
1197,1.183
1197.5,1.112
1198,0.963
1198.5,0.798
1199,0.653
1199.5,0.552
1200,0.51
1200.5,0.517
1201,0.561
1201.5,0.629
1202,0.665
1202.5,0.598
1203,0.4
1203.5,0.036
1204,-0.41
1204.5,-0.853
1205,-1.211
1205.5,-1.458
1206,-1.638
1206.5,-1.743
1207,-1.766
1207.5,-1.731
1208,-1.597
1208.5,-1.372
1209,-1.104
1209.5,-0.849
1210,-0.637
1210.5,-0.469
1211,-0.351
1211.5,-0.297
1212,-0.316
1212.5,-0.378
1213,-0.372
1213.5,-0.193
1214,0.139
1214.5,0.576
1215,1.044
1215.5,1.443
1216,1.75
1216.5,1.935
1217,2.052
1217.5,2.099
1218,2.055
1218.5,1.899
1219,1.664
1219.5,1.383
1220,1.052
1220.5,0.74
1221,0.494
1221.5,0.363
1222,0.363
1222.5,0.493
1223,0.716
1223.5,0.924
1224,1.1
1224.5,1.139
1225,1.009
1225.5,0.749
1226,0.403
1226.5,0.032
1227,-0.268
1227.5,-0.347
1228,-0.3
1228.5,-0.2
1229,-0.079
1229.5,0.113
1230,0.355
1230.5,0.608
1231,0.869
1231.5,1.061
1232,1.108
1232.5,0.958
1233,0.642
1233.5,0.258
1234,-0.111
1234.5,-0.336
1235,-0.336
1235.5,-0.078
1236,0.417
1236.5,1.047
1237,1.616
1237.5,2.006
1238,2.138
1238.5,1.956
1239,1.482
1239.5,0.848
1240,0.187
1240.5,-0.383
1241,-0.71
1241.5,-0.723
1242,-0.489
1242.5,-0.216
1243,-0.017
1243.5,0.07
1244,0.044
1244.5,-0.111
1245,-0.362
1245.5,-0.646
1246,-0.911
1246.5,-1.1
1247,-1.242
1247.5,-1.26
1248,-1.162
1248.5,-1.011
1249,-0.86
1249.5,-0.777
1250,-0.737
1250.5,-0.833
1251,-1.089
1251.5,-1.458
1252,-1.846
1252.5,-2.147
1253,-2.341
1253.5,-2.433
1254,-2.417
1254.5,-2.248
1255,-1.954
1255.5,-1.571
1256,-1.181
1256.5,-0.809
1257,-0.467
1257.5,-0.208
1258,0.021
1258.5,0.194
1259,0.146
1259.5,-0.147
1260,-0.666
1260.5,-1.291
1261,-1.881
1261.5,-2.318
1262,-2.517
1262.5,-2.462
1263,-2.166
1263.5,-1.623
1264,-0.967
1264.5,-0.318
1265,0.207
1265.5,0.545
1266,0.685
1266.5,0.756
1267,0.809
1267.5,0.848
1268,0.907
1268.5,1.025
1269,1.202
1269.5,1.449
1270,1.706
1270.5,2.036
1271,2.362
1271.5,2.636
1272,2.81
1272.5,2.857
1273,2.804
1273.5,2.676
1274,2.492
1274.5,2.276
1275,2.064
1275.5,1.87
1276,1.614
1276.5,1.301
1277,0.953
1277.5,0.662
1278,0.373
1278.5,0.098
1279,-0.17
1279.5,-0.435
1280,-0.658
1280.5,-0.859
1281,-1.021
1281.5,-1.162
1282,-1.274
1282.5,-1.334
1283,-1.331
1283.5,-1.181
1284,-0.931
1284.5,-0.65
1285,-0.402
1285.5,-0.233
1286,-0.152
1286.5,-0.141
1287,-0.169
1287.5,-0.245
1288,-0.423
1288.5,-0.579
1289,-0.607
1289.5,-0.479
1290,-0.121
1290.5,0.397
1291,0.96
1291.5,1.517
1292,2.014
1292.5,2.313
1293,2.323
1293.5,1.976
1294,1.388
1294.5,0.628
1295,-0.134
1295.5,-0.671
1296,-0.972
1296.5,-1.022
1297,-0.852
1297.5,-0.617
1298,-0.385
1298.5,-0.197
1299,-0.107
1299.5,-0.141
1300,-0.206
1300.5,-0.241
1301,-0.255
1301.5,-0.279
1302,-0.262
1302.5,-0.203
1303,-0.119
1303.5,-0.057
1304,-0.003
1304.5,0.067
1305,0.09
1305.5,0.037
1306,-0.085
1306.5,-0.256
1307,-0.45
1307.5,-0.659
1308,-0.905
1308.5,-1.099
1309,-1.213
1309.5,-1.273
1310,-1.278
1310.5,-1.185
1311,-0.974
1311.5,-0.701
1312,-0.436
1312.5,-0.181
1313,0.007
1313.5,0.08
1314,0.019
1314.5,-0.177
1315,-0.436
1315.5,-0.673
1316,-0.832
1316.5,-0.885
1317,-0.733
1317.5,-0.385
1318,0.043
1318.5,0.447
1319,0.758
1319.5,0.923
1320,0.923
1320.5,0.849
1321,0.732
1321.5,0.561
1322,0.357
1322.5,0.169
1323,0.099
1323.5,0.174
1324,0.373
1324.5,0.616
1325,0.834
1325.5,0.979
1326,1.014
1326.5,0.984
1327,0.833
1327.5,0.581
1328,0.227
1328.5,-0.157
1329,-0.442
1329.5,-0.528
1330,-0.394
1330.5,-0.096
1331,0.293
1331.5,0.709
1332,1.032
1332.5,1.188
1333,1.145
1333.5,0.939
1334,0.572
1334.5,0.183
1335,-0.146
1335.5,-0.322
1336,-0.254
1336.5,0.04
1337,0.367
1337.5,0.562
1338,0.566
1338.5,0.411
1339,0.135
1339.5,-0.182
1340,-0.48
1340.5,-0.701
1341,-0.81
1341.5,-0.827
1342,-0.73
1342.5,-0.522
1343,-0.252
1343.5,-0.027
1344,0.083
1344.5,0.217
1345,0.42
1345.5,0.667
1346,0.878
1346.5,0.926
1347,0.765
1347.5,0.465
1348,0.096
1348.5,-0.233
1349,-0.427
1349.5,-0.498
1350,-0.458
1350.5,-0.325
1351,-0.126
1351.5,0.118
1352,0.27
1352.5,0.26
1353,0.085
1353.5,-0.209
1354,-0.45
1354.5,-0.465
1355,-0.294
1355.5,0.066
1356,0.542
1356.5,1.029
1357,1.435
1357.5,1.639
1358,1.593
1358.5,1.278
1359,0.75
1359.5,0.102
1360,-0.584
1360.5,-1.188
1361,-1.596
1361.5,-1.726
1362,-1.67
1362.5,-1.472
1363,-1.223
1363.5,-1.016
1364,-0.905
1364.5,-0.899
1365,-0.989
1365.5,-1.155
1366,-1.335
1366.5,-1.538
1367,-1.699
1367.5,-1.723
1368,-1.657
1368.5,-1.541
1369,-1.441
1369.5,-1.33
1370,-1.184
1370.5,-1.023
1371,-0.848
1371.5,-0.677
1372,-0.536
1372.5,-0.415
1373,-0.378
1373.5,-0.448
1374,-0.592
1374.5,-0.783
1375,-0.93
1375.5,-0.92
1376,-0.664
1376.5,-0.203
1377,0.34
1377.5,0.848
1378,1.22
1378.5,1.355
1379,1.227
1379.5,0.87
1380,0.4
1380.5,-0.014
1381,-0.269
1381.5,-0.243
1382,0.088
1382.5,0.587
1383,1.128
1383.5,1.524
1384,1.664
1384.5,1.526
1385,1.243
1385.5,0.905
1386,0.579
1386.5,0.359
1387,0.288
1387.5,0.347
1388,0.508
1388.5,0.722
1389,0.9
1389.5,1
1390,1.062
1390.5,1.027
1391,0.885
1391.5,0.675
1392,0.443
1392.5,0.12
1393,-0.263
1393.5,-0.628
1394,-0.915
1394.5,-1.018
1395,-0.867
1395.5,-0.491
1396,0.046
1396.5,0.604
1397,1.073
1397.5,1.35
1398,1.451
1398.5,1.365
1399,1.115
1399.5,0.761
1400,0.401
1400.5,0.087
1401,-0.105
1401.5,-0.098
1402,0.035
1402.5,0.222
1403,0.434
1403.5,0.634
1404,0.817
1404.5,0.917
1405,0.924
1405.5,0.854
1406,0.796
1406.5,0.787
1407,0.868
1407.5,1.029
1408,1.262
1408.5,1.512
1409,1.684
1409.5,1.769
1410,1.658
1410.5,1.327
1411,0.839
1411.5,0.297
1412,-0.162
1412.5,-0.493
1413,-0.676
1413.5,-0.737
1414,-0.702
1414.5,-0.591
1415,-0.432
1415.5,-0.241
1416,-0.062
1416.5,0.054
1417,0.068
1417.5,0.061
1418,0.024
1418.5,-0.037
1419,-0.114
1419.5,-0.221
1420,-0.345
1420.5,-0.422
1421,-0.424
1421.5,-0.325
1422,-0.185
1422.5,-0.026
1423,0.117
1423.5,0.219
1424,0.266
1424.5,0.247
1425,0.26
1425.5,0.459
1426,0.833
1426.5,1.27
1427,1.671
1427.5,1.975
1428,2.106
1428.5,2.026
1429,1.758
1429.5,1.387
1430,0.975
1430.5,0.592
1431,0.308
1431.5,0.152
1432,0.157
1432.5,0.234
1433,0.329
1433.5,0.471
1434,0.651
1434.5,0.859
1435,1.086
1435.5,1.295
1436,1.46
1436.5,1.539
1437,1.509
1437.5,1.372
1438,1.158
1438.5,0.905
1439,0.661
1439.5,0.472
1440,0.36
1440.5,0.25
1441,0.004
1441.5,-0.337
1442,-0.679
1442.5,-0.89
1443,-0.896
1443.5,-0.731
1444,-0.411
1444.5,0.003
1445,0.427
1445.5,0.777
1446,0.995
1446.5,1.058
1447,0.935
1447.5,0.639
1448,0.223
1448.5,-0.158
1449,-0.437
1449.5,-0.581
1450,-0.659
1450.5,-0.713
1451,-0.714
1451.5,-0.681
1452,-0.545
1452.5,-0.187
1453,0.355
1453.5,0.927
1454,1.402
1454.5,1.728
1455,1.871
1455.5,1.838
1456,1.715
1456.5,1.542
1457,1.376
1457.5,1.241
1458,1.164
1458.5,1.154
1459,1.179
1459.5,1.136
1460,0.885
1460.5,0.443
1461,-0.058
1461.5,-0.505
1462,-0.823
1462.5,-0.92
1463,-0.772
1463.5,-0.492
1464,-0.152
1464.5,0.153
1465,0.362
1465.5,0.431
1466,0.378
1466.5,0.285
1467,0.187
1467.5,0.098
1468,0.062
1468.5,0.09
1469,0.198
1469.5,0.394
1470,0.603
1470.5,0.768
1471,0.875
1471.5,0.929
1472,0.923
1472.5,0.853
1473,0.737
1473.5,0.657
1474,0.608
1474.5,0.594
1475,0.622
1475.5,0.686
1476,0.767
1476.5,0.844
1477,0.889
1477.5,0.804
1478,0.618
1478.5,0.383
1479,0.157
1479.5,-0.003
1480,-0.057
1480.5,-0.004
1481,0.063
1481.5,0.072
1482,0.026
1482.5,-0.062
1483,-0.252
1483.5,-0.532
1484,-0.867
1484.5,-1.194
1485,-1.372
1485.5,-1.384
1486,-1.259
1486.5,-1.033
1487,-0.755
1487.5,-0.493
1488,-0.321
1488.5,-0.215
1489,-0.14
1489.5,-0.111
1490,-0.155
1490.5,-0.213
1491,-0.24
1491.5,-0.223
1492,-0.179
1492.5,-0.124
1493,-0.068
1493.5,-0.007
1494,0.05
1494.5,0.127
1495,0.221
1495.5,0.326
1496,0.315
1496.5,0.121
1497,-0.281
1497.5,-0.865
1498,-1.413
1498.5,-1.786
1499,-1.907
1499.5,-1.761
1500,-1.369
1500.5,-0.797
1501,-0.158
1501.5,0.465
1502,0.928
1502.5,1.127
1503,1.063
1503.5,0.779
1504,0.323
