high
-0.636
-0.658
-0.667
-0.695
-0.672
-0.601
-0.468
-0.309
-0.173
-0.078
-0.016
0.03
0.058
0.024
-0.079
-0.229
-0.428
-0.581
-0.607
-0.506
-0.218
0.184
0.617
1.054
1.425
1.603
1.539
1.253
0.858
0.477
0.182
0.027
-0.069
-0.116
-0.103
-0.106
-0.161
-0.26
-0.374
-0.477
-0.5
-0.427
-0.275
-0.074
0.127
0.282
0.359
0.436
0.51
0.562
0.471
0.235
-0.102
-0.473
-0.806
-0.984
-0.983
-0.819
-0.538
-0.207
0.108
0.354
0.457
0.446
0.287
0.08
-0.104
-0.189
-0.154
-0.015
0.127
0.182
0.127
-0.019
-0.241
-0.463
-0.637
-0.717
-0.728
-0.623
-0.403
-0.097
0.21
0.453
0.595
0.623
0.647
0.712
0.829
1.011
1.257
1.523
1.746
1.859
1.837
1.686
1.381
0.969
0.624
0.469
0.532
0.745
1.042
1.333
1.472
1.375
1.06
0.586
0.052
-0.508
-0.997
-1.304
-1.367
-1.227
-1.002
-0.812
-0.828
-1.059
-1.448
-1.85
-2.179
-2.344
-2.31
-2.088
-1.654
-1.094
-0.502
0.004
0.279
0.3
0.144
-0.017
-0.114
-0.167
-0.185
-0.169
-0.169
-0.25
-0.412
-0.664
-0.97
-1.272
-1.462
-1.505
-1.394
-1.176
-0.909
-0.664
-0.461
-0.32
-0.244
-0.23
-0.203
-0.155
-0.053
0.114
0.346
0.566
0.771
0.926
0.981
0.923
0.77
0.55
0.349
0.193
0.112
0.09
0.197
0.419
0.699
0.963
1.157
1.189
1.093
0.949
0.834
0.794
0.843
0.958
1.109
1.328
1.601
1.769
1.754
1.566
1.232
0.796
0.31
-0.196
-0.641
-0.963
-1.079
-0.926
-0.567
-0.069
0.424
0.809
1.058
1.174
1.131
0.942
0.673
0.437
0.306
0.305
0.402
0.526
0.673
0.805
0.877
0.855
0.716
0.479
0.181
-0.095
-0.217
-0.106
0.222
0.695
1.223
1.724
2.097
2.173
1.974
1.569
1.039
0.504
0.045
-0.31
-0.53
-0.675
-0.782
-0.849
-0.909
-0.965
-1.031
-1.103
-1.15
-1.2
-1.284
-1.389
-1.489
-1.532
-1.449
-1.23
-0.833
-0.321
0.207
0.632
0.852
0.847
0.636
0.324
-0.001
-0.205
-0.232
-0.084
0.201
0.601
1.043
1.365
1.484
1.328
0.979
0.541
0.109
-0.229
-0.458
-0.542
-0.513
-0.407
-0.249
-0.077
0.005
-0.007
-0.1
-0.288
-0.44
-0.491
-0.45
-0.296
-0.065
0.188
0.32
0.279
0.099
-0.134
-0.338
-0.44
-0.44
-0.348
-0.105
0.179
0.419
0.57
0.583
0.454
0.214
0.006
-0.133
-0.251
-0.391
-0.53
-0.64
-0.662
-0.623
-0.664
-0.76
-0.835
-0.827
-0.741
-0.583
-0.382
-0.166
0.058
0.332
0.626
0.895
1.094
1.131
1.006
0.828
0.632
0.503
0.526
0.7
0.999
1.372
1.687
1.847
1.801
1.61
1.369
1.141
1.02
1.063
1.265
1.586
1.879
1.999
1.888
1.577
1.133
0.69
0.405
0.346
0.469
0.676
0.905
1.072
1.091
0.918
0.556
0.031
-0.576
-1.065
-1.335
-1.357
-1.141
-0.769
-0.326
0.122
0.468
0.649
0.631
0.399
0.032
-0.358
-0.657
-0.827
-0.914
-0.883
-0.721
-0.451
-0.132
0.142
0.339
0.401
0.295
0.079
-0.203
-0.491
-0.748
-0.934
-1.027
-1.017
-0.91
-0.733
-0.535
-0.36
-0.219
-0.185
-0.222
-0.317
-0.505
-0.685
-0.793
-0.782
-0.643
-0.351
0.05
0.426
0.666
0.716
0.568
0.259
-0.143
-0.575
-1.04
-1.392
-1.538
-1.426
-1.084
-0.581
-0.025
0.503
0.904
1.125
1.087
0.775
0.255
-0.364
-0.949
-1.284
-1.309
-1.053
-0.585
-0.007
0.551
0.983
1.221
1.233
1.018
0.679
0.383
0.213
0.202
0.341
0.556
0.771
0.95
0.939
0.708
0.308
-0.181
-0.676
-1.078
-1.272
-1.217
-0.992
-0.678
-0.386
-0.185
-0.076
-0.087
-0.217
-0.342
-0.418
-0.433
-0.366
-0.254
-0.15
-0.109
-0.148
-0.264
-0.428
-0.578
-0.677
-0.739
-0.773
-0.781
-0.777
-0.762
-0.748
-0.759
-0.81
-0.882
-0.947
-0.995
-1.052
-1.084
-1.074
-1.132
-1.256
-1.384
-1.467
-1.498
-1.469
-1.377
-1.242
-1.084
-0.925
-0.821
-0.794
-0.783
-0.893
-1.124
-1.312
-1.387
-1.332
-1.172
-0.927
-0.653
-0.41
-0.289
-0.32
-0.428
-0.525
-0.615
-0.75
-0.824
-0.789
-0.607
-0.288
0.104
0.485
0.785
0.967
0.982
0.842
0.582
0.15
-0.427
-0.92
-1.155
-1.107
-0.799
-0.353
0.143
0.634
1.054
1.283
1.263
1.031
0.681
0.316
0.052
-0.045
-0.041
0.026
0.131
0.235
0.311
0.254
0.027
-0.344
-0.737
-1.05
-1.202
-1.158
-0.991
-0.747
-0.472
-0.219
-0.034
0.078
0.112
0.083
0.068
0.099
0.169
0.301
0.469
0.632
0.754
0.816
0.792
0.629
0.346
0.001
-0.337
-0.602
-0.759
-0.782
-0.704
-0.574
-0.474
-0.443
-0.429
-0.446
-0.481
-0.478
-0.376
-0.179
0.067
0.314
0.514
0.627
0.656
0.618
0.574
0.565
0.626
0.685
0.734
0.769
0.788
0.79
0.776
0.688
0.573
0.532
0.592
0.712
0.885
1.026
1.078
1.011
0.839
0.578
0.28
0.009
-0.213
-0.35
-0.315
-0.155
-0.059
-0.1
-0.255
-0.509
-0.789
-1.038
-1.165
-1.137
-0.938
-0.542
0.011
0.653
1.238
1.605
1.671
1.507
1.163
0.694
0.159
-0.349
-0.693
-0.851
-0.819
-0.646
-0.435
-0.277
-0.19
-0.159
-0.134
-0.058
0.059
0.196
0.307
0.399
0.461
0.493
0.489
0.452
0.477
0.612
0.802
0.965
1.061
1.082
0.971
0.795
0.629
0.619
0.765
1.028
1.307
1.533
1.66
1.609
1.35
0.938
0.462
0.018
-0.316
-0.481
-0.485
-0.373
-0.266
-0.178
-0.118
-0.096
-0.115
-0.121
-0.068
0.043
0.191
0.35
0.54
0.739
0.925
1.055
1.128
1.09
0.93
0.662
0.337
0.021
-0.267
-0.517
-0.668
-0.674
-0.574
-0.432
-0.296
-0.191
-0.134
-0.143
-0.164
-0.216
-0.204
-0.086
0.12
0.371
0.623
0.816
0.87
0.8
0.595
0.293
-0.063
-0.406
-0.659
-0.775
-0.704
-0.494
-0.22
0.049
0.282
0.457
0.534
0.528
0.409
0.237
0.072
-0.043
-0.085
-0.084
-0.054
0.012
0.072
0.105
0.108
-0.014
-0.282
-0.698
-1.21
-1.721
-2.186
-2.518
-2.645
-2.627
-2.468
-2.194
-1.877
-1.549
-1.299
-1.174
-1.11
-1.081
-1.078
-1.075
-0.934
-0.624
-0.238
0.135
0.498
0.754
0.84
0.751
0.581
0.427
0.349
0.406
0.584
0.88
1.238
1.518
1.593
1.454
1.145
0.777
0.497
0.374
0.426
0.529
0.621
0.657
0.574
0.379
0.121
-0.143
-0.327
-0.335
-0.164
0.137
0.394
0.52
0.514
0.363
0.077
-0.285
-0.659
-1.005
-1.268
-1.411
-1.38
-1.242
-1.062
-0.878
-0.719
-0.513
-0.266
-0.017
0.212
0.419
0.595
0.795
1.046
1.308
1.538
1.66
1.666
1.579
1.426
1.234
1.003
0.787
0.587
0.428
0.307
0.213
0.106
-0.007
-0.109
-0.212
-0.307
-0.361
-0.361
-0.42
-0.571
-0.807
-1.107
-1.368
-1.523
-1.515
-1.338
-1.027
-0.658
-0.301
0.031
0.31
0.475
0.489
0.477
0.502
0.603
0.77
0.937
1.062
1.176
1.211
1.093
0.818
0.433
0.025
-0.423
-0.868
-1.229
-1.447
-1.511
-1.36
-1.019
-0.568
-0.121
0.166
0.293
0.284
0.178
0.018
-0.19
-0.296
-0.229
-0.003
0.357
0.812
1.282
1.643
1.875
1.992
1.878
1.517
0.99
0.398
-0.154
-0.553
-0.788
-0.82
-0.632
-0.289
0.102
0.346
0.433
0.332
-0.02
-0.431
-0.769
-0.949
-0.926
-0.7
-0.328
0.207
0.803
1.318
1.656
1.794
1.758
1.569
1.258
0.932
0.544
0.173
-0.111
-0.276
-0.281
-0.134
0.009
0.11
0.156
0.133
0.021
-0.165
-0.43
-0.701
-0.905
-0.903
-0.709
-0.415
-0.088
0.193
0.364
0.439
0.394
0.234
-0.003
-0.275
-0.628
-1.019
-1.388
-1.654
-1.763
-1.669
-1.358
-0.827
-0.167
0.539
1.18
1.638
1.835
1.748
1.417
0.988
0.636
0.451
0.486
0.74
1.118
1.573
1.965
2.173
2.102
1.749
1.076
0.186
-0.766
-1.602
-2.123
-2.173
-1.754
-1.001
-0.095
0.781
1.435
1.729
1.664
1.274
0.633
0.029
-0.371
-0.448
-0.287
0.044
0.394
0.643
0.711
0.586
0.325
-0.028
-0.399
-0.735
-0.96
-1.013
-0.926
-0.729
-0.476
-0.052
0.482
0.989
1.338
1.469
1.369
1.091
0.706
0.296
-0.094
-0.404
-0.63
-0.806
-0.913
-0.942
-0.96
-0.977
-0.968
-0.881
-0.607
-0.183
0.246
0.561
0.698
0.674
0.515
0.318
0.2
0.195
0.367
0.674
1.024
1.321
1.429
1.196
0.706
0.07
-0.611
-1.212
-1.615
-1.73
-1.587
-1.262
-0.829
-0.443
-0.166
-0.023
-0.017
-0.083
-0.162
-0.268
-0.389
-0.468
-0.476
-0.41
-0.314
-0.146
0.058
0.241
0.363
0.443
0.486
0.479
0.449
0.388
0.306
0.25
0.247
0.288
0.403
0.588
0.77
0.964
1.152
1.299
1.322
1.188
0.912
0.564
0.248
0.029
-0.071
-0.044
0.104
0.294
0.466
0.593
0.643
0.604
0.487
0.327
0.2
0.145
0.145
0.145
0.12
0.086
0.038
0.037
0.04
0.03
0.026
0.027
0.025
-0.002
-0.037
-0.068
-0.049
0.019
0.15
0.263
0.319
0.326
0.255
0.179
0.129
0.135
0.205
0.326
0.501
0.679
0.722
0.555
0.137
-0.498
-1.229
-1.911
-2.414
-2.667
-2.643
-2.36
-1.927
-1.436
-0.943
-0.531
-0.279
-0.158
-0.242
-0.415
-0.574
-0.614
-0.481
-0.192
0.191
0.597
0.972
1.295
1.526
1.546
1.325
0.909
0.387
-0.05
-0.396
-0.667
-0.845
-0.947
-0.978
-0.939
-0.845
-0.771
-0.788
-0.85
-0.899
-0.926
-0.886
-0.742
-0.519
-0.194
0.235
0.712
1.061
1.187
1.123
0.891
0.555
0.181
-0.219
-0.566
-0.774
-0.851
-0.839
-0.756
-0.62
-0.466
-0.337
-0.173
0.072
0.315
0.482
0.555
0.486
0.223
-0.233
-0.796
-1.306
-1.637
-1.727
-1.634
-1.354
-0.919
-0.419
0
0.239
0.286
0.149
-0.088
-0.309
-0.396
-0.316
-0.127
0.085
0.218
0.299
0.284
0.16
-0.044
-0.294
-0.542
-0.736
-0.84
-0.827
-0.715
-0.572
-0.439
-0.341
-0.278
-0.216
-0.081
0.125
0.4
0.673
0.891
0.93
0.759
0.42
-0.011
-0.417
-0.681
-0.743
-0.598
-0.293
0.113
0.467
0.701
0.755
0.645
0.352
0.002
-0.304
-0.513
-0.596
-0.516
-0.302
-0.014
0.288
0.622
0.959
1.237
1.377
1.336
1.145
0.882
0.616
0.426
0.328
0.385
0.482
0.557
0.619
0.621
0.536
0.397
0.213
0.014
-0.161
-0.32
-0.427
-0.507
-0.596
-0.658
-0.731
-0.84
-0.97
-1.105
-1.224
-1.409
-1.717
-2.073
-2.405
-2.65
-2.739
-2.65
-2.354
-1.886
-1.37
-0.942
-0.494
-0.044
0.351
0.642
0.789
0.797
0.681
0.479
0.236
0.001
-0.179
-0.293
-0.288
-0.128
0.19
0.499
0.702
0.693
0.49
0.19
-0.124
-0.387
-0.563
-0.625
-0.566
-0.405
-0.088
0.298
0.659
0.917
1.017
0.893
0.582
0.159
-0.291
-0.672
-0.933
-1.027
-0.942
-0.659
-0.193
0.297
0.748
1.06
1.183
1.112
0.963
0.798
0.653
0.552
0.51
0.517
0.561
0.629
0.665
0.598
0.4
0.036
-0.41
-0.853
-1.211
-1.458
-1.638
-1.743
-1.766
-1.731
-1.597
-1.372
-1.104
-0.849
-0.637
-0.469
-0.351
-0.297
-0.316
-0.378
-0.372
-0.193
0.139
0.576
1.044
1.443
1.75
1.935
2.052
2.099
2.055
1.899
1.664
1.383
1.052
0.74
0.494
0.363
0.363
0.493
0.716
0.924
1.1
1.139
1.009
0.749
0.403
0.032
-0.268
-0.347
-0.3
-0.2
-0.079
0.113
0.355
0.608
0.869
1.061
1.108
0.958
0.642
0.258
-0.111
-0.336
-0.336
-0.078
0.417
1.047
1.616
2.006
2.138
1.956
1.482
0.848
0.187
-0.383
-0.71
-0.723
-0.489
-0.216
-0.017
0.07
0.044
-0.111
-0.362
-0.646
-0.911
-1.1
-1.242
-1.26
-1.162
-1.011
-0.86
-0.777
-0.737
-0.833
-1.089
-1.458
-1.846
-2.147
-2.341
-2.433
-2.417
-2.248
-1.954
-1.571
-1.181
-0.809
-0.467
-0.208
0.021
0.194
0.146
-0.147
-0.666
-1.291
-1.881
-2.318
-2.517
-2.462
-2.166
-1.623
-0.967
-0.318
0.207
0.545
0.685
0.756
0.809
0.848
0.907
1.025
1.202
1.449
1.706
2.036
2.362
2.636
2.81
2.857
2.804
2.676
2.492
2.276
2.064
1.87
1.614
1.301
0.953
0.662
0.373
0.098
-0.17
-0.435
-0.658
-0.859
-1.021
-1.162
-1.274
-1.334
-1.331
-1.181
-0.931
-0.65
-0.402
-0.233
-0.152
-0.141
-0.169
-0.245
-0.423
-0.579
-0.607
-0.479
-0.121
0.397
0.96
1.517
2.014
2.313
2.323
1.976
1.388
0.628
-0.134
-0.671
-0.972
-1.022
-0.852
-0.617
-0.385
-0.197
-0.107
-0.141
-0.206
-0.241
-0.255
-0.279
-0.262
-0.203
-0.119
-0.057
-0.003
0.067
0.09
0.037
-0.085
-0.256
-0.45
-0.659
-0.905
-1.099
-1.213
-1.273
-1.278
-1.185
-0.974
-0.701
-0.436
-0.181
0.007
0.08
0.019
-0.177
-0.436
-0.673
-0.832
-0.885
-0.733
-0.385
0.043
0.447
0.758
0.923
0.923
0.849
0.732
0.561
0.357
0.169
0.099
0.174
0.373
0.616
0.834
0.979
1.014
0.984
0.833
0.581
0.227
-0.157
-0.442
-0.528
-0.394
-0.096
0.293
0.709
1.032
1.188
1.145
0.939
0.572
0.183
-0.146
-0.322
-0.254
0.04
0.367
0.562
0.566
0.411
0.135
-0.182
-0.48
-0.701
-0.81
-0.827
-0.73
-0.522
-0.252
-0.027
0.083
0.217
0.42
0.667
0.878
0.926
0.765
0.465
0.096
-0.233
-0.427
-0.498
-0.458
-0.325
-0.126
0.118
0.27
0.26
0.085
-0.209
-0.45
-0.465
-0.294
0.066
0.542
1.029
1.435
1.639
1.593
1.278
0.75
0.102
-0.584
-1.188
-1.596
-1.726
-1.67
-1.472
-1.223
-1.016
-0.905
-0.899
-0.989
-1.155
-1.335
-1.538
-1.699
-1.723
-1.657
-1.541
-1.441
-1.33
-1.184
-1.023
-0.848
-0.677
-0.536
-0.415
-0.378
-0.448
-0.592
-0.783
-0.93
-0.92
-0.664
-0.203
0.34
0.848
1.22
1.355
1.227
0.87
0.4
-0.014
-0.269
-0.243
0.088
0.587
1.128
1.524
1.664
1.526
1.243
0.905
0.579
0.359
0.288
0.347
0.508
0.722
0.9
1
1.062
1.027
0.885
0.675
0.443
0.12
-0.263
-0.628
-0.915
-1.018
-0.867
-0.491
0.046
0.604
1.073
1.35
1.451
1.365
1.115
0.761
0.401
0.087
-0.105
-0.098
0.035
0.222
0.434
0.634
0.817
0.917
0.924
0.854
0.796
0.787
0.868
1.029
1.262
1.512
1.684
1.769
1.658
1.327
0.839
0.297
-0.162
-0.493
-0.676
-0.737
-0.702
-0.591
-0.432
-0.241
-0.062
0.054
0.068
0.061
0.024
-0.037
-0.114
-0.221
-0.345
-0.422
-0.424
-0.325
-0.185
-0.026
0.117
0.219
0.266
0.247
0.26
0.459
0.833
1.27
1.671
1.975
2.106
2.026
1.758
1.387
0.975
0.592
0.308
0.152
0.157
0.234
0.329
0.471
0.651
0.859
1.086
1.295
1.46
1.539
1.509
1.372
1.158
0.905
0.661
0.472
0.36
0.25
0.004
-0.337
-0.679
-0.89
-0.896
-0.731
-0.411
0.003
0.427
0.777
0.995
1.058
0.935
0.639
0.223
-0.158
-0.437
-0.581
-0.659
-0.713
-0.714
-0.681
-0.545
-0.187
0.355
0.927
1.402
1.728
1.871
1.838
1.715
1.542
1.376
1.241
1.164
1.154
1.179
1.136
0.885
0.443
-0.058
-0.505
-0.823
-0.92
-0.772
-0.492
-0.152
0.153
0.362
0.431
0.378
0.285
0.187
0.098
0.062
0.09
0.198
0.394
0.603
0.768
0.875
0.929
0.923
0.853
0.737
0.657
0.608
0.594
0.622
0.686
0.767
0.844
0.889
0.804
0.618
0.383
0.157
-0.003
-0.057
-0.004
0.063
0.072
0.026
-0.062
-0.252
-0.532
-0.867
-1.194
-1.372
-1.384
-1.259
-1.033
-0.755
-0.493
-0.321
-0.215
-0.14
-0.111
-0.155
-0.213
-0.24
-0.223
-0.179
-0.124
-0.068
-0.007
0.05
0.127
0.221
0.326
0.315
0.121
-0.281
-0.865
-1.413
-1.786
-1.907
-1.761
-1.369
-0.797
-0.158
0.465
0.928
1.127
1.063
0.779
0.323
