0.5,0,0.002,0.002,0.246,0.373,0,0,6,60,2,0
1,0.003,0.005,0.006,0.9384,0.53,0.006,0,6,60,2,0
1.5,0.008,0.004,0.009,1.5026,0.675,0.011,0,6,60,2,0
2,0.009,0,0.009,1.4898,0.69,0.01,0,6,60,2,0
2.5,0.004,-0.002,0.005,0.7394,0.539,0.004,0,6,60,2,0
3,-0.001,0.002,-0.002,-0.5216,0.256,-0.006,0,6,60,2,0
3.5,0,0.01,-0.009,-1.9524,-0.121,-0.018,0,6,60,2,0
4,0.008,0.014,-0.016,-3.189,-0.545,-0.027,0,6,60,2,0
4.5,0.019,0.011,-0.022,-4.12,-1.031,-0.033,0,6,60,2,0
5,0.025,0,-0.024,-4.4376,-1.496,-0.034,0,6,60,2,0
5.5,0.02,-0.012,-0.023,-3.8766,-1.849,-0.027,0,6,60,2,0
6,0.008,-0.014,-0.015,-2.186,-1.958,-0.01,0,6,60,2,0
6.5,0,-0.004,-0.004,0.1666,-1.87,0.012,0,6,60,2,0
7,0.004,0.006,0.007,2.4864,-1.648,0.032,0,6,60,2,0
7.5,0.016,0.009,0.017,4.5166,-1.239,0.049,0,6,60,2,0
8,0.028,0,0.027,6.202,-0.585,0.062,0,6,60,2,0
8.5,0.032,-0.018,0.035,7.559,0.356,0.07,0,6,60,2,0
9,0.023,-0.04,0.044,8.7672,1.638,0.074,0,6,60,2,0
9.5,0,-0.056,0.054,9.9742,3.27,0.077,0,6,60,2,0
10,-0.034,-0.058,0.065,11.2386,5.219,0.078,0,6,60,2,0
10.5,-0.067,-0.038,0.074,12.0832,7.273,0.075,0,6,60,2,0
11,-0.083,0,0.08,12.1704,9.26,0.065,0,6,60,2,0
11.5,-0.072,0.041,0.08,11.1828,10.963,0.046,0,6,60,2,0
12,-0.038,0.067,0.074,9.2288,12.261,0.021,0,6,60,2,0
12.5,0,0.066,0.064,6.5388,13.025,-0.009,0,6,60,2,0
13,0.027,0.047,0.052,3.7632,13.26,-0.036,0,6,60,2,0
13.5,0.036,0.021,0.04,1.3124,12.912,-0.058,0,6,60,2,0
14,0.03,0,0.029,-0.5194,11.974,-0.07,0,6,60,2,0
14.5,0.018,-0.01,0.02,-1.683,10.436,-0.073,0,6,60,2,0
15,0.005,-0.009,0.01,-2.4682,8.269,-0.068,0,6,60,2,0
15.5,0,-0.001,0.001,-3.047,5.549,-0.059,0,6,60,2,0
16,0.005,0.009,-0.01,-3.4802,2.417,-0.046,0,6,60,2,0
16.5,0.019,0.011,-0.021,-3.9654,-1.003,-0.032,0,6,60,2,0
17,0.034,0,-0.033,-4.5798,-4.534,-0.019,0,6,60,2,0
17.5,0.041,-0.023,-0.045,-5.328,-7.989,-0.007,0,6,60,2,0
18,0.029,-0.051,-0.057,-6.0266,-11.14,0.004,0,6,60,2,0
18.5,0,-0.069,-0.067,-6.656,-13.84,0.012,0,6,60,2,0
19,-0.037,-0.065,-0.072,-6.7396,-15.813,0.022,0,6,60,2,0
19.5,-0.063,-0.036,-0.07,-5.6564,-16.782,0.038,0,6,60,2,0
20,-0.062,0,-0.06,-3.4874,-16.685,0.058,0,6,60,2,0
20.5,-0.04,0.023,-0.045,-0.8158,-15.589,0.077,0,6,60,2,0
21,-0.015,0.025,-0.028,1.6244,-13.636,0.089,0,6,60,2,0
21.5,0,0.014,-0.013,3.361,-10.956,0.091,0,6,60,2,0
22,0,-0.001,0.001,4.5628,-7.586,0.084,0,6,60,2,0
22.5,-0.013,-0.007,0.014,5.2024,-3.72,0.069,0,6,60,2,0
23,-0.025,0,0.025,5.1504,0.381,0.047,0,6,60,2,0
23.5,-0.03,0.017,0.034,4.7288,4.548,0.02,0,6,60,2,0
24,-0.022,0.038,0.043,4.3586,8.606,-0.006,0,6,60,2,0
24.5,0,0.053,0.052,4.226,12.327,-0.027,0,6,60,2,0
25,0.03,0.052,0.059,3.975,15.372,-0.046,0,6,60,2,0
25.5,0.057,0.033,0.064,3.7902,17.632,-0.06,0,6,60,2,0
26,0.07,0,0.068,3.852,19.016,-0.067,0,6,60,2,0
26.5,0.063,-0.036,0.07,4.1658,19.463,-0.066,0,6,60,2,0
27,0.036,-0.062,0.07,4.4012,18.886,-0.061,0,6,60,2,0
27.5,0,-0.068,0.066,4.4412,17.335,-0.052,0,6,60,2,0
28,-0.031,-0.053,0.059,4.4032,14.965,-0.04,0,6,60,2,0
28.5,-0.044,-0.026,0.05,4.0268,11.846,-0.026,0,6,60,2,0
29,-0.038,0,0.036,3.2622,8.164,-0.014,0,6,60,2,0
29.5,-0.018,0.01,0.02,2.075,4.099,-0.003,0,6,60,2,0
30,-0.002,0.003,0.003,0.7948,-0.053,0.008,0,6,60,2,0
30.5,0,-0.011,-0.011,-0.0352,-3.952,0.021,0,6,60,2,0
31,-0.011,-0.019,-0.021,-0.3192,-7.392,0.037,0,6,60,2,0
31.5,-0.024,-0.014,-0.027,-0.0674,-10.178,0.055,0,6,60,2,0
32,-0.029,0,-0.028,0.811,-12.1,0.073,0,6,60,2,0
32.5,-0.02,0.012,-0.022,2.527,-12.943,0.094,0,6,60,2,0
33,-0.007,0.011,-0.013,4.5734,-12.743,0.112,0,6,60,2,0
33.5,0,0.001,-0.001,6.491,-11.535,0.124,0,6,60,2,0
34,-0.006,-0.011,0.012,7.974,-9.398,0.126,0,6,60,2,0
34.5,-0.021,-0.012,0.023,8.759,-6.485,0.118,0,6,60,2,0
35,-0.034,0,0.033,8.8326,-2.959,0.1,0,6,60,2,0
35.5,-0.034,0.02,0.038,7.8344,0.825,0.07,0,6,60,2,0
36,-0.021,0.037,0.041,6.2616,4.733,0.033,0,6,60,2,0
36.5,0,0.046,0.045,4.8626,8.628,-0.001,0,6,60,2,0
37,0.025,0.044,0.049,3.7664,12.208,-0.031,0,6,60,2,0
37.5,0.048,0.028,0.054,3.0782,15.245,-0.054,0,6,60,2,0
