0,-0.976666808,0.827142477,1.67E-03
0.1,-0.968123138,1.021214366,1.52E-03
0.2,-0.958479404,1.217341781,1.36E-03
0.3,-0.947758675,1.414969087,1.20E-03
0.4,-0.93597585,1.613029003,1.04E-03
0.5,-0.923136055,1.811191797,8.71E-04
0.6,-0.90923363,2.008002043,7.04E-04
0.7,-0.89425689,2.202993393,5.36E-04
0.8,-0.878183186,2.395203829,3.69E-04
0.9,-0.860984743,2.583806276,2.03E-04
1,-0.842625678,2.767925501,3.90E-05
1.1,-0.823065102,2.946659327,-1.23E-04
1.2,-0.802257359,3.119211197,-2.82E-04
1.3,-0.780153632,3.284491539,-4.37E-04
1.4,-0.756703556,3.441833973,-5.88E-04
1.5,-0.731855571,3.590438366,-7.36E-04
1.6,-0.705558121,3.729355097,-8.78E-04
1.7,-0.677763641,3.858016968,-1.02E-03
1.8,-0.648425817,3.975478411,-1.15E-03
1.9,-0.617505908,4.081124306,-1.27E-03
2,-0.584968925,4.174102783,-1.40E-03
2.1,-0.550789297,4.253772259,-1.51E-03
2.2,-0.51494962,4.319678783,-1.61E-03
2.3,-0.477442682,4.371182919,-1.70E-03
2.4,-0.438272357,4.407439709,-1.79E-03
2.5,-0.397454977,4.42850256,-1.87E-03
2.6,-0.355019748,4.43386364,-1.93E-03
2.7,-0.311008841,4.422921181,-1.99E-03
2.8,-0.265480399,4.395536423,-2.03E-03
2.9,-0.21850504,4.351507664,-2.07E-03
3,-0.170169398,4.29098177,-2.09E-03
3.1,-0.120574564,4.214035988,-2.10E-03
3.2,-6.98E-02,4.120040894,-2.09E-03
3.3,-1.81E-02,4.009772301,-2.08E-03
3.4,3.45E-02,3.883442402,-2.05E-03
3.5,8.79E-02,3.741217375,-2.02E-03
3.6,0.14173767,3.583410501,-1.97E-03
3.7,0.195971742,3.410889864,-1.91E-03
3.8,0.250375986,3.224112272,-1.84E-03
3.9,0.304749459,3.023736238,-1.76E-03
4,0.358884126,2.810635567,-1.67E-03
4.1,0.412566423,2.58539772,-1.57E-03
