499.89999,1.650943875,0.636213422,0.799789667
500,1.621259451,0.827142477,0.774543643
500.10001,1.587047696,1.021214366,0.742387474
500.20001,1.548327923,1.217341781,0.703637838
500.30002,1.505059123,1.414969087,0.658742905
500.39999,1.457214832,1.613029003,0.608579576
500.5,1.404858589,1.811191797,0.553149521
500.60001,1.347965837,2.008002043,0.493612111
500.70001,1.286663532,2.202993393,0.430217654
500.80002,1.221014619,2.395203829,0.363615572
500.89999,1.151148796,2.583806276,0.294795871
501,1.077198267,2.767925501,0.224446312
501.10001,0.999319315,2.946659327,0.153148204
501.20001,0.917727768,3.119211197,8.15E-02
501.30002,0.832596004,3.284491539,1.09E-02
501.39999,0.744258583,3.441833973,-5.90E-02
501.5,0.652846515,3.590438366,-0.126414955
501.60001,0.558711648,3.729355097,-0.191403463
501.70001,0.46217972,3.858016968,-0.2531012
501.80002,0.363505632,3.975478411,-0.31103912
501.89999,0.263142735,4.081124306,-0.3647874
502,0.161320761,4.174102783,-0.413570315
502.10001,5.85E-02,4.253772259,-0.45720306
502.20001,-4.50E-02,4.319678783,-0.495326608
502.30002,-0.148762807,4.371182919,-0.527748466
502.39999,-0.252309859,4.407439709,-0.553747356
502.5,-0.355361998,4.42850256,-0.573805034
502.60001,-0.457449794,4.43386364,-0.587546766
502.70001,-0.558093131,4.422921181,-0.595041811
502.80002,-0.657012045,4.395536423,-0.595971167
502.89999,-0.753705561,4.351507664,-0.59087348
503,-0.847803533,4.29098177,-0.579773545
503.10001,-0.938927293,4.214035988,-0.563230753
503.20001,-1.026711822,4.120040894,-0.540627956
503.30002,-1.110761523,4.009772301,-0.512951136
503.39999,-1.190698743,3.883442402,-0.480732203
503.5,-1.266258001,3.741217375,-0.443551958
503.60001,-1.337117195,3.583410501,-0.402472317
503.70001,-1.402988672,3.410889864,-0.357829779
503.80002,-1.463606,3.224112272,-0.310227841
503.89999,-1.518709302,3.023736238,-0.259790421
504,-1.568146586,2.810635567,-0.207211614
504.10001,-1.611742496,2.58539772,-0.152733386
504.20001,-1.649307489,2.349351883,-9.71E-02
504.30002,-1.680756211,2.103078604,-4.06E-02
504.39999,-1.705986738,1.848201394,1.60E-02
504.5,-1.725022435,1.585404873,7.23E-02
504.60001,-1.737793565,1.31596148,0.128177196
504.70001,-1.74432683,1.041258454,0.18275778
504.80002,-1.74469769,0.762490392,0.235769868
504.89999,-1.738987446,0.480831355,0.287006229
505,-1.727320194,0.197915941,0.335484594
505.10001,-1.709817171,-0.085204966,0.381594896
505.20001,-1.686710596,-0.367061883,0.424613893
505.30002,-1.65817225,-0.646282732,0.463723093
505.39999,-1.624437571,-0.921651006,0.49969697
505.5,-1.585801363,-1.191741705,0.531249464
505.60001,-1.542563796,-1.455298781,0.558529139
505.70001,-1.495023251,-1.711132288,0.581415296
505.80002,-1.443501711,-1.957760572,0.599284947
505.89999,-1.388365269,-2.194332361,0.612524509
506,-1.329960346,-2.419548035,0.620189726
506.10001,-1.268727422,-2.632287979,0.622780502
506.20001,-1.204980373,-2.831849337,0.620076716
506.30002,-1.139162064,-3.016925812,0.611743689
506.39999,-1.071746469,-3.186917305,0.598205149
506.5,-1.002983212,-3.341024637,0.578982949
506.60001,-0.933425844,-3.478438616,0.554408193
506.70001,-0.863411784,-3.598742723,0.524430573
506.80002,-0.793350577,-3.701103687,0.48890698
506.89999,-0.723670959,-3.785603762,0.448897749
507,-0.654736698,-3.851802826,0.404156387
507.10001,-0.586923063,-3.899191618,0.354514778
507.20001,-0.52054292,-3.927912951,0.300686926
507.30002,-0.456017822,-3.937752724,0.242798924
507.39999,-0.393621683,-3.929103613,0.1816127
507.5,-0.33371067,-3.901930332,0.117320456
507.60001,-0.276517272,-3.856569052,5.05E-02
507.70001,-0.222293854,-3.793523073,-1.85E-02
507.80002,-0.171312615,-3.712850332,-8.93E-02
507.89999,-0.123815224,-3.61544323,-0.16117689
508,-7.99E-02,-3.502099514,-0.233357146
508.10001,-3.98E-02,-3.373153448,-0.305463552
508.20001,-3.55E-03,-3.229347706,-0.377266258
508.30002,2.87E-02,-3.072075129,-0.447526604
508.39999,5.69E-02,-2.902081251,-0.515723467
508.5,8.09E-02,-2.720041275,-0.58164376
508.60001,0.100830071,-2.527120352,-0.644633353
508.70001,0.116649419,-2.32485652,-0.70380348
508.80002,0.128406554,-2.113953114,-0.758829415
508.89999,0.136184663,-1.895735264,-0.809169233
509,0.1400612,-1.671115637,-0.854469001
509.10001,0.140170515,-1.442080855,-0.893978059
509.20001,0.136680797,-1.209172368,-0.927276015
509.30002,0.12968795,-0.973825097,-0.953980029
509.39999,0.119489715,-0.737540901,-0.974068224
509.5,0.106224291,-0.501264095,-0.986971736
509.60001,0.090134822,-0.266264647,-0.992682636
509.70001,7.15E-02,-3.37E-02,-0.991007328
509.80002,5.05E-02,0.194915891,-0.981526136
509.89999,2.74E-02,0.418612629,-0.964183152
510,2.65E-03,0.636387527,-0.93945986
510.10001,-2.36E-02,0.847160459,-0.906786144
510.20001,-5.11E-02,1.049752474,-0.866740108
510.30002,-7.95E-02,1.243584633,-0.819357216
510.39999,-0.108371802,1.427122593,-0.764812708
510.5,-0.13757278,1.600034833,-0.703568161
510.60001,-0.166748986,1.761473536,-0.635967314
510.70001,-0.195602998,1.910549521,-0.562012911
510.80002,-0.223818377,2.046720505,-0.482718408
510.89999,-0.251126647,2.169414759,-0.398288995
511,-0.277279764,2.278152466,-0.309037685
511.10001,-0.301995307,2.372414112,-0.21580185
511.20001,-0.32494992,2.45214057,-0.119490102
511.30002,-0.345974058,2.516660929,-2.04E-02
511.39999,-0.364796162,2.565994024,8.09E-02
511.5,-0.381229192,2.599781513,0.18358545
511.60001,-0.395053387,2.618253469,0.286897182
511.70001,-0.40607819,2.621317863,0.390132338
511.80002,-0.414174289,2.609041691,0.492551148
511.89999,-0.419165194,2.581480026,0.593322158
512,-0.420927316,2.53856802,0.692189634
512.10004,-0.419356585,2.481097937,0.787806213
512.20001,-0.414366573,2.40916419,0.879597187
512.29999,-0.405907869,2.322898388,0.967217743
512.40002,-0.393885255,2.222575426,1.05022347
512.5,-0.378325969,2.109323978,1.127075672
512.60004,-0.35917747,1.982871175,1.198076725
512.70001,-0.336499959,1.844299197,1.262017846
512.79999,-0.310305208,1.69394362,1.318677783
512.90002,-0.280648619,1.532338738,1.367680669
513,-0.247638047,1.360394001,1.408277035
513.10004,-0.211291254,1.178547263,1.440392613
513.20001,-0.171790972,0.987688363,1.463650942
513.29999,-0.129280582,0.788548768,1.477613449
513.40002,-8.39E-02,0.581598639,1.482462883
513.5,-0.035791203,0.368337423,1.477234364
513.60004,0.014881351,0.149095029,1.462678671
513.70001,6.78E-02,-7.49E-02,1.438232064
513.79999,0.122852892,-0.302983224,1.404271126
513.90002,0.179874748,-0.533828318,1.359812856
514,0.238546193,-0.767001748,1.305939436
514.10004,0.298697203,-1.001367331,1.24224472
514.20001,0.359972745,-1.2359972,1.169604897
514.29999,0.42211619,-1.469432712,1.088215828
514.40002,0.484866023,-1.701187849,0.998303473
514.5,0.547865093,-1.929793596,0.901192129
514.60004,0.610840678,-2.154087305,0.796386659
514.70001,0.673467457,-2.372637987,0.68531096
514.79999,0.73541224,-2.584925175,0.568537712
514.90002,0.796456277,-2.789076328,0.446251482
515,0.856127322,-2.984153748,0.319768637
515.10004,0.914261997,-3.169146299,0.189537004
515.20001,0.970412374,-3.342537642,0.056961216
515.29999,1.024334908,-3.503268242,-7.76E-02
515.40002,1.075765967,-3.650024652,-0.213560387
515.5,1.124311447,-3.781908751,-0.349196941
515.60004,1.16978085,-3.897807121,-0.484191477
515.70001,1.211833835,-3.99633956,-0.617485285
515.79999,1.250231385,-4.076884747,-0.747950733
515.90002,1.284793973,-4.138364792,-0.875072956
516,1.315168977,-4.179684162,-0.997412324
516.10004,1.34125793,-4.200585842,-1.114636302
516.20001,1.362806678,-4.19994688,-1.22552526
516.29999,1.37964654,-4.177455425,-1.329456806
516.40002,1.391647458,-4.1324296,-1.425613761
516.5,1.398702741,-4.064530373,-1.51341188
516.60004,1.400644064,-3.973324776,-1.59210062
516.70001,1.397431731,-3.859239101,-1.660586476
516.79999,1.389030099,-3.721722364,-1.719267011
516.90002,1.375381708,-3.560960293,-1.76712966
517,1.356456399,-3.377631903,-1.803479671
517.10004,1.332286716,-3.171657562,-1.828594923
517.20001,1.302964807,-2.943906546,-1.841874242
517.29999,1.268521786,-2.69517231,-1.843100309
517.40002,1.229005933,-2.425951242,-1.832039237
517.5,1.18465519,-2.137277603,-1.809370041
517.60004,1.135477185,-1.830546021,-1.774089336
517.70001,1.081733823,-1.506982327,-1.727093577
517.79999,1.023575068,-1.167910814,-1.66842103
517.90002,0.961156607,-0.814523518,-1.598137379
518,0.89477396,-0.448773533,-1.517121315
518.10004,0.824612319,-7.22E-02,-1.425383687
518.20001,0.751012266,0.313053697,-1.323661804
518.29999,0.674215436,0.705390155,-1.21263659
518.40002,0.594405532,1.102886438,-1.092300773
518.5,0.51200372,1.503301382,-0.964477658
518.60004,0.427242696,1.904789925,-0.829215765
518.70001,0.340511054,2.304917097,-0.687635601
518.79999,0.252131879,2.70160079,-0.540436029
518.90002,0.162301198,3.093352079,-0.388815463
519,7.16E-02,3.47685647,-0.233539745
519.10004,-2.00E-02,3.85076046,-7.51E-02
519.20001,-0.111758225,4.212833405,8.44E-02
519.29999,-0.203543812,4.560866356,0.244381294
519.40002,-0.295051187,4.893373966,0.403717667
519.5,-0.385880619,5.207865715,0.561849773
519.60004,-0.475773007,5.502466202,0.717528999
519.70001,-0.564324975,5.775704384,0.869039536
519.79999,-0.65122807,6.025855541,1.016333818
519.90002,-0.736272812,6.251547337,1.157784939
520,-0.819066644,6.450910568,1.292878985
520.10004,-0.899421811,6.623189449,1.420271158
520.20001,-0.976949573,6.766612053,1.53955853
520.29999,-1.051467299,6.880949497,1.649442792
520.40002,-1.122727513,6.964783669,1.749779105
520.5,-1.190438509,7.017307758,1.839495063
520.60004,-1.254472494,7.038610935,1.918337584
520.70001,-1.314526081,7.027618408,1.985839486
520.79999,-1.370438695,6.984445095,2.040968418
520.90002,-1.422058344,6.908738136,2.084278107
521,-1.469142914,6.800992966,2.114920616
521.10004,-1.511659503,6.661184788,2.132731676
521.20001,-1.549384475,6.489720345,2.138058901
521.29999,-1.582226396,6.287129402,2.131174803
521.40002,-1.61002934,6.053985119,2.111391544
521.5,-1.632748127,5.79148674,2.079329491
521.60004,-1.650289178,5.500248909,2.035254002
