时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
426.5,0,0.045,0.044,35.095,4.521,0.042,0,6,60,2,0
427,0.014,0.024,0.026,17.889,3.864,0.013,0,6,60,2,0
427.5,0.006,0.003,0.007,-1.551,3.015,-0.019,0,6,60,2,0
428,-0.013,0,-0.012,-19.184,2.032,-0.047,0,6,60,2,0
428.5,-0.023,0.013,-0.025,-30.75,1.037,-0.064,0,6,60,2,0
429,-0.016,0.028,-0.031,-34.155,0.087,-0.065,0,6,60,2,0
429.5,0,0.028,-0.027,-27.922,-0.686,-0.049,0,6,60,2,0
430,0.008,0.014,-0.015,-13.134,-1.217,-0.018,0,6,60,2,0
430.5,-0.001,-0.001,0.001,5.693,-1.559,0.019,0,6,60,2,0
431,-0.016,0,0.016,22.286,-1.833,0.052,0,6,60,2,0
431.5,-0.022,0.013,0.024,32.641,-2.052,0.073,0,6,60,2,0
432,-0.013,0.023,0.026,34.57,-2.228,0.077,0,6,60,2,0
432.5,0,0.021,0.021,29.033,-2.287,0.067,0,6,60,2,0
433,0.006,0.011,0.012,19.131,-2.134,0.048,0,6,60,2,0
433.5,0.002,0.001,0.002,7.699,-1.756,0.024,0,6,60,2,0
434,-0.004,0,-0.004,-1.307,-1.082,0.003,0,6,60,2,0
434.5,-0.003,0.002,-0.004,-3.867,-0.03,-0.007,0,6,60,2,0
435,0.002,-0.003,0.003,-0.009,1.288,-0.007,0,6,60,2,0
435.5,0,-0.015,0.015,8.083,2.722,0,0,6,60,2,0
436,-0.013,-0.022,0.024,15.193,3.977,0.007,0,6,60,2,0
436.5,-0.026,-0.015,0.029,17.617,4.869,0.007,0,6,60,2,0
437,-0.028,0,0.027,14.692,5.343,-0.001,0,6,60,2,0
437.5,-0.018,0.011,0.021,7.096,5.373,-0.016,0,6,60,2,0
438,-0.005,0.009,0.01,-3.62,4.959,-0.034,0,6,60,2,0
438.5,0,-0.003,-0.003,-15.453,4.124,-0.052,0,6,60,2,0
439,-0.009,-0.015,-0.017,-27.065,2.868,-0.067,0,6,60,2,0
439.5,-0.027,-0.015,-0.03,-36.336,1.281,-0.076,0,6,60,2,0
440,-0.042,0,-0.041,-42.737,-0.606,-0.077,0,6,60,2,0
440.5,-0.046,0.026,-0.051,-47.545,-2.805,-0.075,0,6,60,2,0
441,-0.031,0.054,-0.061,-51.49,-5.248,-0.069,0,6,60,2,0
441.5,0,0.073,-0.07,-54.407,-7.802,-0.06,0,6,60,2,0
442,0.042,0.073,-0.081,-58.633,-10.483,-0.054,0,6,60,2,0
442.5,0.082,0.047,-0.091,-62.304,-13.025,-0.047,0,6,60,2,0
443,0.101,0,-0.097,-62.793,-15.177,-0.036,0,6,60,2,0
443.5,0.087,-0.05,-0.097,-58.018,-16.698,-0.019,0,6,60,2,0
444,0.046,-0.08,-0.089,-47.097,-17.402,0.006,0,6,60,2,0
444.5,0,-0.077,-0.075,-32.065,-17.261,0.033,0,6,60,2,0
445,-0.03,-0.052,-0.058,-16.488,-16.329,0.058,0,6,60,2,0
445.5,-0.036,-0.021,-0.04,-1.932,-14.583,0.076,0,6,60,2,0
446,-0.024,0,-0.023,9.766,-12.109,0.084,0,6,60,2,0
446.5,-0.006,0.004,-0.007,18.207,-8.972,0.083,0,6,60,2,0
447,0.003,-0.005,0.006,21.959,-5.396,0.071,0,6,60,2,0
447.5,0,-0.017,0.017,22.534,-1.478,0.051,0,6,60,2,0
448,-0.015,-0.026,0.029,23.884,2.75,0.03,0,6,60,2,0
448.5,-0.04,-0.023,0.044,27.98,7.122,0.014,0,6,60,2,0
449,-0.066,0,0.064,36.583,11.516,0.007,0,6,60,2,0
449.5,-0.078,0.045,0.087,50.242,15.784,0.009,0,6,60,2,0
450,-0.058,0.1,0.112,66.051,19.642,0.018,0,6,60,2,0
450.5,0,0.139,0.134,80.889,22.87,0.029,0,6,60,2,0
451,0.078,0.135,0.151,90,25.323,0.037,0,6,60,2,0
451.5,0.145,0.083,0.161,90,26.881,0.042,0,6,60,2,0
452,0.171,0,0.165,90,27.561,0.042,0,6,60,2,0
452.5,0.146,-0.084,0.163,90,27.377,0.04,0,6,60,2,0
453,0.079,-0.137,0.153,90,26.199,0.032,0,6,60,2,0
453.5,0,-0.142,0.138,81.005,24.186,0.022,0,6,60,2,0
454,-0.062,-0.107,0.119,68.503,21.462,0.013,0,6,60,2,0
454.5,-0.091,-0.052,0.101,58.191,18.28,0.011,0,6,60,2,0
455,-0.089,0,0.086,51.486,14.8,0.017,0,6,60,2,0
455.5,-0.066,0.038,0.074,48.421,11.185,0.031,0,6,60,2,0
456,-0.033,0.058,0.065,48.77,7.631,0.051,0,6,60,2,0
456.5,0,0.06,0.058,50.739,4.262,0.073,0,6,60,2,0
457,0.027,0.046,0.051,52.757,1.23,0.093,0,6,60,2,0
457.5,0.04,0.023,0.045,53.14,-1.358,0.108,0,6,60,2,0
458,0.039,0,0.037,50.648,-3.414,0.114,0,6,60,2,0
458.5,0.025,-0.015,0.028,45.047,-4.866,0.112,0,6,60,2,0
459,0.009,-0.016,0.018,35.986,-5.73,0.099,0,6,60,2,0
459.5,0,-0.005,0.005,22.588,-6.123,0.076,0,6,60,2,0
460,0.005,0.009,-0.01,6.746,-6.058,0.046,0,6,60,2,0
460.5,0.019,0.011,-0.022,-7.831,-5.516,0.015,0,6,60,2,0
461,0.03,0,-0.029,-18.678,-4.568,-0.01,0,6,60,2,0
461.5,0.028,-0.016,-0.032,-25,-3.347,-0.029,0,6,60,2,0
462,0.015,-0.026,-0.03,-26.666,-1.978,-0.04,0,6,60,2,0
462.5,0,-0.024,-0.024,-24.236,-0.585,-0.043,0,6,60,2,0
463,-0.008,-0.014,-0.016,-19.062,0.709,-0.04,0,6,60,2,0
463.5,-0.007,-0.004,-0.007,-13.158,1.777,-0.035,0,6,60,2,0
464,-0.002,0,-0.002,-9.604,2.448,-0.031,0,6,60,2,0
464.5,0,0,0,-7.513,2.803,-0.029,0,6,60,2,0
465,0.001,-0.002,0.002,-6.107,2.873,-0.027,0,6,60,2,0
465.5,0,-0.004,0.004,-4.069,2.75,-0.023,0,6,60,2,0
466,-0.002,-0.004,0.005,-1.985,2.42,-0.017,0,6,60,2,0
466.5,-0.004,-0.002,0.005,-0.287,1.913,-0.011,0,6,60,2,0
467,-0.006,0,0.006,2.68,1.385,-0.002,0,6,60,2,0
467.5,-0.007,0.004,0.008,6.652,0.87,0.008,0,6,60,2,0
468,-0.006,0.01,0.011,11.005,0.413,0.019,0,6,60,2,0
468.5,0,0.014,0.014,14.727,0.029,0.028,0,6,60,2,0
469,0.008,0.014,0.015,17.463,-0.236,0.034,0,6,60,2,0
469.5,0.014,0.008,0.016,18.288,-0.399,0.037,0,6,60,2,0
470,0.016,0,0.016,18.19,-0.381,0.036,0,6,60,2,0
470.5,0.013,-0.008,0.015,17.091,-0.209,0.033,0,6,60,2,0
471,0.008,-0.014,0.016,16.702,0.199,0.03,0,6,60,2,0
471.5,0,-0.02,0.019,18.679,0.894,0.03,0,6,60,2,0
472,-0.013,-0.022,0.025,22.298,1.797,0.032,0,6,60,2,0
472.5,-0.03,-0.017,0.034,28.307,2.952,0.037,0,6,60,2,0
473,-0.045,0,0.044,35.639,4.273,0.044,0,6,60,2,0
473.5,-0.049,0.028,0.055,43.283,5.708,0.051,0,6,60,2,0
474,-0.033,0.058,0.064,49.722,7.158,0.055,0,6,60,2,0
474.5,0,0.075,0.072,54.423,8.577,0.056,0,6,60,2,0
475,0.041,0.071,0.079,58.138,9.97,0.056,0,6,60,2,0
475.5,0.077,0.045,0.086,61.807,11.334,0.055,0,6,60,2,0
476,0.095,0,0.092,64.697,12.57,0.054,0,6,60,2,0
476.5,0.086,-0.049,0.096,65.682,13.573,0.05,0,6,60,2,0
477,0.05,-0.086,0.096,64.517,14.282,0.044,0,6,60,2,0
477.5,0,-0.097,0.094,60.484,14.595,0.035,0,6,60,2,0
478,-0.046,-0.08,0.089,55.356,14.568,0.025,0,6,60,2,0
478.5,-0.074,-0.043,0.083,50.144,14.194,0.018,0,6,60,2,0
479,-0.081,0,0.079,46.908,13.573,0.015,0,6,60,2,0
479.5,-0.066,0.038,0.074,44.293,12.616,0.015,0,6,60,2,0
480,-0.034,0.059,0.065,39.299,11.201,0.013,0,6,60,2,0
480.5,0,0.055,0.053,31.538,9.366,0.009,0,6,60,2,0
481,0.021,0.036,0.04,22.651,7.244,0.003,0,6,60,2,0
481.5,0.023,0.014,0.026,14.321,4.963,0,0,6,60,2,0
482,0.013,0,0.013,6.6,2.572,-0.002,0,6,60,2,0
482.5,0,0,0,-0.879,0.126,-0.002,0,6,60,2,0
483,-0.007,0.012,-0.014,-8.42,-2.316,-0.003,0,6,60,2,0
483.5,0,0.025,-0.024,-13.697,-4.534,-0.001,0,6,60,2,0
484,0.015,0.026,-0.029,-14.026,-6.3,0.008,0,6,60,2,0
484.5,0.024,0.014,-0.027,-8.344,-7.457,0.025,0,6,60,2,0
485,0.019,0,-0.018,2.754,-7.909,0.048,0,6,60,2,0
485.5,0.005,-0.003,-0.005,16.296,-7.685,0.073,0,6,60,2,0
486,-0.004,0.007,0.008,28.482,-6.872,0.091,0,6,60,2,0
486.5,0,0.019,0.018,36.072,-5.58,0.099,0,6,60,2,0
487,0.013,0.022,0.025,38.477,-3.848,0.094,0,6,60,2,0
487.5,0.026,0.015,0.029,36.775,-1.722,0.079,0,6,60,2,0
488,0.031,0,0.03,31.321,0.637,0.056,0,6,60,2,0
488.5,0.025,-0.015,0.028,22.307,3.016,0.026,0,6,60,2,0
489,0.013,-0.022,0.025,11.724,5.287,-0.007,0,6,60,2,0
489.5,0,-0.022,0.021,1.806,7.311,-0.036,0,6,60,2,0
490,-0.009,-0.016,0.018,-6.129,8.934,-0.06,0,6,60,2,0
490.5,-0.016,-0.009,0.017,-10.034,10.109,-0.074,0,6,60,2,0
491,-0.019,0,0.018,-10.997,10.659,-0.079,0,6,60,2,0
491.5,-0.016,0.009,0.018,-10.268,10.506,-0.077,0,6,60,2,0
492,-0.009,0.015,0.017,-8.803,9.638,-0.069,0,6,60,2,0
492.5,0,0.013,0.013,-9.095,7.995,-0.061,0,6,60,2,0
493,0.002,0.004,0.005,-11.272,5.703,-0.052,0,6,60,2,0
493.5,-0.007,-0.004,-0.007,-16.101,2.836,-0.046,0,6,60,2,0
494,-0.023,0,-0.022,-23.003,-0.431,-0.041,0,6,60,2,0
494.5,-0.034,0.02,-0.038,-30.571,-3.887,-0.037,0,6,60,2,0
495,-0.028,0.048,-0.053,-37.273,-7.314,-0.031,0,6,60,2,0
495.5,0,0.067,-0.065,-40.964,-10.446,-0.021,0,6,60,2,0
496,0.037,0.064,-0.071,-40.128,-13.048,-0.005,0,6,60,2,0
496.5,0.064,0.037,-0.072,-35.566,-15.008,0.014,0,6,60,2,0
497,0.072,0,-0.069,-29.267,-16.27,0.033,0,6,60,2,0
497.5,0.057,-0.033,-0.064,-21.934,-16.726,0.049,0,6,60,2,0
498,0.029,-0.051,-0.057,-15.003,-16.373,0.061,0,6,60,2,0
498.5,0,-0.051,-0.05,-10.275,-15.276,0.064,0,6,60,2,0
499,-0.023,-0.04,-0.045,-9.69,-13.586,0.056,0,6,60,2,0
499.5,-0.038,-0.022,-0.043,-13.851,-11.449,0.036,0,6,60,2,0
500,-0.044,0,-0.042,-20.703,-8.938,0.009,0,6,60,2,0
500.5,-0.038,0.022,-0.042,-28.258,-6.197,-0.02,0,6,60,2,0
501,-0.02,0.035,-0.039,-33.632,-3.316,-0.046,0,6,60,2,0
501.5,0,0.033,-0.032,-33.661,-0.354,-0.062,0,6,60,2,0
502,0.009,0.015,-0.017,-25.825,2.653,-0.063,0,6,60,2,0
502.5,-0.005,-0.003,0.005,-10.194,5.605,-0.05,0,6,60,2,0
503,-0.032,0,0.03,9.533,8.287,-0.027,0,6,60,2,0
503.5,-0.049,0.029,0.055,29.961,10.586,-0.001,0,6,60,2,0
504,-0.04,0.069,0.077,48.643,12.459,0.024,0,6,60,2,0
504.5,0,0.097,0.093,62.471,13.81,0.043,0,6,60,2,0
505,0.053,0.091,0.102,69.651,14.61,0.052,0,6,60,2,0
505.5,0.093,0.053,0.103,70.278,14.889,0.052,0,6,60,2,0
506,0.101,0,0.098,64.69,14.639,0.043,0,6,60,2,0
506.5,0.077,-0.045,0.086,54.451,13.902,0.027,0,6,60,2,0
507,0.038,-0.065,0.073,43.115,12.814,0.012,0,6,60,2,0
507.5,0,-0.063,0.061,33.434,11.468,0.001,0,6,60,2,0
508,-0.026,-0.045,0.05,26.411,9.898,-0.004,0,6,60,2,0
508.5,-0.038,-0.022,0.042,22.895,8.194,-0.001,0,6,60,2,0
509,-0.037,0,0.036,21.42,6.339,0.006,0,6,60,2,0
509.5,-0.027,0.015,0.03,20.246,4.356,0.015,0,6,60,2,0
510,-0.012,0.021,0.024,19.028,2.35,0.023,0,6,60,2,0
510.5,0,0.018,0.017,17.643,0.425,0.031,0,6,60,2,0
511,0.005,0.009,0.01,15.372,-1.359,0.036,0,6,60,2,0
511.5,0.003,0.002,0.003,12.198,-2.915,0.039,0,6,60,2,0
512,-0.002,0,-0.002,9.86,-4.083,0.041,0,6,60,2,0
512.5,-0.004,0.003,-0.005,8.465,-4.832,0.042,0,6,60,2,0
513,-0.004,0.006,-0.007,7.068,-5.191,0.042,0,6,60,2,0
513.5,0,0.008,-0.007,6.48,-5.101,0.04,0,6,60,2,0
514,0.002,0.004,-0.005,7.739,-4.527,0.039,0,6,60,2,0
514.5,0,0,0,10.527,-3.523,0.039,0,6,60,2,0
515,-0.007,0,0.007,13.78,-2.188,0.038,0,6,60,2,0
515.5,-0.012,0.007,0.014,16.702,-0.616,0.035,0,6,60,2,0
516,-0.009,0.016,0.018,17.137,0.993,0.027,0,6,60,2,0
516.5,0,0.021,0.021,15.26,2.565,0.015,0,6,60,2,0
517,0.01,0.018,0.02,10.566,3.937,-0.001,0,6,60,2,0
517.5,0.015,0.009,0.017,3.967,5.034,-0.02,0,6,60,2,0
518,0.013,0,0.013,-2.898,5.809,-0.037,0,6,60,2,0
518.5,0.009,-0.005,0.01,-7.405,6.299,-0.048,0,6,60,2,0
519,0.005,-0.008,0.009,-8.621,6.473,-0.051,0,6,60,2,0
519.5,0,-0.009,0.009,-7.992,6.236,-0.049,0,6,60,2,0
520,-0.005,-0.009,0.01,-4.894,5.681,-0.04,0,6,60,2,0
520.5,-0.012,-0.007,0.014,1.12,4.906,-0.025,0,6,60,2,0
521,-0.019,0,0.019,8.902,3.963,-0.005,0,6,60,2,0
521.5,-0.019,0.011,0.022,15.648,2.841,0.014,0,6,60,2,0
522,-0.011,0.019,0.021,18.593,1.533,0.027,0,6,60,2,0
522.5,0,0.018,0.017,18.278,0.198,0.033,0,6,60,2,0
523,0.007,0.012,0.013,17.326,-0.946,0.038,0,6,60,2,0
523.5,0.01,0.006,0.011,16.961,-1.794,0.042,0,6,60,2,0
524,0.01,0,0.01,17.548,-2.285,0.046,0,6,60,2,0
524.5,0.011,-0.007,0.013,20.617,-2.294,0.051,0,6,60,2,0
525,0.009,-0.016,0.018,25.043,-1.877,0.058,0,6,60,2,0
525.5,0,-0.024,0.024,29.082,-1.109,0.061,0,6,60,2,0
526,-0.015,-0.027,0.03,32.702,0.006,0.062,0,6,60,2,0
526.5,-0.033,-0.019,0.036,35.692,1.411,0.06,0,6,60,2,0
527,-0.044,0,0.042,37.666,3.021,0.055,0,6,60,2,0
527.5,-0.041,0.024,0.046,37.099,4.656,0.045,0,6,60,2,0
528,-0.024,0.042,0.047,33.426,6.181,0.03,0,6,60,2,0
528.5,0,0.045,0.044,26.361,7.437,0.009,0,6,60,2,0
529,0.02,0.035,0.039,18.258,8.417,-0.011,0,6,60,2,0
529.5,0.03,0.017,0.034,10.947,9.066,-0.029,0,6,60,2,0
530,0.031,0,0.03,5.567,9.337,-0.04,0,6,60,2,0
530.5,0.023,-0.013,0.025,1.561,9.129,-0.047,0,6,60,2,0
531,0.012,-0.021,0.024,1.144,8.577,-0.044,0,6,60,2,0
531.5,0,-0.024,0.023,3.399,7.647,-0.035,0,6,60,2,0
532,-0.011,-0.02,0.022,5.885,6.304,-0.023,0,6,60,2,0
532.5,-0.019,-0.011,0.021,9.189,4.726,-0.008,0,6,60,2,0
533,-0.022,0,0.021,14,3.082,0.01,0,6,60,2,0
533.5,-0.017,0.01,0.019,16.957,1.318,0.025,0,6,60,2,0
534,-0.007,0.012,0.013,16.025,-0.52,0.033,0,6,60,2,0
534.5,0,0.005,0.005,12.043,-2.276,0.035,0,6,60,2,0
535,-0.002,-0.004,-0.005,5.914,-3.853,0.032,0,6,60,2,0
535.5,-0.014,-0.008,-0.016,-2.222,-5.227,0.024,0,6,60,2,0
536,-0.027,0,-0.026,-10.433,-6.287,0.014,0,6,60,2,0
536.5,-0.03,0.017,-0.034,-16.924,-6.971,0.006,0,6,60,2,0
537,-0.019,0.033,-0.037,-19.77,-7.199,0.002,0,6,60,2,0
537.5,0,0.038,-0.036,-19.497,-7.033,0.001,0,6,60,2,0
538,0.017,0.029,-0.032,-16.461,-6.488,0.004,0,6,60,2,0
538.5,0.025,0.014,-0.027,-13.542,-5.746,0.006,0,6,60,2,0
539,0.023,0,-0.023,-10.938,-4.804,0.005,0,6,60,2,0
539.5,0.014,-0.008,-0.016,-6.9,-3.6,0.007,0,6,60,2,0
540,0.005,-0.008,-0.009,-3.083,-2.286,0.007,0,6,60,2,0
540.5,0,-0.004,-0.004,-1.047,-0.982,0.003,0,6,60,2,0
541,0,0,0,-0.587,0.27,-0.003,0,6,60,2,0
541.5,0.003,0.002,0.003,-0.842,1.441,-0.009,0,6,60,2,0
542,0.004,0,0.004,-2.226,2.421,-0.017,0,6,60,2,0
542.5,0.004,-0.002,0.004,-4.444,3.16,-0.026,0,6,60,2,0
543,0.002,-0.004,0.004,-6.171,3.671,-0.032,0,6,60,2,0
543.5,0,-0.005,0.005,-6.089,3.978,-0.033,0,6,60,2,0
544,-0.005,-0.008,0.009,-2.06,4.198,-0.027,0,6,60,2,0
544.5,-0.015,-0.009,0.017,5.832,4.35,-0.013,0,6,60,2,0
545,-0.026,0,0.025,14.775,4.353,0.004,0,6,60,2,0
545.5,-0.028,0.016,0.032,22.602,4.201,0.02,0,6,60,2,0
546,-0.019,0.033,0.037,28.642,3.957,0.033,0,6,60,2,0
546.5,0,0.039,0.038,30.891,3.573,0.039,0,6,60,2,0
547,0.017,0.029,0.033,27.38,2.982,0.036,0,6,60,2,0
547.5,0.02,0.012,0.022,18.093,2.184,0.022,0,6,60,2,0
548,0.009,0,0.009,5.965,1.293,0.004,0,6,60,2,0
548.5,-0.003,0.002,-0.003,-5.041,0.445,-0.012,0,6,60,2,0
549,-0.006,0.01,-0.011,-11.654,-0.248,-0.021,0,6,60,2,0
549.5,0,0.013,-0.012,-11.47,-0.675,-0.018,0,6,60,2,0
550,0.003,0.006,-0.006,-4.58,-0.813,-0.004,0,6,60,2,0
550.5,-0.005,-0.003,0.006,8.408,-0.596,0.019,0,6,60,2,0
551,-0.025,0,0.024,26.566,0.06,0.05,0,6,60,2,0
551.5,-0.038,0.022,0.042,43.675,0.931,0.077,0,6,60,2,0
552,-0.029,0.051,0.057,56.575,2.003,0.096,0,6,60,2,0
552.5,0,0.072,0.069,65.952,3.382,0.106,0,6,60,2,0
553,0.04,0.069,0.077,70.37,4.956,0.106,0,6,60,2,0
553.5,0.073,0.042,0.081,69.619,6.658,0.095,0,6,60,2,0
554,0.085,0,0.082,65.228,8.445,0.077,0,6,60,2,0
554.5,0.072,-0.042,0.081,59.048,10.245,0.056,0,6,60,2,0
555,0.041,-0.071,0.079,52.194,11.929,0.034,0,6,60,2,0
555.5,0,-0.078,0.076,44.651,13.315,0.012,0,6,60,2,0
556,-0.036,-0.062,0.07,35.396,14.18,-0.01,0,6,60,2,0
556.5,-0.053,-0.031,0.06,23.928,14.362,-0.033,0,6,60,2,0
557,-0.048,0,0.046,11.035,13.789,-0.054,0,6,60,2,0
557.5,-0.028,0.016,0.031,-1.789,12.459,-0.071,0,6,60,2,0
558,-0.008,0.014,0.015,-13.055,10.416,-0.081,0,6,60,2,0
558.5,0,-0.001,-0.001,-23.339,7.643,-0.086,0,6,60,2,0
559,-0.008,-0.014,-0.015,-29.588,4.426,-0.08,0,6,60,2,0
559.5,-0.022,-0.013,-0.025,-30.278,0.981,-0.063,0,6,60,2,0
560,-0.031,0,-0.03,-25.776,-2.49,-0.035,0,6,60,2,0
560.5,-0.027,0.016,-0.03,-16.78,-5.744,-0.001,0,6,60,2,0
561,-0.014,0.024,-0.027,-5.18,-8.588,0.037,0,6,60,2,0
561.5,0,0.023,-0.023,6.438,-10.868,0.071,0,6,60,2,0
562,0.01,0.018,-0.02,14.383,-12.541,0.095,0,6,60,2,0
562.5,0.018,0.01,-0.02,16.785,-13.532,0.105,0,6,60,2,0
563,0.024,0,-0.023,14.297,-13.74,0.102,0,6,60,2,0
563.5,0.023,-0.013,-0.026,9.56,-13.058,0.089,0,6,60,2,0
564,0.014,-0.024,-0.027,3.991,-11.545,0.07,0,6,60,2,0
564.5,0,-0.027,-0.026,-1.62,-9.331,0.048,0,6,60,2,0
565,-0.01,-0.018,-0.02,-3.646,-6.408,0.028,0,6,60,2,0
565.5,-0.008,-0.005,-0.009,-1.371,-2.973,0.014,0,6,60,2,0
566,0.007,0,0.006,4.808,0.768,0.005,0,6,60,2,0
566.5,0.022,-0.013,0.025,14.161,4.615,0.002,0,6,60,2,0
567,0.022,-0.038,0.042,22.58,8.189,-0.002,0,6,60,2,0
567.5,0,-0.054,0.052,25.32,11.106,-0.012,0,6,60,2,0
568,-0.028,-0.048,0.054,20.998,13.163,-0.032,0,6,60,2,0
568.5,-0.042,-0.024,0.047,10.47,14.239,-0.058,0,6,60,2,0
569,-0.036,0,0.035,-3.307,14.332,-0.084,0,6,60,2,0
569.5,-0.019,0.011,0.022,-15.409,13.58,-0.103,0,6,60,2,0
570,-0.007,0.012,0.013,-20.683,12.203,-0.105,0,6,60,2,0
570.5,0,0.012,0.012,-17.119,10.353,-0.089,0,6,60,2,0
571,0.008,0.014,0.015,-6.644,8.095,-0.057,0,6,60,2,0
571.5,0.02,0.012,0.022,8.505,5.595,-0.014,0,6,60,2,0
572,0.031,0,0.03,24.614,2.973,0.03,0,6,60,2,0
572.5,0.031,-0.018,0.034,36.675,0.289,0.068,0,6,60,2,0
573,0.017,-0.029,0.032,41.799,-2.315,0.092,0,6,60,2,0
573.5,0,-0.025,0.024,39.619,-4.657,0.1,0,6,60,2,0
574,-0.005,-0.009,0.01,30.159,-6.649,0.093,0,6,60,2,0
574.5,0.004,0.002,-0.004,18.5,-7.983,0.078,0,6,60,2,0
575,0.014,0,-0.013,9.923,-8.45,0.065,0,6,60,2,0
575.5,0.014,-0.008,-0.016,5.922,-8.065,0.055,0,6,60,2,0
576,0.006,-0.011,-0.012,6.699,-6.889,0.05,0,6,60,2,0
576.5,0,-0.004,-0.004,10.136,-5.118,0.047,0,6,60,2,0
577,0.002,0.003,0.003,12.112,-3.062,0.04,0,6,60,2,0
577.5,0.006,0.004,0.007,10.466,-0.934,0.025,0,6,60,2,0
578,0.007,0,0.006,4.058,1.044,0.002,0,6,60,2,0
578.5,0.001,-0.001,0.002,-6.145,2.737,-0.026,0,6,60,2,0
579,-0.003,0.005,-0.006,-17.969,4.051,-0.056,0,6,60,2,0
579.5,0,0.012,-0.011,-27.018,5.038,-0.078,0,6,60,2,0
580,0.007,0.012,-0.013,-30.977,5.662,-0.089,0,6,60,2,0
580.5,0.011,0.006,-0.012,-30.402,5.823,-0.089,0,6,60,2,0
581,0.01,0,-0.009,-26.049,5.506,-0.079,0,6,60,2,0
581.5,0.005,-0.003,-0.006,-19.806,4.69,-0.063,0,6,60,2,0
582,0.002,-0.004,-0.005,-14.791,3.333,-0.046,0,6,60,2,0
582.5,0,-0.006,-0.006,-10.96,1.61,-0.029,0,6,60,2,0
583,-0.004,-0.007,-0.007,-7.278,-0.274,-0.012,0,6,60,2,0
583.5,-0.007,-0.004,-0.008,-2.449,-2.089,0.007,0,6,60,2,0
584,-0.004,0,-0.004,5.648,-3.552,0.03,0,6,60,2,0
584.5,0.005,-0.003,0.005,18.534,-4.409,0.059,0,6,60,2,0
585,0.01,-0.017,0.019,33.91,-4.626,0.089,0,6,60,2,0
585.5,0,-0.036,0.034,49.645,-4.137,0.116,0,6,60,2,0
586,-0.026,-0.044,0.049,62.762,-2.996,0.135,0,6,60,2,0
586.5,-0.054,-0.031,0.061,70.198,-1.323,0.14,0,6,60,2,0
587,-0.068,0,0.065,69.641,0.705,0.128,0,6,60,2,0
587.5,-0.058,0.033,0.064,61.747,2.977,0.101,0,6,60,2,0
588,-0.032,0.055,0.061,50.907,5.501,0.066,0,6,60,2,0
588.5,0,0.06,0.058,40.019,8.126,0.031,0,6,60,2,0
589,0.03,0.051,0.057,31.855,10.729,0.002,0,6,60,2,0
589.5,0.053,0.03,0.059,26.612,13.063,-0.021,0,6,60,2,0
590,0.062,0,0.06,22.661,14.851,-0.038,0,6,60,2,0
590.5,0.052,-0.03,0.058,18.1,15.857,-0.052,0,6,60,2,0
591,0.027,-0.047,0.052,11.5,15.914,-0.065,0,6,60,2,0
591.5,0,-0.043,0.041,2.362,14.946,-0.077,0,6,60,2,0
592,-0.013,-0.023,0.026,-8.76,12.967,-0.087,0,6,60,2,0
592.5,-0.008,-0.004,0.008,-19.847,10.118,-0.093,0,6,60,2,0
593,0.01,0,-0.01,-29.482,6.547,-0.091,0,6,60,2,0
593.5,0.023,-0.013,-0.025,-35.098,2.548,-0.08,0,6,60,2,0
594,0.018,-0.032,-0.035,-34.272,-1.542,-0.056,0,6,60,2,0
594.5,0,-0.04,-0.039,-26.93,-5.45,-0.021,0,6,60,2,0
595,-0.018,-0.032,-0.035,-13.267,-8.848,0.023,0,6,60,2,0
595.5,-0.024,-0.014,-0.027,4.002,-11.541,0.07,0,6,60,2,0
596,-0.014,0,-0.013,23.365,-13.25,0.116,0,6,60,2,0
596.5,0,0,0,39.985,-13.979,0.152,0,6,60,2,0
597,0.005,-0.01,0.011,50.929,-13.673,0.171,0,6,60,2,0
597.5,0,-0.017,0.016,53.346,-12.443,0.168,0,6,60,2,0
598,-0.008,-0.014,0.015,46.683,-10.399,0.145,0,6,60,2,0
598.5,-0.007,-0.004,0.008,31.039,-7.785,0.101,0,6,60,2,0
599,0.005,0,-0.005,8.624,-4.831,0.043,0,6,60,2,0
599.5,0.016,-0.009,-0.017,-14.445,-1.627,-0.018,0,6,60,2,0
600,0.013,-0.022,-0.025,-32.212,1.693,-0.07,0,6,60,2,0
600.5,0,-0.026,-0.025,-41.259,4.922,-0.105,0,6,60,2,0
601,-0.009,-0.016,-0.017,-41.508,7.783,-0.121,0,6,60,2,0
601.5,-0.004,-0.002,-0.004,-33.558,10.108,-0.118,0,6,60,2,0
602,0.014,0,0.014,-18.802,11.796,-0.1,0,6,60,2,0
602.5,0.028,-0.016,0.031,-2.177,12.641,-0.073,0,6,60,2,0
603,0.023,-0.039,0.044,11.593,12.545,-0.046,0,6,60,2,0
603.5,0,-0.049,0.047,18.653,11.466,-0.027,0,6,60,2,0
604,-0.021,-0.037,0.041,17.828,9.497,-0.018,0,6,60,2,0
604.5,-0.023,-0.014,0.026,9.262,6.756,-0.019,0,6,60,2,0
605,-0.006,0,0.006,-3.532,3.527,-0.026,0,6,60,2,0
605.5,0.014,-0.008,-0.015,-16.769,0.07,-0.032,0,6,60,2,0
606,0.016,-0.028,-0.032,-25.314,-3.248,-0.03,0,6,60,2,0
606.5,0,-0.041,-0.04,-25.871,-6.137,-0.016,0,6,60,2,0
