时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
607,-0.021,-0.036,-0.041,-20.032,-8.528,0.008,0,6,60,2,0
607.5,-0.032,-0.019,-0.036,-10.036,-10.314,0.037,0,6,60,2,0
608,-0.029,0,-0.028,2.283,-11.378,0.066,0,6,60,2,0
608.5,-0.013,0.008,-0.015,16.935,-11.519,0.095,0,6,60,2,0
609,0,-0.001,0.001,31.801,-10.724,0.118,0,6,60,2,0
609.5,0,-0.017,0.016,43.613,-9.089,0.132,0,6,60,2,0
610,-0.015,-0.025,0.028,50.327,-6.72,0.132,0,6,60,2,0
610.5,-0.033,-0.019,0.037,51.494,-3.742,0.118,0,6,60,2,0
611,-0.044,0,0.042,47.462,-0.339,0.092,0,6,60,2,0
611.5,-0.042,0.024,0.046,41.12,3.386,0.059,0,6,60,2,0
612,-0.027,0.046,0.052,35.566,7.282,0.028,0,6,60,2,0
612.5,0,0.061,0.059,32.631,11.139,0.001,0,6,60,2,0
613,0.036,0.063,0.07,34.076,14.795,-0.016,0,6,60,2,0
613.5,0.073,0.042,0.082,37.714,17.91,-0.026,0,6,60,2,0
614,0.094,0,0.091,41.384,20.243,-0.032,0,6,60,2,0
614.5,0.088,-0.051,0.098,45.068,21.72,-0.033,0,6,60,2,0
615,0.053,-0.092,0.103,48.437,22.284,-0.03,0,6,60,2,0
615.5,0,-0.108,0.105,51.415,21.953,-0.022,0,6,60,2,0
616,-0.053,-0.091,0.102,51.834,20.662,-0.014,0,6,60,2,0
616.5,-0.082,-0.047,0.092,47.503,18.394,-0.01,0,6,60,2,0
617,-0.08,0,0.077,40.486,15.395,-0.007,0,6,60,2,0
617.5,-0.055,0.032,0.061,32.882,11.884,-0.002,0,6,60,2,0
618,-0.023,0.04,0.044,25.199,8.026,0.004,0,6,60,2,0
618.5,0,0.027,0.026,16.894,3.951,0.01,0,6,60,2,0
619,0.004,0.006,0.007,8.321,-0.143,0.017,0,6,60,2,0
619.5,-0.009,-0.005,-0.011,0.154,-4.057,0.022,0,6,60,2,0
620,-0.028,0,-0.027,-7.29,-7.621,0.028,0,6,60,2,0
620.5,-0.037,0.021,-0.041,-14.457,-10.728,0.031,0,6,60,2,0
621,-0.026,0.045,-0.05,-17.039,-12.996,0.038,0,6,60,2,0
621.5,0,0.052,-0.05,-13.536,-14.269,0.052,0,6,60,2,0
622,0.022,0.039,-0.043,-5.551,-14.536,0.069,0,6,60,2,0
622.5,0.029,0.017,-0.033,4.187,-13.854,0.083,0,6,60,2,0
623,0.019,0,-0.019,14.681,-12.217,0.094,0,6,60,2,0
623.5,0.003,-0.002,-0.003,24.461,-9.722,0.099,0,6,60,2,0
624,-0.007,0.011,0.013,32.66,-6.484,0.097,0,6,60,2,0
624.5,0,0.027,0.026,36.553,-2.803,0.084,0,6,60,2,0
625,0.017,0.03,0.033,33.663,0.982,0.058,0,6,60,2,0
625.5,0.029,0.017,0.033,22.626,4.514,0.018,0,6,60,2,0
626,0.026,0,0.025,5.373,7.567,-0.031,0,6,60,2,0
626.5,0.012,-0.007,0.013,-14.082,9.988,-0.081,0,6,60,2,0
627,0.001,-0.002,0.002,-31.422,11.665,-0.123,0,6,60,2,0
627.5,0,0.008,-0.007,-43.966,12.468,-0.151,0,6,60,2,0
628,0.006,0.01,-0.011,-48.291,12.45,-0.159,0,6,60,2,0
628.5,0.009,0.005,-0.01,-44.128,11.601,-0.146,0,6,60,2,0
629,0.005,0,-0.005,-33.562,9.944,-0.117,0,6,60,2,0
629.5,-0.001,0,0.001,-20.601,7.502,-0.08,0,6,60,2,0
630,-0.002,0.003,0.004,-8.748,4.407,-0.04,0,6,60,2,0
630.5,0,0.002,0.002,-0.629,0.847,-0.006,0,6,60,2,0
631,-0.003,-0.005,-0.005,2.807,-2.917,0.021,0,6,60,2,0
631.5,-0.013,-0.007,-0.014,3.405,-6.51,0.042,0,6,60,2,0
632,-0.024,0,-0.023,2.415,-9.665,0.057,0,6,60,2,0
632.5,-0.027,0.015,-0.03,2.003,-12.085,0.069,0,6,60,2,0
633,-0.016,0.027,-0.031,5.193,-13.473,0.083,0,6,60,2,0
633.5,0,0.024,-0.023,14.065,-13.618,0.101,0,6,60,2,0
634,0.004,0.007,-0.008,27.078,-12.539,0.119,0,6,60,2,0
634.5,-0.011,-0.006,0.012,42.835,-10.244,0.137,0,6,60,2,0
635,-0.038,0,0.037,59.713,-6.822,0.15,0,6,60,2,0
635.5,-0.056,0.032,0.062,75.233,-2.467,0.156,0,6,60,2,0
636,-0.043,0.075,0.084,84.914,2.429,0.147,0,6,60,2,0
636.5,0,0.102,0.099,86.404,7.528,0.122,0,6,60,2,0
637,0.056,0.096,0.107,81.308,12.61,0.085,0,6,60,2,0
637.5,0.1,0.058,0.112,72.167,17.423,0.042,0,6,60,2,0
638,0.115,0,0.111,59.831,21.596,-0.004,0,6,60,2,0
638.5,0.096,-0.056,0.108,46.238,24.865,-0.048,0,6,60,2,0
639,0.051,-0.089,0.099,31.158,26.869,-0.087,0,6,60,2,0
639.5,0,-0.09,0.087,16.145,27.458,-0.119,0,6,60,2,0
640,-0.038,-0.067,0.074,4.592,26.664,-0.136,0,6,60,2,0
640.5,-0.056,-0.032,0.062,-2.182,24.51,-0.137,0,6,60,2,0
641,-0.053,0,0.051,-4.502,21.082,-0.123,0,6,60,2,0
641.5,-0.036,0.021,0.04,-3.953,16.517,-0.097,0,6,60,2,0
642,-0.014,0.024,0.027,-2.452,11.036,-0.065,0,6,60,2,0
642.5,0,0.013,0.012,-0.798,4.983,-0.029,0,6,60,2,0
643,-0.002,-0.003,-0.003,0.448,-1.27,0.008,0,6,60,2,0
643.5,-0.015,-0.009,-0.017,2.071,-7.268,0.043,0,6,60,2,0
644,-0.028,0,-0.027,6.247,-12.504,0.08,0,6,60,2,0
644.5,-0.03,0.017,-0.033,11.531,-16.731,0.113,0,6,60,2,0
645,-0.021,0.036,-0.04,13.06,-19.933,0.133,0,6,60,2,0
645.5,0,0.052,-0.05,8.558,-22.029,0.136,0,6,60,2,0
646,0.032,0.056,-0.062,-1.815,-22.96,0.121,0,6,60,2,0
646.5,0.066,0.038,-0.074,-15.692,-22.683,0.094,0,6,60,2,0
647,0.087,0,-0.084,-31.182,-21.304,0.057,0,6,60,2,0
647.5,0.084,-0.048,-0.094,-47.64,-19.072,0.014,0,6,60,2,0
648,0.051,-0.088,-0.099,-61.615,-16.107,-0.029,0,6,60,2,0
648.5,0,-0.099,-0.096,-69.02,-12.524,-0.062,0,6,60,2,0
649,-0.044,-0.076,-0.084,-67.948,-8.527,-0.082,0,6,60,2,0
649.5,-0.059,-0.034,-0.066,-59.859,-4.431,-0.089,0,6,60,2,0
650,-0.047,0,-0.045,-47.874,-0.556,-0.087,0,6,60,2,0
650.5,-0.022,0.012,-0.024,-34.662,2.866,-0.081,0,6,60,2,0
651,-0.003,0.005,-0.006,-22.669,5.644,-0.074,0,6,60,2,0
651.5,0,-0.005,0.005,-16.507,7.474,-0.072,0,6,60,2,0
652,-0.003,-0.006,0.007,-16.761,8.316,-0.077,0,6,60,2,0
652.5,-0.005,-0.003,0.005,-18.525,8.413,-0.081,0,6,60,2,0
653,-0.002,0,0.002,-20.003,7.81,-0.08,0,6,60,2,0
653.5,0.002,-0.001,-0.002,-20.833,6.563,-0.075,0,6,60,2,0
654,0.004,-0.006,-0.007,-21.255,4.74,-0.066,0,6,60,2,0
654.5,0,-0.013,-0.012,-20.815,2.495,-0.053,0,6,60,2,0
655,-0.009,-0.015,-0.017,-18.488,0.041,-0.035,0,6,60,2,0
655.5,-0.018,-0.01,-0.02,-15.042,-2.492,-0.015,0,6,60,2,0
656,-0.027,0,-0.026,-14.169,-5.125,0.001,0,6,60,2,0
656.5,-0.032,0.019,-0.036,-17.115,-7.733,0.01,0,6,60,2,0
657,-0.025,0.043,-0.047,-22.831,-10.133,0.012,0,6,60,2,0
657.5,0,0.062,-0.06,-30.474,-12.209,0.009,0,6,60,2,0
658,0.037,0.064,-0.072,-38.81,-13.856,0.002,0,6,60,2,0
658.5,0.072,0.041,-0.08,-44.896,-14.9,-0.004,0,6,60,2,0
659,0.084,0,-0.081,-45.522,-15.173,-0.004,0,6,60,2,0
659.5,0.067,-0.039,-0.075,-39.969,-14.645,0.004,0,6,60,2,0
660,0.033,-0.058,-0.064,-31.686,-13.501,0.013,0,6,60,2,0
660.5,0,-0.055,-0.054,-24.351,-11.919,0.019,0,6,60,2,0
661,-0.023,-0.04,-0.045,-19.958,-10.031,0.017,0,6,60,2,0
661.5,-0.033,-0.019,-0.036,-17.368,-7.838,0.01,0,6,60,2,0
662,-0.028,0,-0.027,-14.297,-5.339,0.002,0,6,60,2,0
662.5,-0.015,0.009,-0.017,-10.806,-2.685,-0.006,0,6,60,2,0
663,-0.004,0.006,-0.007,-7.399,-0.031,-0.014,0,6,60,2,0
663.5,0,-0.005,0.005,-2.086,2.623,-0.018,0,6,60,2,0
664,-0.01,-0.018,0.02,6.704,5.248,-0.016,0,6,60,2,0
664.5,-0.035,-0.02,0.039,20.147,7.85,-0.005,0,6,60,2,0
665,-0.062,0,0.06,35.822,10.264,0.012,0,6,60,2,0
665.5,-0.071,0.041,0.08,51.646,12.416,0.03,0,6,60,2,0
666,-0.049,0.085,0.095,63.249,14.085,0.043,0,6,60,2,0
666.5,0,0.104,0.101,66.98,15.101,0.045,0,6,60,2,0
667,0.05,0.086,0.096,61.004,15.337,0.032,0,6,60,2,0
667.5,0.073,0.042,0.082,47.102,14.823,0.008,0,6,60,2,0
668,0.066,0,0.064,30.699,13.748,-0.017,0,6,60,2,0
668.5,0.043,-0.025,0.048,16.764,12.268,-0.035,0,6,60,2,0
669,0.017,-0.03,0.034,6.992,10.413,-0.043,0,6,60,2,0
669.5,0,-0.023,0.023,1.228,8.205,-0.042,0,6,60,2,0
670,-0.007,-0.013,0.014,-1.119,5.71,-0.033,0,6,60,2,0
670.5,-0.008,-0.004,0.008,0.28,3.102,-0.016,0,6,60,2,0
671,-0.007,0,0.007,5.848,0.597,0.008,0,6,60,2,0
671.5,-0.006,0.004,0.007,12.962,-1.75,0.034,0,6,60,2,0
672,-0.003,0.006,0.006,18.035,-3.908,0.055,0,6,60,2,0
672.5,0,0.004,0.004,20.522,-5.709,0.07,0,6,60,2,0
673,-0.001,-0.001,-0.001,19.266,-7.107,0.075,0,6,60,2,0
673.5,-0.009,-0.005,-0.01,12.875,-8.126,0.069,0,6,60,2,0
674,-0.021,0,-0.02,2.919,-8.686,0.053,0,6,60,2,0
674.5,-0.026,0.015,-0.029,-7.11,-8.682,0.034,0,6,60,2,0
675,-0.017,0.03,-0.034,-13.601,-8.04,0.018,0,6,60,2,0
675.5,0,0.033,-0.032,-15.119,-6.808,0.008,0,6,60,2,0
676,0.013,0.022,-0.025,-12.678,-5.143,0.004,0,6,60,2,0
676.5,0.013,0.007,-0.014,-6.7,-3.131,0.004,0,6,60,2,0
677,0.001,0,-0.001,1.801,-0.89,0.008,0,6,60,2,0
677.5,-0.013,0.007,0.014,11.59,1.466,0.014,0,6,60,2,0
678,-0.016,0.027,0.03,21.751,3.85,0.02,0,6,60,2,0
678.5,0,0.043,0.042,28.323,5.98,0.021,0,6,60,2,0
679,0.025,0.043,0.048,30.051,7.748,0.015,0,6,60,2,0
679.5,0.043,0.025,0.048,26.185,9.009,0.001,0,6,60,2,0
680,0.044,0,0.042,18.303,9.741,-0.018,0,6,60,2,0
680.5,0.028,-0.016,0.032,6.577,9.806,-0.041,0,6,60,2,0
681,0.01,-0.018,0.02,-5.01,9.331,-0.06,0,6,60,2,0
681.5,0,-0.01,0.009,-13.791,8.358,-0.071,0,6,60,2,0
682,0,0,0,-20.071,6.843,-0.075,0,6,60,2,0
682.5,0.009,0.005,-0.01,-25.169,4.761,-0.073,0,6,60,2,0
683,0.021,0,-0.02,-28.346,2.265,-0.066,0,6,60,2,0
683.5,0.025,-0.014,-0.028,-29.144,-0.492,-0.052,0,6,60,2,0
684,0.017,-0.03,-0.033,-27.061,-3.302,-0.033,0,6,60,2,0
684.5,0,-0.039,-0.038,-24.232,-6.097,-0.013,0,6,60,2,0
685,-0.023,-0.039,-0.044,-22.7,-8.776,0.005,0,6,60,2,0
685.5,-0.047,-0.027,-0.052,-24.712,-11.287,0.015,0,6,60,2,0
686,-0.065,0,-0.063,-30.298,-13.497,0.016,0,6,60,2,0
686.5,-0.067,0.038,-0.074,-37.568,-15.232,0.012,0,6,60,2,0
687,-0.043,0.075,-0.084,-44.644,-16.381,0.005,0,6,60,2,0
687.5,0,0.094,-0.09,-50.364,-16.9,-0.003,0,6,60,2,0
688,0.047,0.082,-0.091,-51.959,-16.663,-0.008,0,6,60,2,0
688.5,0.077,0.045,-0.086,-49.042,-15.707,-0.007,0,6,60,2,0
689,0.079,0,-0.076,-42.5,-14.111,-0.004,0,6,60,2,0
689.5,0.054,-0.031,-0.06,-31.583,-11.85,0.005,0,6,60,2,0
690,0.021,-0.036,-0.04,-17.759,-9.053,0.016,0,6,60,2,0
690.5,0,-0.019,-0.019,-3.464,-5.882,0.025,0,6,60,2,0
691,0.001,0.002,0.003,9.853,-2.462,0.032,0,6,60,2,0
691.5,0.018,0.01,0.02,19.042,0.94,0.031,0,6,60,2,0
692,0.034,0,0.033,23.62,4.194,0.022,0,6,60,2,0
692.5,0.036,-0.021,0.04,23.59,7.13,0.006,0,6,60,2,0
693,0.023,-0.04,0.044,20.763,9.671,-0.013,0,6,60,2,0
693.5,0,-0.048,0.046,16.681,11.702,-0.032,0,6,60,2,0
694,-0.023,-0.04,0.045,11.215,13.046,-0.05,0,6,60,2,0
694.5,-0.037,-0.021,0.041,6.03,13.681,-0.063,0,6,60,2,0
695,-0.042,0,0.041,4.824,13.741,-0.066,0,6,60,2,0
695.5,-0.038,0.022,0.042,7.859,13.218,-0.057,0,6,60,2,0
696,-0.023,0.04,0.044,13.548,12.115,-0.04,0,6,60,2,0
696.5,0,0.048,0.046,20.512,10.51,-0.018,0,6,60,2,0
697,0.024,0.041,0.046,26.212,8.443,0.004,0,6,60,2,0
697.5,0.038,0.022,0.042,28.926,6.024,0.022,0,6,60,2,0
698,0.035,0,0.034,27.12,3.342,0.033,0,6,60,2,0
698.5,0.018,-0.011,0.02,20.754,0.547,0.036,0,6,60,2,0
699,0.002,-0.004,0.005,11.427,-2.175,0.033,0,6,60,2,0
699.5,0,0.011,-0.011,1.5,-4.634,0.028,0,6,60,2,0
700,0.012,0.02,-0.023,-5.945,-6.617,0.025,0,6,60,2,0
700.5,0.027,0.016,-0.03,-9.861,-8.045,0.025,0,6,60,2,0
701,0.033,0,-0.032,-9.201,-8.805,0.03,0,6,60,2,0
701.5,0.024,-0.014,-0.026,-3.585,-8.831,0.041,0,6,60,2,0
702,0.009,-0.016,-0.018,4.154,-8.239,0.053,0,6,60,2,0
702.5,0,-0.01,-0.01,9.778,-7.222,0.058,0,6,60,2,0
703,-0.002,-0.004,-0.004,12.303,-5.825,0.055,0,6,60,2,0
703.5,-0.001,0,-0.001,11.05,-4.172,0.044,0,6,60,2,0
704,-0.001,0,-0.001,6.138,-2.382,0.025,0,6,60,2,0
704.5,-0.002,0.001,-0.002,-0.86,-0.538,0.001,0,6,60,2,0
705,-0.002,0.003,-0.003,-7.439,1.303,-0.021,0,6,60,2,0
705.5,0,0.004,-0.004,-12.905,2.981,-0.041,0,6,60,2,0
706,0.002,0.004,-0.005,-17.669,4.318,-0.057,0,6,60,2,0
706.5,0.004,0.002,-0.004,-20.071,5.3,-0.067,0,6,60,2,0
707,0.003,0,-0.003,-19.898,5.852,-0.069,0,6,60,2,0
707.5,-0.001,0.001,0.001,-16.217,6.022,-0.063,0,6,60,2,0
708,-0.003,0.005,0.006,-10.184,5.776,-0.051,0,6,60,2,0
708.5,0,0.009,0.009,-5.12,5.018,-0.037,0,6,60,2,0
709,0.003,0.006,0.007,-3.601,3.728,-0.027,0,6,60,2,0
709.5,-0.001,-0.001,-0.001,-6.684,1.953,-0.023,0,6,60,2,0
710,-0.014,0,-0.013,-13.814,-0.196,-0.025,0,6,60,2,0
710.5,-0.026,0.015,-0.029,-24.21,-2.624,-0.032,0,6,60,2,0
711,-0.023,0.041,-0.045,-34.809,-5.11,-0.038,0,6,60,2,0
711.5,0,0.06,-0.058,-41.976,-7.417,-0.039,0,6,60,2,0
712,0.034,0.059,-0.066,-44.588,-9.429,-0.033,0,6,60,2,0
712.5,0.06,0.035,-0.067,-41.994,-10.999,-0.02,0,6,60,2,0
713,0.064,0,-0.062,-33.556,-11.963,0.002,0,6,60,2,0
713.5,0.046,-0.026,-0.051,-20.513,-12.246,0.028,0,6,60,2,0
714,0.02,-0.035,-0.039,-8.547,-12.035,0.049,0,6,60,2,0
714.5,0,-0.031,-0.03,-0.461,-11.348,0.061,0,6,60,2,0
715,-0.013,-0.022,-0.025,2.208,-10.251,0.06,0,6,60,2,0
715.5,-0.02,-0.012,-0.023,0.362,-8.744,0.048,0,6,60,2,0
716,-0.023,0,-0.022,-4.42,-6.881,0.029,0,6,60,2,0
716.5,-0.018,0.01,-0.02,-8.719,-4.646,0.009,0,6,60,2,0
717,-0.008,0.013,-0.015,-10.186,-2.115,-0.008,0,6,60,2,0
717.5,0,0.005,-0.004,-6.704,0.659,-0.016,0,6,60,2,0
718,-0.006,-0.01,0.011,1.613,3.529,-0.016,0,6,60,2,0
718.5,-0.025,-0.014,0.027,12.073,6.256,-0.011,0,6,60,2,0
719,-0.045,0,0.043,22.255,8.671,-0.005,0,6,60,2,0
719.5,-0.05,0.029,0.055,30.091,10.625,-0.001,0,6,60,2,0
720,-0.033,0.057,0.063,34.698,12.042,0,0,6,60,2,0
720.5,0,0.068,0.066,35.432,12.847,-0.003,0,6,60,2,0
721,0.033,0.057,0.064,32.75,13.032,-0.009,0,6,60,2,0
721.5,0.053,0.031,0.059,28.489,12.666,-0.015,0,6,60,2,0
722,0.055,0,0.053,24.457,11.829,-0.018,0,6,60,2,0
722.5,0.044,-0.025,0.049,23.131,10.68,-0.014,0,6,60,2,0
723,0.023,-0.041,0.045,23.222,9.191,-0.006,0,6,60,2,0
723.5,0,-0.043,0.042,24.382,7.466,0.006,0,6,60,2,0
724,-0.019,-0.033,0.037,24.766,5.516,0.017,0,6,60,2,0
724.5,-0.029,-0.017,0.032,24.966,3.527,0.028,0,6,60,2,0
725,-0.026,0,0.026,23.576,1.522,0.036,0,6,60,2,0
725.5,-0.015,0.009,0.017,19.553,-0.441,0.039,0,6,60,2,0
726,-0.003,0.006,0.006,13.49,-2.248,0.038,0,6,60,2,0
726.5,0,-0.007,-0.007,4.202,-3.945,0.029,0,6,60,2,0
727,-0.011,-0.019,-0.022,-7.95,-5.499,0.015,0,6,60,2,0
727.5,-0.034,-0.019,-0.038,-21.353,-6.862,-0.003,0,6,60,2,0
728,-0.053,0,-0.051,-33.151,-7.935,-0.02,0,6,60,2,0
728.5,-0.054,0.031,-0.061,-41.483,-8.684,-0.031,0,6,60,2,0
729,-0.033,0.058,-0.065,-44.599,-9.048,-0.035,0,6,60,2,0
729.5,0,0.064,-0.061,-41.47,-8.977,-0.03,0,6,60,2,0
730,0.028,0.049,-0.055,-35.356,-8.64,-0.02,0,6,60,2,0
730.5,0.042,0.024,-0.046,-27.728,-8.042,-0.009,0,6,60,2,0
731,0.037,0,-0.036,-19.052,-7.166,0.003,0,6,60,2,0
731.5,0.023,-0.013,-0.026,-10.552,-6.05,0.013,0,6,60,2,0
732,0.007,-0.012,-0.014,-1.708,-4.636,0.022,0,6,60,2,0
732.5,0,-0.002,-0.002,6.232,-3.013,0.028,0,6,60,2,0
733,0.004,0.007,0.008,12.398,-1.245,0.03,0,6,60,2,0
733.5,0.015,0.009,0.017,16.808,0.619,0.028,0,6,60,2,0
734,0.025,0,0.024,19.021,2.471,0.023,0,6,60,2,0
734.5,0.027,-0.015,0.03,20.281,4.295,0.015,0,6,60,2,0
735,0.019,-0.033,0.037,22.663,6.103,0.01,0,6,60,2,0
735.5,0,-0.046,0.044,26.115,7.789,0.007,0,6,60,2,0
736,-0.028,-0.048,0.054,32.06,9.387,0.01,0,6,60,2,0
736.5,-0.058,-0.033,0.065,39.794,10.809,0.016,0,6,60,2,0
737,-0.076,0,0.073,46.216,11.878,0.023,0,6,60,2,0
737.5,-0.072,0.041,0.08,51.419,12.633,0.029,0,6,60,2,0
738,-0.045,0.078,0.087,57.29,13.193,0.037,0,6,60,2,0
738.5,0,0.096,0.093,62.64,13.496,0.045,0,6,60,2,0
739,0.05,0.086,0.096,66.623,13.55,0.052,0,6,60,2,0
739.5,0.086,0.05,0.096,66.752,13.242,0.054,0,6,60,2,0
740,0.094,0,0.091,63.128,12.619,0.051,0,6,60,2,0
740.5,0.074,-0.042,0.082,56.184,11.692,0.043,0,6,60,2,0
741,0.036,-0.063,0.07,46.859,10.499,0.032,0,6,60,2,0
741.5,0,-0.059,0.057,36.261,9.071,0.019,0,6,60,2,0
742,-0.022,-0.039,0.043,26.053,7.484,0.009,0,6,60,2,0
742.5,-0.027,-0.016,0.03,16.794,5.753,0,0,6,60,2,0
743,-0.02,0,0.019,9.602,3.965,-0.003,0,6,60,2,0
743.5,-0.009,0.005,0.01,4.559,2.157,-0.003,0,6,60,2,0
744,-0.001,0.002,0.002,1.029,0.361,0,0,6,60,2,0
744.5,0,-0.003,-0.003,0.021,-1.274,0.007,0,6,60,2,0
745,-0.003,-0.005,-0.006,1.533,-2.665,0.017,0,6,60,2,0
745.5,-0.007,-0.004,-0.007,3.054,-3.859,0.027,0,6,60,2,0
746,-0.01,0,-0.01,2.859,-4.852,0.032,0,6,60,2,0
746.5,-0.012,0.007,-0.013,1.704,-5.536,0.033,0,6,60,2,0
747,-0.008,0.014,-0.016,-0.549,-5.912,0.031,0,6,60,2,0
747.5,0,0.022,-0.021,-5.85,-6.109,0.022,0,6,60,2,0
748,0.014,0.025,-0.028,-12.698,-6.069,0.009,0,6,60,2,0
748.5,0.03,0.017,-0.033,-19.559,-5.805,-0.005,0,6,60,2,0
749,0.035,0,-0.034,-22.643,-5.182,-0.015,0,6,60,2,0
749.5,0.027,-0.016,-0.03,-20.763,-4.23,-0.016,0,6,60,2,0
750,0.011,-0.019,-0.021,-14.382,-3.009,-0.011,0,6,60,2,0
750.5,0,-0.011,-0.01,-6.399,-1.691,-0.003,0,6,60,2,0
751,-0.002,-0.003,-0.003,-1.903,-0.559,-0.001,0,6,60,2,0
751.5,-0.002,-0.001,-0.002,-2.908,0.278,-0.007,0,6,60,2,0
752,-0.007,0,-0.007,-9.718,0.734,-0.022,0,6,60,2,0
752.5,-0.015,0.009,-0.017,-20.687,0.8,-0.043,0,6,60,2,0
753,-0.015,0.025,-0.028,-32.326,0.551,-0.064,0,6,60,2,0
753.5,0,0.039,-0.037,-41.111,0.072,-0.078,0,6,60,2,0
754,0.023,0.04,-0.045,-46.898,-0.703,-0.085,0,6,60,2,0
754.5,0.044,0.025,-0.049,-48.767,-1.703,-0.083,0,6,60,2,0
755,0.05,0,-0.049,-45.311,-2.791,-0.07,0,6,60,2,0
755.5,0.039,-0.023,-0.044,-36.815,-3.871,-0.049,0,6,60,2,0
756,0.018,-0.031,-0.035,-24.538,-4.843,-0.02,0,6,60,2,0
756.5,0,-0.027,-0.026,-12.295,-5.734,0.008,0,6,60,2,0
757,-0.01,-0.018,-0.02,-3.366,-6.528,0.029,0,6,60,2,0
757.5,-0.017,-0.01,-0.019,-0.286,-7.233,0.039,0,6,60,2,0
758,-0.023,0,-0.022,-2.174,-7.721,0.038,0,6,60,2,0
758.5,-0.023,0.013,-0.026,-5.822,-7.82,0.031,0,6,60,2,0
759,-0.014,0.025,-0.028,-9.114,-7.478,0.023,0,6,60,2,0
759.5,0,0.029,-0.028,-11.129,-6.715,0.015,0,6,60,2,0
760,0.014,0.025,-0.027,-13.6,-5.717,0.005,0,6,60,2,0
760.5,0.025,0.015,-0.028,-17.444,-4.616,-0.008,0,6,60,2,0
761,0.03,0,-0.029,-21.61,-3.456,-0.022,0,6,60,2,0
761.5,0.024,-0.014,-0.027,-23.383,-2.198,-0.032,0,6,60,2,0
762,0.012,-0.021,-0.023,-22.445,-0.939,-0.037,0,6,60,2,0
762.5,0,-0.018,-0.017,-19.292,0.237,-0.038,0,6,60,2,0
763,-0.006,-0.01,-0.012,-16.141,1.166,-0.037,0,6,60,2,0
763.5,-0.008,-0.004,-0.008,-14.266,1.772,-0.037,0,6,60,2,0
764,-0.007,0,-0.006,-13.065,2.086,-0.036,0,6,60,2,0
764.5,-0.005,0.003,-0.006,-12.616,2.09,-0.035,0,6,60,2,0
765,-0.005,0.008,-0.009,-14.882,1.673,-0.037,0,6,60,2,0
765.5,0,0.018,-0.018,-21.589,0.751,-0.045,0,6,60,2,0
766,0.015,0.027,-0.03,-31.061,-0.576,-0.056,0,6,60,2,0
766.5,0.036,0.021,-0.04,-37.692,-1.999,-0.06,0,6,60,2,0
767,0.046,0,-0.044,-38.927,-3.382,-0.055,0,6,60,2,0
767.5,0.038,-0.022,-0.043,-33.817,-4.586,-0.039,0,6,60,2,0
768,0.018,-0.031,-0.035,-22.19,-5.461,-0.012,0,6,60,2,0
768.5,0,-0.021,-0.02,-4.95,-5.872,0.023,0,6,60,2,0
769,-0.001,-0.002,-0.002,14.563,-5.804,0.059,0,6,60,2,0
769.5,0.014,0.008,0.016,32.63,-5.259,0.09,0,6,60,2,0
770,0.035,0,0.033,48.385,-4.122,0.114,0,6,60,2,0
770.5,0.045,-0.026,0.05,61.432,-2.346,0.129,0,6,60,2,0
771,0.034,-0.058,0.065,71.008,0.025,0.134,0,6,60,2,0
771.5,0,-0.077,0.075,73.975,2.73,0.125,0,6,60,2,0
772,-0.041,-0.071,0.079,70.321,5.634,0.102,0,6,60,2,0
772.5,-0.074,-0.043,0.082,64.711,8.772,0.075,0,6,60,2,0
773,-0.088,0,0.085,58.977,11.944,0.047,0,6,60,2,0
773.5,-0.079,0.046,0.089,54.078,14.95,0.021,0,6,60,2,0
774,-0.046,0.08,0.089,47.509,17.393,-0.005,0,6,60,2,0
774.5,0,0.088,0.086,38.781,19.064,-0.03,0,6,60,2,0
775,0.041,0.07,0.078,28.816,19.831,-0.053,0,6,60,2,0
775.5,0.061,0.035,0.068,18.104,19.581,-0.072,0,6,60,2,0
776,0.056,0,0.054,7.009,18.259,-0.086,0,6,60,2,0
776.5,0.035,-0.02,0.039,-3.209,15.929,-0.093,0,6,60,2,0
777,0.012,-0.022,0.024,-10.399,12.777,-0.089,0,6,60,2,0
777.5,0,-0.01,0.01,-14.98,8.905,-0.077,0,6,60,2,0
778,0.002,0.003,-0.004,-17.252,4.524,-0.057,0,6,60,2,0
778.5,0.015,0.008,-0.016,-17.487,-0.118,-0.032,0,6,60,2,0
779,0.027,0,-0.026,-14.888,-4.671,-0.003,0,6,60,2,0
779.5,0.028,-0.016,-0.031,-9.119,-8.806,0.031,0,6,60,2,0
780,0.018,-0.031,-0.035,-2.77,-12.372,0.062,0,6,60,2,0
780.5,0,-0.036,-0.034,5.429,-14.983,0.092,0,6,60,2,0
781,-0.016,-0.028,-0.031,13.609,-16.549,0.116,0,6,60,2,0
781.5,-0.023,-0.013,-0.026,20.495,-16.964,0.131,0,6,60,2,0
782,-0.019,0,-0.018,26.274,-16.143,0.137,0,6,60,2,0
782.5,-0.009,0.005,-0.01,29.673,-14.194,0.133,0,6,60,2,0
783,-0.002,0.003,-0.003,29.318,-11.305,0.117,0,6,60,2,0
783.5,0,-0.002,0.002,24.222,-7.743,0.088,0,6,60,2,0
784,-0.001,-0.002,0.003,13.821,-3.84,0.047,0,6,60,2,0
