时间,最高,最低,收盘,涨跌,涨幅%,振幅%,总手(万),金额(亿),年份
2004/7/26,1401.88,1381.91,1387.67,-19.73,-1.4,1.42,844441180,5300205700,2004
2004/7/27,1395.31,1373.42,1384.13,-3.54,-0.26,1.58,950809870,5818165800,2004
2004/7/28,1397.17,1366.5,1388.81,4.68,0.34,2.22,1042229280,6177062900,2004
2004/7/29,1407.36,1385.96,1407.33,18.52,1.33,1.54,1150894590,7127885100,2004
2004/7/30,1409.12,1384.74,1386.2,-21.13,-1.5,1.73,931176410,5871532000,2004
2004/8/2,1383.08,1370.5,1373.22,-12.98,-0.94,0.91,727150010,4735426600,2004
2004/8/3,1378.2,1363.69,1366.26,-6.96,-0.51,1.06,779246500,5436678500,2004
2004/8/4,1424.55,1364.01,1404.51,38.25,2.8,4.43,1770908300,10832307500,2004
2004/8/5,1413.08,1387.55,1389.04,-15.47,-1.1,1.82,1104324690,6800556500,2004
2004/8/6,1400.95,1380.32,1390.46,1.42,0.1,1.49,923548520,5898388400,2004
2004/8/9,1397.59,1382.94,1395.85,5.39,0.39,1.05,822481880,5068288300,2004
2004/8/10,1404.72,1390.94,1400.77,4.92,0.35,0.99,716267260,4507090900,2004
2004/8/11,1401.25,1382.24,1384.96,-15.81,-1.13,1.36,794807960,4806191700,2004
2004/8/12,1378.79,1357.08,1368.2,-16.77,-1.21,1.57,875534640,5137067800,2004
2004/8/13,1377.82,1358.32,1368.45,0.25,0.02,1.43,859205120,5353425100,2004
2004/8/16,1369.87,1350.84,1354.51,-13.94,-1.02,1.39,812160690,4673419100,2004
2004/8/17,1364.41,1344.81,1360.2,5.69,0.42,1.45,756885270,4698175300,2004
2004/8/18,1371.23,1357.03,1358.21,-1.99,-0.15,1.04,798052030,5102229500,2004
2004/8/19,1357.27,1333.48,1340.45,-17.76,-1.31,1.75,862367290,5098505700,2004
2004/8/20,1349.47,1327.77,1341.74,1.29,0.1,1.62,883586760,4926799100,2004
2004/8/23,1339.94,1322.98,1325.41,-16.33,-1.22,1.26,677042130,3922718500,2004
2004/8/24,1347.15,1317.56,1344.63,19.21,1.45,2.23,1016638750,5432909100,2004
2004/8/25,1346.97,1334.29,1339.78,-4.84,-0.36,0.94,687925560,3810560500,2004
2004/8/26,1340.95,1330.22,1334.42,-5.36,-0.4,0.8,608427470,3497269000,2004
2004/8/27,1337.73,1314.6,1320.61,-13.81,-1.03,1.73,712647950,4034196600,2004
2004/8/30,1322.23,1310.02,1319.41,-1.21,-0.09,0.92,628942320,3410187700,2004
2004/8/31,1360.75,1331.76,1342.06,22.65,1.72,2.2,1259235250,6873347900,2004
2004/9/1,1340.77,1319.86,1321.46,-20.6,-1.53,1.56,675869410,3639041000,2004
2004/9/2,1328.61,1303.19,1327.93,6.46,0.49,1.92,920782080,4812775000,2004
2004/9/3,1333.22,1319.83,1327.12,-0.81,-0.06,1.01,820627050,4056540400,2004
2004/9/6,1326.87,1315.96,1321.46,-5.65,-0.43,0.82,608546340,3194217400,2004
2004/9/7,1325.68,1312.31,1324.29,2.83,0.21,1.01,630850770,3166533800,2004
2004/9/8,1323.26,1302.11,1309.33,-14.96,-1.13,1.6,860049690,4048421700,2004
2004/9/9,1307.47,1281.75,1284.31,-25.03,-1.91,1.96,866753950,4421933700,2004
2004/9/10,1287.75,1270.94,1287.08,2.77,0.22,1.31,651213820,3369487100,2004
2004/9/13,1285.32,1259.43,1260.32,-26.76,-2.08,2.01,729331520,3813116100,2004
2004/9/14,1305.73,1266.23,1300.36,40.04,3.18,3.13,1319799630,6965915500,2004
2004/9/15,1374.04,1301.38,1355.23,54.87,4.22,5.59,3096444300,17022337000,2004
2004/9/16,1377.99,1354.2,1371.2,15.97,1.18,1.76,2405360500,13489356000,2004
2004/9/17,1415.64,1368.54,1414.7,43.5,3.17,3.43,3301870400,18842047000,2004
2004/9/20,1463.79,1422.9,1463.22,48.52,3.43,2.89,4494084600,26290815000,2004
2004/9/21,1467.54,1436.51,1448.56,-14.66,-1,2.12,3840342100,22392127000,2004
2004/9/22,1451.41,1414.7,1420.15,-28.41,-1.96,2.53,3223892500,19496834000,2004
2004/9/23,1464.98,1408.61,1464.78,44.63,3.14,3.97,2374492400,14700579000,2004
2004/9/24,1496.21,1434.31,1435.56,-29.22,-1.99,4.23,4347562800,28667519000,2004
2004/9/27,1466.4,1419.31,1427.4,-8.17,-0.57,3.28,2109919600,12904648800,2004
2004/9/28,1438.05,1416.6,1435.59,8.19,0.57,1.5,1502751300,9254854500,2004
2004/9/29,1438.98,1417.83,1420.01,-15.58,-1.09,1.47,1403657200,8676821300,2004
2004/9/30,1420.05,1390.68,1396.7,-23.31,-1.64,2.07,1368002300,8234662300,2004
2004/10/8,1423.2,1373.93,1422.93,26.23,1.88,3.53,1471340400,9385252700,2004
2004/10/11,1437.57,1409.22,1413.15,-9.78,-0.69,1.99,2434911500,16434170000,2004
2004/10/12,1410.61,1380.69,1384.44,-28.71,-2.03,2.12,1789721900,11572506400,2004
2004/10/13,1393.65,1372.06,1386.72,2.28,0.16,1.56,1496230800,9790164900,2004
2004/10/14,1387.36,1331.13,1332.94,-53.78,-3.88,4.05,1835057400,11661332700,2004
2004/10/15,1340.12,1312.55,1330.52,-2.42,-0.18,2.07,1436161700,8960323300,2004
2004/10/18,1341.78,1316.32,1335.39,4.88,0.37,1.91,1065864050,6804062900,2004
2004/10/19,1361.81,1334.46,1337.62,2.22,0.17,2.05,1377957600,8444424400,2004
2004/10/20,1337.71,1311.88,1330.58,-7.03,-0.53,1.93,1239970300,7605659700,2004
2004/10/21,1340.96,1304.54,1310.55,-20.04,-1.51,2.74,1710204800,10673486200,2004
2004/10/22,1330.56,1294.04,1329.36,18.81,1.44,2.79,1872633800,11619270400,2004
2004/10/25,1346.88,1308.89,1311.15,-18.2,-1.37,2.86,1844854000,11808958200,2004
2004/10/26,1325.2,1289.87,1324.78,13.63,1.04,2.69,1788286200,10965410200,2004
2004/10/27,1343.03,1314.87,1342.8,18.02,1.36,2.13,2166205000,12961626900,2004
2004/10/28,1356.63,1336.75,1341.74,-1.06,-0.08,1.48,2059737100,12244172700,2004
2004/10/29,1337.28,1304.07,1320.54,-21.2,-1.58,2.48,1877759000,11215927800,2004
2004/11/1,1323.1,1304.29,1305.29,-15.25,-1.15,1.42,1259068040,7218346700,2004
2004/11/2,1306.28,1290.99,1301.53,-3.76,-0.29,1.17,1154923450,6711524300,2004
2004/11/3,1327.5,1301.32,1326.75,25.22,1.94,2.01,1393492300,8411264100,2004
2004/11/4,1338.26,1301.36,1304.78,-21.97,-1.66,2.78,1458800500,8753620400,2004
2004/11/5,1315.94,1298.71,1305.13,0.35,0.03,1.32,1055221110,6257655700,2004
2004/11/8,1307.62,1292.91,1304.23,-0.9,-0.07,1.13,787627340,4398204200,2004
2004/11/9,1313.15,1299.94,1307.43,3.2,0.25,1.01,761001920,4270396100,2004
2004/11/10,1360.71,1302.7,1354.39,46.96,3.59,4.44,2438677200,14102138000,2004
2004/11/11,1379.86,1346.03,1347.07,-7.32,-0.54,2.5,2858015700,16803175000,2004
2004/11/12,1360.33,1341.12,1352.22,5.15,0.38,1.43,1627932500,9490677800,2004
2004/11/15,1370.62,1354.48,1370.05,17.83,1.32,1.19,1498088800,8929425600,2004
2004/11/16,1376.19,1361.28,1370.39,0.34,0.02,1.09,1475839100,8616093000,2004
2004/11/17,1370.79,1350.52,1356.14,-14.25,-1.04,1.48,1274982350,7593392500,2004
2004/11/18,1368.06,1352.89,1367.83,11.69,0.86,1.12,1223205910,7315559000,2004
2004/11/19,1380.02,1365.24,1379.96,12.13,0.89,1.08,1516713600,8670276900,2004
2004/11/22,1387.34,1374.41,1383.02,3.06,0.22,0.94,1885587700,10273902300,2004
2004/11/23,1383.79,1368.14,1371.24,-11.78,-0.85,1.13,1817406000,10039118900,2004
2004/11/24,1380.77,1358.45,1359.13,-12.12,-0.88,1.63,1743296200,9764012700,2004
2004/11/25,1362.16,1348.41,1358.33,-0.79,-0.06,1.01,1437487200,7758391000,2004
2004/11/26,1362.49,1354.8,1356.73,-1.61,-0.12,0.57,1131710370,6121805700,2004
2004/11/29,1354.58,1335.61,1337.43,-19.29,-1.42,1.4,1178076710,6080041400,2004
2004/11/30,1341.48,1332.29,1340.77,3.34,0.25,0.69,1021904050,5475046400,2004
2004/12/1,1342.55,1332.97,1334.94,-5.83,-0.43,0.71,1024362330,5797059400,2004
2004/12/2,1334.06,1324.55,1333.09,-1.85,-0.14,0.71,1350278900,7714799600,2004
2004/12/3,1343.71,1332.86,1337.2,4.11,0.31,0.81,1392508700,8201369500,2004
2004/12/6,1342.83,1327.38,1339.64,2.45,0.18,1.16,1111516380,6326780400,2004
2004/12/7,1340.88,1322.82,1323.75,-15.89,-1.19,1.35,1074286570,5960762500,2004
2004/12/8,1337.87,1322.05,1326.44,2.69,0.2,1.19,906121040,4929900900,2004
2004/12/9,1352.45,1318.47,1338.81,12.37,0.93,2.56,1612700700,8334090700,2004
2004/12/10,1340.37,1316.64,1317.72,-21.09,-1.58,1.77,1162000060,6280950500,2004
2004/12/13,1314.4,1299.8,1309.69,-8.02,-0.61,1.11,906014310,4859194700,2004
2004/12/14,1315.89,1303.15,1307.55,-2.14,-0.16,0.97,886924400,4652200300,2004
2004/12/15,1317.82,1291.86,1313.05,5.49,0.42,1.99,1259030110,6514900000,2004
2004/12/16,1317.62,1302.48,1305.02,-8.03,-0.61,1.15,1033544190,5060280800,2004
2004/12/17,1303.94,1288.24,1290.49,-14.53,-1.11,1.2,842039320,4229595100,2004
2004/12/20,1286.07,1272.15,1275.46,-15.03,-1.16,1.08,886645300,4603037800,2004
2004/12/21,1285.7,1271.03,1275.17,-0.29,-0.02,1.15,753993860,3734396400,2004
2004/12/22,1307.73,1275.06,1307.57,32.4,2.54,2.56,1411055700,7370728900,2004
2004/12/23,1308.59,1280.72,1282.72,-24.85,-1.9,2.13,897319120,4917096400,2004
2004/12/24,1290.66,1280.38,1285.04,2.32,0.18,0.8,767426340,4282648400,2004
2004/12/27,1292.31,1276.73,1280.27,-4.76,-0.37,1.21,781566040,4172827400,2004
2004/12/28,1283.63,1271.91,1278.94,-1.33,-0.1,0.92,855503860,4318210100,2004
2004/12/29,1285.55,1270.89,1274.31,-4.63,-0.36,1.15,922203990,4767536600,2004
2004/12/30,1280.57,1264.15,1273.71,-0.6,-0.05,1.29,962330500,5014102700,2004
2004/12/31,1280.83,1264.49,1266.5,-7.21,-0.57,1.28,921845070,4695701300,2004
2005/1/4,1260.78,1238.18,1242.77,-23.72,-1.87,1.78,871330120,4418452000,2005
2005/1/5,1258.58,1235.75,1252.7,9.93,0.8,1.84,915431620,4916589300,2005
2005/1/6,1252.73,1234.24,1239.43,-13.27,-1.06,1.48,835091620,4381370300,2005
2005/1/7,1256.31,1235.51,1244.75,5.32,0.43,1.68,932167280,5040041900,2005
2005/1/10,1252.72,1236.09,1252.4,7.65,0.61,1.34,762210140,4118291800,2005
2005/1/11,1260.87,1247.84,1257.46,5.06,0.4,1.04,807191110,4368276200,2005
2005/1/12,1257.19,1246.42,1256.92,-0.54,-0.04,0.86,714122280,3799862900,2005
2005/1/13,1259.5,1251.02,1256.31,-0.61,-0.05,0.67,920220940,5003680900,2005
2005/1/14,1268.86,1243.87,1245.62,-10.7,-0.85,1.99,1040610500,5272487500,2005
2005/1/17,1236.4,1214.07,1216.65,-28.97,-2.33,1.79,1053161960,5434886300,2005
2005/1/18,1226.04,1207.05,1225.45,8.8,0.72,1.56,1066016620,5294355400,2005
2005/1/19,1225.08,1214.64,1218.11,-7.35,-0.6,0.85,969879990,4677974200,2005
2005/1/20,1213.96,1199.17,1204.39,-13.71,-1.13,1.21,1077554830,5383794400,2005
2005/1/21,1237.91,1189.21,1234.48,30.08,2.5,4.04,1771208700,9001891100,2005
2005/1/24,1265.95,1239.8,1255.78,21.3,1.73,2.12,1872198000,9786782700,2005
2005/1/25,1254.87,1239.16,1254.23,-1.54,-0.12,1.25,1218406910,6439329700,2005
2005/1/26,1254.23,1240.13,1241.96,-12.28,-0.98,1.12,998503320,5351521300,2005
2005/1/27,1241.14,1223.88,1225.89,-16.07,-1.29,1.39,982323720,4955027500,2005
2005/1/28,1226.3,1208.86,1213.67,-12.22,-1,1.42,849292110,4199937500,2005
2005/1/31,1210.76,1190.17,1191.82,-21.85,-1.8,1.7,963152460,4668009600,2005
2005/2/1,1203.07,1187.26,1188.93,-2.89,-0.24,1.33,995060880,4907930700,2005
2005/2/2,1253.16,1189.5,1252.5,63.57,5.35,5.35,2035913500,10397266900,2005
2005/2/3,1269.16,1236.18,1242.31,-10.19,-0.81,2.63,2134442900,10897290900,2005
2005/2/4,1274.12,1235.64,1269,26.7,2.15,3.1,1788862500,9664344600,2005
2005/2/16,1291.46,1270.32,1278.88,9.88,0.78,1.67,1549554600,7980113900,2005
2005/2/17,1280.03,1263.71,1276.13,-2.75,-0.21,1.28,1175889630,6103111100,2005
2005/2/18,1278.62,1258.56,1258.97,-17.16,-1.35,1.57,1116879960,5785501600,2005
2005/2/21,1284.94,1259.51,1284.48,25.51,2.03,2.02,1320871220,6930691900,2005
2005/2/22,1312.53,1282.78,1309.28,24.8,1.93,2.32,2375482800,12773513500,2005
2005/2/23,1316.59,1299.15,1309.47,0.2,0.02,1.33,3751665600,13699232000,2005
2005/2/24,1310.97,1296.98,1309.95,0.47,0.04,1.07,2514425500,11356347700,2005
2005/2/25,1328.53,1311.2,1312.44,2.5,0.19,1.32,2984585000,13978978000,2005
2005/2/28,1315.14,1298.93,1306,-6.44,-0.49,1.24,2002418800,10244600500,2005
2005/3/1,1308.76,1295.64,1303.41,-2.59,-0.2,1,1655622900,7981055100,2005
2005/3/2,1316.72,1285.92,1287.87,-15.54,-1.19,2.36,2179350500,10749393200,2005
2005/3/3,1295.25,1276.88,1294.34,6.47,0.5,1.43,1428346200,6981237900,2005
2005/3/4,1299.6,1286.48,1287.71,-6.63,-0.51,1.01,1267736890,6269241700,2005
2005/3/7,1296.88,1287.74,1293.74,6.03,0.47,0.71,1232107430,6283006000,2005
2005/3/8,1318.9,1296.91,1318.27,24.53,1.9,1.7,2185523000,11159503100,2005
2005/3/9,1326.08,1310.23,1316.79,-1.48,-0.11,1.2,2326938200,12224773500,2005
2005/3/10,1316.9,1282.53,1286.23,-30.56,-2.32,2.61,2228345200,10537289200,2005
2005/3/11,1292.53,1278.15,1289.94,3.71,0.29,1.12,1702529400,9039329500,2005
2005/3/14,1304.11,1271.51,1293.5,3.56,0.28,2.53,2212036200,11968377500,2005
2005/3/15,1293.26,1266.64,1269.14,-24.36,-1.88,2.06,1959945800,9678243100,2005
2005/3/16,1268.19,1247.89,1255.59,-13.56,-1.07,1.6,1674657000,8330513700,2005
2005/3/17,1257.79,1242.51,1243.47,-12.11,-0.96,1.22,1486869800,7813701000,2005
2005/3/18,1248.03,1223.62,1227.4,-16.07,-1.29,1.96,1538051100,7341657900,2005
2005/3/21,1232.82,1220.82,1231.05,3.64,0.3,0.98,1147260540,5815375600,2005
2005/3/22,1231.68,1202.43,1206.92,-24.12,-1.96,2.38,1695236500,8148375000,2005
2005/3/23,1218.01,1194.32,1201.65,-5.27,-0.44,1.96,1567702800,7851213100,2005
2005/3/24,1208.61,1187.58,1208.19,6.54,0.54,1.75,1322520910,6700150700,2005
2005/3/25,1211.16,1199.87,1205.63,-2.56,-0.21,0.93,1363859500,5076361200,2005
2005/3/28,1204.85,1185.45,1200.11,-5.52,-0.46,1.61,1095572980,4909950900,2005
2005/3/29,1209.23,1194.59,1195.02,-5.1,-0.42,1.22,1259484910,5191811800,2005
2005/3/30,1192.45,1171.81,1172.57,-22.44,-1.88,1.73,1706046900,6153729500,2005
2005/3/31,1181.53,1162.03,1181.24,8.66,0.74,1.66,1324088820,5371672100,2005
2005/4/1,1237.8,1173.54,1223.57,42.33,3.58,5.44,2627204100,10792487100,2005
2005/4/4,1218.28,1196.94,1202.97,-20.6,-1.68,1.74,1722282800,7947332000,2005
2005/4/5,1209.34,1189.26,1191.74,-11.22,-0.93,1.67,1385003200,6448636900,2005
2005/4/6,1220.42,1183.91,1214.87,23.12,1.94,3.06,2035988800,9920447900,2005
2005/4/7,1248.06,1213.65,1225.49,10.62,0.87,2.83,2917217600,14124443000,2005
2005/4/8,1249.2,1218.76,1248.52,23.03,1.88,2.48,2117030300,10084950500,2005
2005/4/11,1252.81,1235.36,1240.97,-7.55,-0.6,1.4,2196619400,11032464800,2005
2005/4/12,1239.13,1218.51,1219.51,-21.46,-1.73,1.66,1603007700,7600585400,2005
2005/4/13,1254.32,1228.97,1248.2,28.69,2.35,2.08,2475214300,11064208800,2005
2005/4/14,1253.6,1233.24,1234.33,-13.87,-1.11,1.63,1835192000,8614317300,2005
2005/4/15,1229.68,1213.2,1216.96,-17.37,-1.41,1.33,1785349800,7801305400,2005
2005/4/18,1212.39,1190.98,1197.73,-19.23,-1.58,1.76,1383040200,6296262200,2005
2005/4/19,1202.49,1191.23,1199.9,2.17,0.18,0.94,1227685940,6108772700,2005
2005/4/20,1198.95,1178.64,1184.19,-15.71,-1.31,1.69,1393891800,5938905900,2005
2005/4/21,1190.54,1167.99,1172.56,-11.64,-0.98,1.9,1641622400,7070086200,2005
2005/4/22,1177.89,1163.4,1169.19,-3.37,-0.29,1.24,1659527100,7266510500,2005
2005/4/25,1166.34,1146.41,1157.97,-11.21,-0.96,1.7,1735458200,6908598400,2005
2005/4/26,1169.15,1151.64,1165.34,7.36,0.64,1.51,1674878700,7207425000,2005
2005/4/27,1166.2,1148.14,1148.76,-16.58,-1.42,1.55,1635523700,7082585000,2005
2005/4/28,1172.71,1135.73,1169.12,20.36,1.77,3.22,2121513700,9044192100,2005
2005/4/29,1170.2,1155.98,1159.15,-9.97,-0.85,1.22,1681645900,7373838100,2005
2005/5/9,1165.39,1130.41,1130.84,-28.31,-2.44,3.02,1474222100,5551480600,2005
2005/5/10,1135.8,1108.42,1135.56,4.73,0.42,2.42,1704145700,6768361100,2005
2005/5/11,1140.17,1121.87,1124.27,-11.29,-0.99,1.61,1358217900,5633261000,2005
2005/5/12,1122.92,1099.84,1103.99,-20.28,-1.8,2.05,1567428100,6506232800,2005
2005/5/13,1120.17,1093.28,1107.63,3.63,0.33,2.44,1602405600,6567864500,2005
2005/5/16,1105.4,1082.14,1095.47,-12.16,-1.1,2.1,1241400450,5058195500,2005
2005/5/17,1108.18,1083.94,1099.64,4.17,0.38,2.21,1320638860,5353712600,2005
2005/5/18,1108.84,1090.3,1102.96,3.32,0.3,1.69,1223221380,5061369100,2005
2005/5/19,1107.23,1083.12,1103.47,0.51,0.05,2.19,1251934700,5120491700,2005
2005/5/20,1108.61,1094.67,1099.27,-4.21,-0.38,1.26,1140324840,4520424400,2005
2005/5/23,1095.31,1069.43,1070.84,-28.42,-2.59,2.35,1229540120,4305639100,2005
2005/5/24,1078.1,1057.54,1073.85,3,0.28,1.92,1406128400,5065246100,2005
2005/5/25,1082.18,1064.88,1072.14,-1.71,-0.16,1.61,1186055040,4489152100,2005
2005/5/26,1077.44,1055.82,1058.87,-13.27,-1.24,2.02,1131800510,4454779100,2005
2005/5/27,1068.21,1050.06,1051.95,-6.92,-0.65,1.71,1284677500,4902913600,2005
2005/5/30,1063.95,1043.28,1060.16,8.22,0.78,1.96,1129720860,4083244300,2005
2005/5/31,1070.5,1057.75,1060.74,0.58,0.05,1.2,1140383600,4241957000,2005
2005/6/1,1063.52,1035.7,1039.19,-21.55,-2.03,2.62,1236583410,4695648600,2005
2005/6/2,1036.73,1008.75,1016.06,-23.12,-2.23,2.69,1612337200,5557807400,2005
2005/6/3,1019.92,1000.52,1013.64,-2.43,-0.24,1.91,1355099100,4502218700,2005
2005/6/6,1034.85,998.23,1034.38,20.74,2.05,3.61,1598514600,5027262800,2005
2005/6/7,1055.63,1029.54,1030.94,-3.44,-0.33,2.52,2063114700,7466015900,2005
2005/6/8,1118.69,1040.16,1115.58,84.64,8.21,7.62,5333859800,19011909000,2005
2005/6/9,1146.42,1103.68,1131.05,15.47,1.39,3.83,5096364100,19595252000,2005
2005/6/10,1130.55,1101.83,1108.29,-22.77,-2.01,2.54,3429897300,13613185000,2005
2005/6/13,1112.1,1085.87,1106.29,-2,-0.18,2.37,2399555600,8942352900,2005
2005/6/14,1119.68,1092.4,1093.46,-12.83,-1.16,2.47,2163711100,8745408800,2005
2005/6/15,1090.46,1070.07,1072.84,-20.63,-1.89,1.86,1819126900,7353765000,2005
2005/6/16,1086.35,1064.03,1086.01,13.17,1.23,2.08,1653731700,7028492900,2005
2005/6/17,1094.67,1079.08,1085.61,-0.4,-0.04,1.44,2042584200,8420848100,2005
2005/6/20,1115.86,1073.41,1115.62,30.01,2.76,3.91,2847265800,10148733400,2005
2005/6/21,1115.67,1098.9,1101.49,-14.13,-1.27,1.5,1914477500,7335782300,2005
2005/6/22,1103.25,1090.74,1102.03,0.55,0.05,1.14,1510099300,5901879100,2005
2005/6/23,1106.75,1092.48,1093.7,-8.33,-0.76,1.29,1491126600,5472687500,2005
2005/6/24,1102.23,1087.69,1101.88,8.18,0.75,1.33,1315810590,5084831400,2005
2005/6/27,1129.96,1108.46,1124.64,22.76,2.07,1.95,2742245800,10530160500,2005
2005/6/28,1120.94,1105.34,1108.59,-16.05,-1.43,1.39,1671689400,6311797700,2005
2005/6/29,1113.52,1103.91,1104.99,-3.6,-0.32,0.87,1647811200,6542253100,2005
2005/6/30,1103.48,1078.1,1080.94,-24.05,-2.18,2.3,1702013600,6406963200,2005
2005/7/1,1077.31,1053.63,1055.59,-25.34,-2.34,2.19,1694132100,6137893100,2005
2005/7/4,1050.24,1030.18,1047.28,-8.32,-0.79,1.9,1459293500,5092031900,2005
2005/7/5,1047.82,1032.52,1039.04,-8.24,-0.79,1.46,1175599970,5146902400,2005
2005/7/6,1044.78,1028.22,1033.55,-5.5,-0.53,1.59,1140746230,4259548300,2005
2005/7/7,1044.05,1030.5,1038.6,5.05,0.49,1.31,982202810,3675447700,2005
2005/7/8,1036.41,1015.4,1017.98,-20.61,-1.98,2.02,1230616320,4339924300,2005
2005/7/11,1043.21,1009.04,1011.5,-6.48,-0.64,3.36,1394875500,4783909300,2005
2005/7/12,1048.92,1004.08,1046.16,34.66,3.43,4.43,2320353300,8182997600,2005
2005/7/13,1045.94,1033.81,1037.39,-8.77,-0.84,1.16,1571060800,5622988100,2005
2005/7/14,1049.88,1033.17,1040.42,3.02,0.29,1.61,1655457600,5531865000,2005
2005/7/15,1046.36,1021.99,1026.12,-14.3,-1.37,2.34,1475448700,5238358900,2005
2005/7/18,1023.38,1008.52,1012.1,-14.02,-1.37,1.45,1226300210,4263923100,2005
2005/7/19,1020.68,1004.66,1014.36,2.26,0.22,1.58,1204199770,3987357500,2005
2005/7/20,1025.1,1008.68,1021.05,6.7,0.66,1.62,1362762800,4443606900,2005
2005/7/21,1022.04,1009.99,1020.63,-0.42,-0.04,1.18,1490500500,4828597700,2005
2005/7/22,1054.64,1024,1046.32,25.69,2.52,3,3265335600,10988269700,2005
2005/7/25,1048.97,1040.59,1045.4,-0.92,-0.09,0.8,1757390200,6133576300,2005
2005/7/26,1078.06,1046.54,1072.81,27.41,2.62,3.02,3254166200,10988613200,2005
2005/7/27,1090.18,1068.5,1089.91,17.1,1.59,2.02,2903069700,10151048300,2005
2005/7/28,1097.63,1083.36,1086.55,-3.36,-0.31,1.31,3023292700,10644640200,2005
2005/7/29,1088.48,1077.12,1083.03,-3.52,-0.32,1.04,2146860200,7214533100,2005
2005/8/1,1094.15,1081.12,1088.95,5.92,0.55,1.2,1758640900,6157191000,2005
2005/8/2,1104.04,1084.8,1104.04,15.09,1.39,1.77,2478813700,7692844500,2005
2005/8/3,1120.68,1103.9,1107.7,3.66,0.33,1.52,4119068800,12776479100,2005
2005/8/4,1108.16,1099.13,1102.59,-5.11,-0.46,0.82,2526648400,7868619800,2005
2005/8/5,1129.07,1102.6,1128.74,26.15,2.37,2.4,3548458600,12420792600,2005
2005/8/8,1146.73,1131.8,1138.88,10.14,0.9,1.32,3629599200,13802876000,2005
2005/8/9,1152.94,1130.59,1152.53,13.65,1.2,1.96,3083689300,12046498200,2005
2005/8/10,1165.13,1144.95,1165.03,12.5,1.08,1.75,3637907100,13534191000,2005
2005/8/11,1184.26,1164.1,1183.58,18.55,1.59,1.73,4319653900,16887079000,2005
2005/8/12,1192.05,1161.79,1167.92,-15.66,-1.32,2.56,4708727600,18050448000,2005
2005/8/15,1187.8,1163.85,1187.01,19.09,1.63,2.05,3883076700,14789329000,2005
2005/8/16,1192.92,1170.11,1177.28,-9.73,-0.82,1.92,3834928300,15905673000,2005
2005/8/17,1193.57,1160.08,1192.83,15.56,1.32,2.84,3902349500,14750159000,2005
2005/8/18,1201.76,1146.56,1148.04,-44.8,-3.76,4.63,6553293200,22157494000,2005
2005/8/19,1157.37,1132.87,1150.18,2.15,0.19,2.13,3645682700,13643291000,2005
2005/8/22,1162.04,1142.68,1158.6,8.41,0.73,1.68,3058656700,10541833500,2005
2005/8/23,1159.63,1139.24,1149.96,-8.64,-0.75,1.76,2697554000,9541762800,2005
2005/8/24,1171.43,1151.45,1167.14,17.18,1.49,1.74,3004560800,9988171100,2005
2005/8/25,1172.69,1157.18,1172.47,5.34,0.46,1.33,2720564400,10524238000,2005
2005/8/26,1174.54,1163.99,1171.86,-0.62,-0.05,0.9,2599996800,10435816200,2005
2005/8/29,1172.01,1147.93,1154.43,-17.43,-1.49,2.05,2818907900,10038648600,2005
2005/8/30,1153.77,1145.27,1146.39,-8.04,-0.7,0.74,1996651400,8143989800,2005
2005/8/31,1163.52,1140.1,1162.8,16.41,1.43,2.04,2358583300,9602700000,2005
2005/9/1,1185.76,1160.05,1184.93,22.13,1.9,2.21,3787933000,15061854000,2005
2005/9/2,1188.91,1179.11,1188.85,3.91,0.33,0.83,3091330500,12859547700,2005
2005/9/5,1196.87,1184.01,1196.22,7.38,0.62,1.08,2903661400,11748627400,2005
2005/9/6,1201.82,1172.06,1173.32,-22.9,-1.91,2.49,3632480100,15305132000,2005
2005/9/7,1194.59,1168.58,1194.31,20.99,1.79,2.22,3089585400,13196057600,2005
2005/9/8,1201.46,1184.79,1194.41,0.1,0.01,1.4,3476010200,14509460000,2005
2005/9/9,1204.45,1184.42,1189.63,-4.79,-0.4,1.68,2490110500,10145676700,2005
2005/9/12,1191.93,1181.43,1188.21,-1.41,-0.12,0.88,1837569300,7740564000,2005
2005/9/13,1207.4,1186.22,1207.16,18.95,1.6,1.78,2841911600,11717912600,2005
2005/9/14,1217.41,1204.55,1217.26,10.1,0.84,1.07,3519645200,14981766000,2005
2005/9/15,1218.94,1210.72,1217.28,0.02,0,0.68,2910637200,12897080300,2005
2005/9/16,1217.76,1208.56,1212.95,-4.34,-0.36,0.76,2362287100,10462806700,2005
2005/9/19,1220.97,1210.19,1220.63,7.68,0.63,0.89,2710849300,11635692400,2005
2005/9/20,1223.57,1204.87,1212.62,-8.01,-0.66,1.53,3469283300,15130012000,2005
2005/9/21,1210.85,1186.98,1187.99,-24.63,-2.03,1.97,3440489700,14256992000,2005
2005/9/22,1185.69,1147.19,1159.96,-28.03,-2.36,3.24,3363411300,13184536800,2005
2005/9/23,1164.6,1149.74,1151.98,-7.98,-0.69,1.28,2107103400,8582252800,2005
2005/9/26,1155.6,1147.27,1155.04,3.06,0.27,0.72,1539108900,6863233400,2005
2005/9/27,1157.8,1132.53,1133.24,-21.8,-1.89,2.19,1990279000,8530863400,2005
2005/9/28,1142.49,1129.05,1131.77,-1.46,-0.13,1.19,1595039600,6830650100,2005
2005/9/29,1155.78,1134.44,1155.48,23.71,2.1,1.89,2010974400,8633593100,2005
