时间,最高,最低,收盘,涨跌,涨幅%,振幅%,总手(万),金额(亿),年份
1990/12/19,99.98,95.79,99.98,--,--,--,49400,494311,1990
1990/12/20,104.39,99.98,104.39,4.41,4.41,4.41,8400,84992,1990
1990/12/21,109.13,103.73,109.13,4.74,4.54,5.17,1600,16096,1990
1990/12/24,114.55,109.13,114.55,5.42,4.97,4.97,3100,31063,1990
1990/12/25,120.25,114.55,120.25,5.7,4.98,4.98,600,6510,1990
1990/12/26,125.27,120.25,125.27,5.02,4.17,4.17,5300,53730,1990
1990/12/27,125.28,125.27,125.28,0.01,0.01,0.01,10400,104644,1990
1990/12/28,126.45,125.28,126.45,1.17,0.93,0.93,8800,88031,1990
1990/12/31,127.61,126.48,127.61,1.16,0.92,0.89,6000,60030,1990
1991/1/2,128.84,127.61,128.84,1.23,0.96,0.96,5900,59098,1991
1991/1/3,130.13,128.84,130.13,1.29,1,1,9300,93918,1991
1991/1/4,131.44,130.13,131.44,1.31,1.01,1.01,26100,261904,1991
1991/1/7,132.06,131.44,132.06,0.62,0.47,0.47,14100,141737,1991
1991/1/8,132.68,132.06,132.68,0.62,0.47,0.47,180600,1806867,1991
1991/1/9,133.34,132.68,133.34,0.66,0.5,0.5,322800,3228719,1991
1991/1/10,133.97,133.34,133.97,0.63,0.47,0.47,539900,5399457,1991
1991/1/11,134.61,134.51,134.6,0.63,0.47,0.07,711500,7115732,1991
1991/1/14,135.19,134.11,134.66,0.06,0.04,0.8,688300,6883604,1991
1991/1/15,134.74,134.19,134.74,0.08,0.06,0.41,101000,1010364,1991
1991/1/16,134.74,134.13,134.24,-0.5,-0.37,0.45,27000,270133,1991
1991/1/17,134.25,133.65,134.25,0.01,0.01,0.45,33400,334238,1991
1991/1/18,134.25,133.66,134.24,-0.01,-0.01,0.44,157000,1570833,1991
1991/1/21,134.24,133.66,134.24,0,0,0.43,102900,1029305,1991
1991/1/22,134.24,133.66,133.72,-0.52,-0.39,0.43,18000,180787,1991
1991/1/23,133.72,133.13,133.16,-0.56,-0.42,0.44,57500,575928,1991
1991/1/24,133.16,132.57,132.61,-0.55,-0.41,0.44,91700,917392,1991
1991/1/25,132.07,132.03,132.05,-0.56,-0.42,0.03,172200,1722246,1991
1991/1/28,131.55,131.46,131.46,-0.59,-0.45,0.07,256500,2565573,1991
1991/1/29,130.97,130.94,130.94,-0.52,-0.4,0.02,71000,710741,1991
1991/1/30,130.94,130.41,130.44,-0.5,-0.38,0.4,26000,260701,1991
1991/1/31,130.46,129.93,129.97,-0.47,-0.36,0.41,24400,244662,1991
1991/2/1,129.97,129.44,129.51,-0.46,-0.35,0.41,14000,140871,1991
1991/2/4,129.58,129.05,129.05,-0.46,-0.36,0.41,27300,273652,1991
1991/2/5,128.58,128.53,128.58,-0.47,-0.36,0.04,425000,4250084,1991
1991/2/6,129.15,128.06,129.13,0.55,0.43,0.85,384700,3847268,1991
1991/2/7,129.79,129.13,129.79,0.66,0.51,0.51,150400,1504814,1991
1991/2/8,130.38,129.79,130.38,0.59,0.45,0.45,87900,879868,1991
1991/2/11,130.97,130.38,130.97,0.59,0.45,0.45,483400,4834876,1991
1991/2/12,131.56,130.97,131.35,0.38,0.29,0.45,198600,1986983,1991
1991/2/13,131.93,131.35,131.91,0.56,0.43,0.44,67300,673738,1991
1991/2/14,132.53,132.3,132.53,0.62,0.47,0.17,188300,1883072,1991
1991/2/19,133.13,133.08,133.13,0.6,0.45,0.04,121600,1216176,1991
1991/2/20,133.66,133.13,133.66,0.53,0.4,0.4,52000,520724,1991
1991/2/21,134.28,133.66,134.28,0.62,0.46,0.46,177100,1771726,1991
1991/2/22,134.87,134.28,134.87,0.59,0.44,0.44,200300,2003776,1991
1991/2/25,134.87,134.33,134.4,-0.47,-0.35,0.4,62100,621015,1991
1991/2/26,134.44,133.9,133.93,-0.47,-0.35,0.4,254500,2545711,1991
1991/2/27,133.97,133.44,133.47,-0.46,-0.34,0.4,14100,141958,1991
1991/2/28,133.52,132.97,133.01,-0.46,-0.34,0.41,118700,1187974,1991
1991/3/1,132.53,132.47,132.53,-0.48,-0.36,0.05,377700,3777320,1991
1991/3/4,132.09,131.97,131.99,-0.54,-0.41,0.09,141800,1418017,1991
1991/3/5,131.99,131.41,131.46,-0.53,-0.4,0.44,93400,934706,1991
1991/3/6,130.94,130.88,130.94,-0.52,-0.4,0.05,134500,1345390,1991
1991/3/7,130.94,130.41,130.41,-0.53,-0.4,0.4,42700,427475,1991
1991/3/8,130.41,129.84,129.88,-0.53,-0.41,0.44,54100,541770,1991
1991/3/11,129.88,129.3,129.31,-0.57,-0.44,0.45,29900,299524,1991
1991/3/12,129.31,128.72,128.77,-0.54,-0.42,0.46,78300,783099,1991
1991/3/13,128.77,126.13,126.15,-2.62,-2.03,2.05,41800,418280,1991
1991/3/14,126.15,125.61,125.63,-0.52,-0.41,0.43,24200,242557,1991
1991/3/15,125.62,125.08,125.17,-0.46,-0.37,0.43,40300,403520,1991
1991/3/18,125.17,124.69,124.71,-0.46,-0.37,0.38,121000,1210411,1991
1991/3/19,124.71,124.22,124.22,-0.49,-0.39,0.39,68200,682933,1991
1991/3/20,124.21,123.63,123.66,-0.56,-0.45,0.47,43300,433147,1991
1991/3/21,123.66,123.12,123.12,-0.54,-0.44,0.44,13100,131064,1991
1991/3/22,123.12,122.62,122.62,-0.5,-0.41,0.41,12000,120129,1991
1991/3/25,122.62,122.1,122.12,-0.5,-0.41,0.42,32400,324176,1991
1991/3/26,122.14,121.62,121.62,-0.5,-0.41,0.43,70900,709040,1991
1991/3/27,121.64,121.12,121.12,-0.5,-0.41,0.43,36600,366005,1991
1991/3/28,121.15,120.61,120.61,-0.51,-0.42,0.45,50500,505657,1991
1991/3/29,120.61,120.11,120.19,-0.42,-0.35,0.41,218600,2186180,1991
1991/4/1,120.73,119.68,120.73,0.54,0.45,0.87,566600,5666672,1991
1991/4/2,121.29,120.73,121.21,0.48,0.4,0.46,38700,387611,1991
1991/4/3,121.71,121.21,121.71,0.5,0.41,0.41,97700,977171,1991
1991/4/4,122.2,121.24,121.72,0.01,0.01,0.79,504500,5045893,1991
1991/4/5,121.73,121.03,121.54,-0.18,-0.15,0.58,603500,6035557,1991
1991/4/8,121.11,121.05,121.09,-0.45,-0.37,0.05,167500,1675834,1991
1991/4/9,121.1,120.6,120.62,-0.47,-0.39,0.41,29700,297122,1991
1991/4/10,120.62,120.09,120.16,-0.46,-0.38,0.44,28100,281235,1991
1991/4/11,120.16,119.62,119.64,-0.52,-0.43,0.45,57600,576817,1991
1991/4/12,119.65,119.15,119.21,-0.43,-0.36,0.42,30100,301333,1991
1991/4/15,119.22,118.72,118.77,-0.44,-0.37,0.42,38600,386981,1991
1991/4/16,118.77,118.34,118.34,-0.43,-0.36,0.36,17700,177216,1991
1991/4/17,118.34,117.89,117.9,-0.44,-0.37,0.38,25900,259495,1991
1991/4/18,117.93,117.45,117.45,-0.45,-0.38,0.41,13300,133927,1991
1991/4/19,117.5,117.05,117.08,-0.37,-0.32,0.38,42400,424675,1991
1991/4/22,117.08,116.58,116.63,-0.45,-0.38,0.43,32100,321322,1991
1991/4/23,116.63,116.15,116.19,-0.44,-0.38,0.41,26400,264379,1991
1991/4/24,116.19,115.7,115.79,-0.4,-0.34,0.42,12100,121786,1991
1991/4/25,115.79,115.33,115.36,-0.43,-0.37,0.4,99800,998928,1991
1991/4/26,116.31,114.52,115.56,0.2,0.17,1.55,580600,5806770,1991
1991/4/29,116.29,114.75,114.75,-0.81,-0.7,1.33,361000,3610730,1991
1991/4/30,114.87,113.89,113.94,-0.81,-0.71,0.85,273400,2734172,1991
1991/5/2,113.2,113.03,113.16,-0.78,-0.68,0.15,112400,1124048,1991
1991/5/3,113.17,112.3,112.41,-0.75,-0.66,0.77,238600,2386862,1991
1991/5/6,112.41,111.57,111.61,-0.8,-0.71,0.75,142300,1423590,1991
1991/5/7,110.9,110.8,110.82,-0.79,-0.71,0.09,90700,907005,1991
1991/5/8,110.82,110,110.03,-0.79,-0.71,0.74,37500,375190,1991
1991/5/9,110.12,109.31,109.32,-0.71,-0.65,0.74,226600,1215566,1991
1991/5/10,109.4,108.53,108.53,-0.79,-0.72,0.8,31300,313181,1991
1991/5/13,107.88,107.74,107.84,-0.69,-0.64,0.13,18200,182296,1991
1991/5/14,107.84,107.06,107.19,-0.65,-0.6,0.72,18500,185380,1991
1991/5/15,106.6,106.42,106.57,-0.62,-0.58,0.17,30700,307736,1991
1991/5/16,105.86,105.69,105.77,-0.8,-0.75,0.16,144500,1445855,1991
1991/5/17,106.75,104.96,106.75,0.98,0.93,1.69,763300,7633140,1991
1991/5/20,107.82,106.71,107.82,1.07,1,1.04,92400,924212,1991
1991/5/21,108.89,108.62,108.81,0.99,0.92,0.25,130900,1309557,1991
1991/5/22,109.82,108.11,108.25,-0.56,-0.51,1.57,796700,7967008,1991
1991/5/23,109.16,107.35,109.08,0.83,0.77,1.67,277000,2770507,1991
1991/5/24,110.08,109.82,110.08,1,0.92,0.24,66100,661006,1991
1991/5/27,111.07,109.47,110.66,0.58,0.53,1.45,382700,3827789,1991
1991/5/28,111.68,111.36,111.68,1.02,0.92,0.29,97000,970461,1991
1991/5/29,112.75,111.67,112.75,1.07,0.96,0.97,132000,1320629,1991
1991/5/30,113.82,112.77,113.82,1.07,0.95,0.93,75300,753456,1991
1991/5/31,114.83,113.84,114.83,1.01,0.89,0.87,147000,1470487,1991
1991/6/3,115.97,114.89,115.97,1.14,0.99,0.94,164300,1643078,1991
1991/6/4,117.12,116.83,117.12,1.15,0.99,0.25,201800,2018633,1991
1991/6/5,118.17,117.14,118.17,1.05,0.9,0.88,27900,279283,1991
1991/6/6,119.33,118.17,119.31,1.14,0.96,0.98,26600,160508,1991
1991/6/7,120.47,119.35,120.47,1.16,0.97,0.94,8300,83206,1991
1991/6/10,121.67,120.47,121.67,1.2,1,1,45800,458929,1991
1991/6/11,122.89,121.67,122.89,1.22,1,1,37500,375012,1991
1991/6/12,124.11,122.89,124.11,1.22,0.99,0.99,73500,735371,1991
1991/6/13,125.34,123.65,125.34,1.23,0.99,1.36,1156300,11563763,1991
1991/6/14,126.34,124.47,124.53,-0.81,-0.65,1.49,354100,3541098,1991
1991/6/17,125.77,123.54,125.77,1.24,1,1.79,405600,4056679,1991
1991/6/18,127.03,126.67,127.03,1.26,1,0.29,101500,1015149,1991
1991/6/19,128.29,127.03,128.29,1.26,0.99,0.99,74400,744123,1991
1991/6/20,129.57,129.21,129.57,1.28,1,0.28,132100,1321261,1991
1991/6/21,130.86,128.81,130.86,1.29,1,1.58,774600,7746480,1991
1991/6/24,132.16,131.8,132.16,1.3,0.99,0.28,165700,1657788,1991
1991/6/25,133.49,132.16,133.49,1.33,1.01,1.01,129600,1296047,1991
1991/6/26,134.83,133.49,134.83,1.34,1,1,214900,2149983,1991
1991/6/27,136.19,134.83,136.19,1.36,1.01,1.01,252100,2521206,1991
1991/6/28,137.56,136.19,137.56,1.37,1.01,1.01,303200,3032950,1991
1991/7/1,138.62,136.56,136.85,-0.71,-0.52,1.5,1246900,12469884,1991
1991/7/2,135.96,135.69,135.96,-0.89,-0.65,0.2,379400,3794100,1991
1991/7/3,135.96,134.97,135.27,-0.69,-0.51,0.73,181800,1818504,1991
1991/7/4,136.63,134.19,136.63,1.36,1.01,1.8,809500,8095138,1991
1991/7/5,137.68,135.9,135.96,-0.67,-0.49,1.3,939400,9394861,1991
1991/7/8,135.28,134.93,135.28,-0.68,-0.5,0.26,292500,2925933,1991
1991/7/9,136.57,134.31,134.63,-0.65,-0.48,1.67,417400,4174836,1991
1991/7/10,135.6,133.72,133.99,-0.64,-0.48,1.4,289400,2894591,1991
1991/7/11,133.99,133.13,133.38,-0.61,-0.46,0.64,241700,2417896,1991
1991/7/12,133.38,132.41,132.8,-0.58,-0.43,0.73,148400,1484090,1991
1991/7/15,134.1,131.87,133.13,0.33,0.25,1.68,553400,5534900,1991
1991/7/16,134.47,133.13,134.47,1.34,1.01,1.01,132800,1328502,1991
1991/7/17,135.81,135.38,135.81,1.34,1,0.32,39700,397524,1991
1991/7/18,137.16,135.81,137.16,1.35,0.99,0.99,46400,464416,1991
1991/7/19,138.54,136.66,136.69,-0.47,-0.34,1.37,524200,5242826,1991
1991/7/22,138.07,136.69,138.07,1.38,1.01,1.01,142300,1423205,1991
1991/7/23,139.38,138.07,139.38,1.31,0.95,0.95,354800,3548584,1991
1991/7/24,140.74,138.69,140.68,1.3,0.93,1.47,290100,2901485,1991
1991/7/25,141.01,139.99,140.19,-0.49,-0.35,0.73,408000,4080885,1991
1991/7/26,141.46,139.27,140.66,0.47,0.34,1.56,452000,4520783,1991
1991/7/29,141.72,140.81,141.52,0.86,0.61,0.65,235000,2350293,1991
1991/7/30,142.44,141.38,142.38,0.86,0.61,0.75,271800,2718049,1991
1991/7/31,143.8,142.38,143.8,1.42,1,1,199300,1993205,1991
1991/8/1,145.24,143.8,145.24,1.44,1,1,231000,2310502,1991
1991/8/2,146.68,145.44,146.68,1.44,0.99,0.85,582500,5825142,1991
1991/8/5,148.15,146.68,148.15,1.47,1,1,259300,2593974,1991
1991/8/6,149.62,148.15,149.62,1.47,0.99,0.99,106500,1065505,1991
1991/8/7,151.12,149.62,151.12,1.5,1,1,58000,580236,1991
1991/8/8,152.61,151.12,152.61,1.49,0.99,0.99,104500,1045377,1991
1991/8/9,154.1,152.61,154.1,1.49,0.98,0.98,199000,1990447,1991
1991/8/12,155.54,154.1,155.54,1.44,0.93,0.93,215400,2154199,1991
1991/8/13,157.07,155.54,157.07,1.53,0.98,0.98,1052900,10529728,1991
1991/8/14,158.63,158.11,158.63,1.56,0.99,0.33,292900,2929235,1991
1991/8/15,160.21,158.63,160.21,1.58,1,1,85000,850781,1991
1991/8/16,161.6,160.21,161.6,1.39,0.87,0.87,58100,581335,1991
1991/8/19,163.21,161.6,163.21,1.61,1,1,61400,614977,1991
1991/8/20,164.84,163.21,164.84,1.63,1,1,38800,388263,1991
1991/8/21,166.49,164.84,166.49,1.65,1,1,210600,2106363,1991
1991/8/22,168.16,166.49,168.16,1.67,1,1,84500,845656,1991
1991/8/23,169.81,168.16,169.81,1.65,0.98,0.98,50200,502645,1991
1991/8/26,171.51,169.81,171.51,1.7,1,1,51800,518093,1991
1991/8/27,173.19,171.51,173.19,1.68,0.98,0.98,52000,520954,1991
1991/8/28,174.92,173.19,174.92,1.73,1,1,51100,511434,1991
1991/8/29,176.66,174.92,176.66,1.74,1,1,162900,1629096,1991
1991/8/30,178.43,176.66,178.43,1.77,1,1,421900,4219163,1991
1991/9/2,180.22,178.43,180.22,1.79,1,1,88600,886865,1991
1991/9/3,181.97,180.22,181.97,1.75,0.97,0.97,94000,940258,1991
1991/9/4,183.69,181.97,183.69,1.72,0.95,0.95,47000,470005,1991
1991/9/5,185.51,183.69,185.51,1.82,0.99,0.99,109500,1095242,1991
1991/9/6,187.36,185.51,187.36,1.85,1,1,176100,1761317,1991
1991/9/9,189.24,187.36,189.24,1.88,1,1,234900,2349562,1991
1991/9/10,190.98,188.19,188.33,-0.91,-0.48,1.47,2150700,21507837,1991
1991/9/11,187.29,186.86,187.22,-1.11,-0.59,0.23,1467700,14677350,1991
1991/9/12,187.4,186.07,186.22,-1,-0.53,0.71,1626500,16265671,1991
1991/9/13,188.04,185.01,187.79,1.57,0.84,1.63,2403500,24035038,1991
1991/9/16,189.66,187.79,189.66,1.87,1,1,634300,6343151,1991
1991/9/17,191.18,188.28,188.65,-1.01,-0.53,1.53,1862300,18623898,1991
1991/9/18,188.59,187.18,187.63,-1.02,-0.54,0.75,1101500,11015637,1991
1991/9/19,189.21,186.49,186.88,-0.75,-0.4,1.45,1460700,14607546,1991
1991/9/20,187.21,185.66,185.92,-0.96,-0.51,0.83,741700,7417594,1991
1991/9/23,185.92,184.71,185,-0.92,-0.49,0.65,280600,2806673,1991
1991/9/24,185.04,183.69,184.08,-0.92,-0.5,0.73,100200,1002714,1991
1991/9/25,184.08,182.8,183.19,-0.89,-0.48,0.7,93400,934108,1991
1991/9/26,183.19,181.93,182.33,-0.86,-0.47,0.69,462000,4620152,1991
1991/9/27,183.89,181.19,181.82,-0.51,-0.28,1.48,2041600,20416480,1991
1991/9/30,181.95,180.27,180.92,-0.9,-0.5,0.92,2233600,22336016,1991
1991/10/3,182.48,179.8,182.48,1.56,0.86,1.48,1232900,12329971,1991
1991/10/4,184.29,183.59,184.29,1.81,0.99,0.38,503900,5039959,1991
1991/10/7,186,185.41,186,1.71,0.93,0.32,729100,7291196,1991
1991/10/8,187.61,186,187.49,1.49,0.8,0.87,1524100,15241554,1991
1991/10/9,189.12,186.31,189.12,1.63,0.87,1.5,1344000,13440129,1991
1991/10/10,191.01,189.12,191.01,1.89,1,1,433300,4333536,1991
1991/10/11,192.88,191.01,192.85,1.84,0.96,0.98,725100,7251750,1991
1991/10/14,194.69,192.32,194.67,1.82,0.94,1.23,1394800,13948029,1991
1991/10/15,196.61,194.67,196.61,1.94,1,1,726500,7265197,1991
1991/10/16,198.57,196.61,198.57,1.96,1,1,627300,6273991,1991
1991/10/17,200.51,198.57,200.51,1.94,0.98,0.98,413600,4136314,1991
1991/10/18,202.51,200.51,202.51,2,1,1,238400,2384097,1991
1991/10/21,204.53,202.51,204.53,2.02,1,1,251400,2514336,1991
1991/10/22,206.53,204.53,206.53,2,0.98,0.98,152100,1521146,1991
1991/10/23,208.25,206.53,208.25,1.72,0.83,0.83,198000,1980087,1991
1991/10/24,210.2,208.25,210.07,1.82,0.87,0.94,1317400,13174235,1991
1991/10/25,211.97,209.71,211.86,1.79,0.85,1.08,2226300,22263149,1991
1991/10/28,213.98,211.86,213.98,2.12,1,1,235700,2357941,1991
1991/10/29,215.78,213.98,215.78,1.8,0.84,0.84,206900,2069665,1991
1991/10/30,216.43,215.78,216.43,0.65,0.3,0.3,181400,1814463,1991
1991/10/31,218.6,216.43,218.6,2.17,1,1,291400,2914654,1991
1991/11/1,220.72,218.6,220.72,2.12,0.97,0.97,431300,4313355,1991
1991/11/4,222.77,220.79,222.77,2.05,0.93,0.9,335200,3352291,1991
1991/11/5,224.65,222.77,224.65,1.88,0.84,0.84,222500,2225605,1991
1991/11/6,226.88,224.65,226.88,2.23,0.99,0.99,218800,2188148,1991
1991/11/7,228.93,226.88,228.93,2.05,0.9,0.9,408500,4085072,1991
1991/11/8,231.22,228.93,231.22,2.29,1,1,1103900,11039106,1991
1991/11/11,233.55,231.22,233.55,2.33,1.01,1.01,213000,2130826,1991
1991/11/12,235.8,233.55,235.8,2.25,0.96,0.96,91400,914377,1991
1991/11/13,236.67,235.8,236.67,0.87,0.37,0.37,87900,879975,1991
1991/11/14,237.45,236.67,237.45,0.78,0.33,0.33,94000,940119,1991
1991/11/15,238.25,237.45,238.25,0.8,0.34,0.34,191400,1914795,1991
1991/11/18,240.62,238.25,240.62,2.37,0.99,0.99,153400,1534361,1991
1991/11/19,242.24,240.62,242.24,1.62,0.67,0.67,204000,2040941,1991
1991/11/20,244.5,242.24,244.5,2.26,0.93,0.93,192900,1929087,1991
1991/11/21,246.31,244.5,246.31,1.81,0.74,0.74,203000,2030500,1991
1991/11/22,248.53,246.31,248.53,2.22,0.9,0.9,195400,1954544,1991
1991/11/25,250.85,248.53,250.85,2.32,0.93,0.93,196300,1963992,1991
1991/11/26,252.97,250.85,252.97,2.12,0.85,0.85,232600,2326565,1991
1991/11/27,255.45,252.97,255.45,2.48,0.98,0.98,175600,1756893,1991
1991/11/28,257.35,255.45,257.35,1.9,0.74,0.74,225100,2251847,1991
1991/11/29,259.85,257.35,259.6,2.25,0.87,0.97,2845300,28453937,1991
1991/12/2,262.19,259.67,262.19,2.59,1,0.97,1631000,16310190,1991
1991/12/3,264.81,262.19,264.81,2.62,1,1,120700,1207594,1991
1991/12/4,265.77,264.81,265.77,0.96,0.36,0.36,90300,903324,1991
1991/12/5,266.66,265.77,266.66,0.89,0.33,0.33,210000,2100256,1991
1991/12/6,269.35,266.66,269.35,2.69,1.01,1.01,179800,1798852,1991
1991/12/9,270.27,269.35,270.27,0.92,0.34,0.34,164800,1648764,1991
1991/12/10,272.91,270.27,272.91,2.64,0.98,0.98,66500,665483,1991
1991/12/11,273.7,272.91,273.7,0.79,0.29,0.29,85900,859049,1991
1991/12/12,274.41,273.7,274.41,0.71,0.26,0.26,164400,1644190,1991
1991/12/13,277,274.41,277,2.59,0.94,0.94,96200,962311,1991
1991/12/16,277.85,277,277.85,0.85,0.31,0.31,81700,817004,1991
1991/12/17,278.68,277.85,278.68,0.83,0.3,0.3,75400,754992,1991
1991/12/18,279.51,278.68,279.51,0.83,0.3,0.3,89300,893281,1991
1991/12/19,280.17,279.51,280.17,0.66,0.24,0.24,124200,1242701,1991
1991/12/20,282.83,280.63,282.83,2.66,0.95,0.79,626800,6268733,1991
1991/12/23,285.64,282.83,285.64,2.81,0.99,0.99,118200,1182123,1991
1991/12/24,286.22,285.64,286.22,0.58,0.2,0.2,59300,593373,1991
1991/12/25,287.14,286.22,287.14,0.92,0.32,0.32,87300,873628,1991
1991/12/26,288.02,287.14,288.02,0.88,0.31,0.31,142200,1422421,1991
1991/12/27,290.85,288.02,290.85,2.83,0.98,0.98,178900,1789522,1991
1991/12/30,291.7,290.85,291.7,0.85,0.29,0.29,188100,1881075,1991
1991/12/31,292.75,291.7,292.75,1.05,0.36,0.36,85800,858863,1991
1992/1/2,293.75,292.76,293.75,1,0.34,0.34,133900,1339598,1992
1992/1/3,296.52,293.75,296.52,2.77,0.94,0.94,184200,1842222,1992
1992/1/6,297.68,296.52,297.68,1.16,0.39,0.39,423600,4236024,1992
1992/1/7,298.77,297.68,298.77,1.09,0.37,0.37,106400,1064008,1992
1992/1/8,299.66,298.77,299.66,0.89,0.3,0.3,93000,930535,1992
1992/1/9,300.62,299.66,300.62,0.96,0.32,0.32,124400,1244834,1992
1992/1/10,301.83,300.62,301.83,1.21,0.4,0.4,262900,2629590,1992
1992/1/13,303.06,302,303.06,1.23,0.41,0.35,109700,1097531,1992
1992/1/14,305.74,303.06,305.74,2.68,0.88,0.88,85800,858530,1992
1992/1/15,306.63,305.74,306.63,0.89,0.29,0.29,31400,314974,1992
1992/1/16,306.85,306.63,306.85,0.22,0.07,0.07,48800,488305,1992
1992/1/17,307.38,306.85,307.38,0.53,0.17,0.17,32100,321916,1992
1992/1/20,307.39,307.38,307.39,0.01,0,0,50200,502999,1992
1992/1/21,307.87,307.39,307.87,0.48,0.16,0.16,65000,650501,1992
1992/1/22,307.95,307.87,307.95,0.08,0.03,0.03,43900,439920,1992
1992/1/23,308.52,307.95,308.52,0.57,0.19,0.19,58300,583190,1992
1992/1/24,309.05,308.52,309.05,0.53,0.17,0.17,100400,1004033,1992
1992/1/27,311.61,309.05,311.61,2.56,0.83,0.83,75000,750773,1992
1992/1/28,311.83,311.61,311.83,0.22,0.07,0.07,82200,822810,1992
1992/1/29,312.58,311.83,312.42,0.59,0.19,0.24,45000,450211,1992
1992/1/30,312.73,312.42,312.73,0.31,0.1,0.1,54300,543800,1992
1992/1/31,313.24,312.73,313.24,0.51,0.16,0.16,58600,586786,1992
1992/2/3,314.18,313.24,314.18,0.94,0.3,0.3,58300,583325,1992
1992/2/7,314.72,314.18,314.72,0.54,0.17,0.17,52700,527451,1992
1992/2/10,315.56,314.72,315.56,0.84,0.27,0.27,58600,586553,1992
1992/2/11,316.43,315.56,316.43,0.87,0.28,0.28,46000,460159,1992
1992/2/12,316.44,316.43,316.44,0.01,0,0,39700,397279,1992
1992/2/13,317.57,317.04,317.06,0.62,0.2,0.17,102000,1686917,1992
1992/2/14,319.68,317.04,319.68,2.62,0.83,0.83,77000,770875,1992
1992/2/17,319.77,319.68,319.77,0.09,0.03,0.03,1378200,13782082,1992
1992/2/18,339.16,319.77,337.11,17.34,5.42,6.06,1265500,12655298,1992
1992/2/19,342.41,337.11,342.41,5.3,1.57,1.57,1650100,16501609,1992
1992/2/20,348.01,342.41,347.99,5.58,1.63,1.64,2000400,20004752,1992
1992/2/21,359.93,347.99,359.59,11.6,3.33,3.43,1777400,19254248,1992
1992/2/24,361.62,359.59,360.5,0.91,0.25,0.56,523100,18038445,1992
1992/2/25,361.29,357.07,360.37,-0.13,-0.04,1.17,729800,8037606,1992
1992/2/26,360.76,359.27,360.1,-0.27,-0.07,0.41,687200,8082674,1992
1992/2/27,363.03,360.1,362.45,2.35,0.65,0.81,1661300,17931365,1992
1992/2/28,364.67,362.45,364.66,2.21,0.61,0.61,2621300,26401859,1992
1992/3/2,365.39,364.66,365.39,0.73,0.2,0.2,502600,5644321,1992
1992/3/3,367.25,365.39,367,1.61,0.44,0.51,256600,3366071,1992
1992/3/4,368.32,366.95,368.28,1.28,0.35,0.37,21300,10365269,1992
1992/3/5,369.88,368.11,369.76,1.48,0.4,0.48,1324600,14928647,1992
1992/3/6,371.76,369.76,371.76,2,0.54,0.54,898200,9958408,1992
1992/3/9,374.06,371.88,373.53,1.77,0.48,0.59,1570500,22273776,1992
1992/3/10,375.23,373.53,375.23,1.7,0.46,0.46,658800,7452592,1992
1992/3/11,376.25,374.98,376.14,0.91,0.24,0.34,1086300,11238040,1992
1992/3/12,377.57,376.14,376.92,0.78,0.21,0.38,3075800,31594198,1992
1992/3/13,377.19,376.38,376.38,-0.54,-0.14,0.21,396400,4487903,1992
1992/3/16,377.42,376.38,377.05,0.67,0.18,0.28,141900,2265997,1992
1992/3/17,377.84,377.03,377.49,0.44,0.12,0.21,118200,1340086,1992
1992/3/18,378.32,377.49,377.66,0.17,0.05,0.22,75500,2252891,1992
1992/3/19,377.96,376.21,377.31,-0.35,-0.09,0.46,3482200,35111209,1992
1992/3/20,378.03,377.31,377.99,0.68,0.18,0.19,776400,7844940,1992
1992/3/23,379.04,377.45,378.89,0.9,0.24,0.42,2405500,24375080,1992
1992/3/24,379.5,378.05,378.69,-0.2,-0.05,0.38,630300,7016716,1992
1992/3/25,379.02,378.12,378.12,-0.57,-0.15,0.24,2033700,21445413,1992
1992/3/26,379.34,377.64,379.13,1.01,0.27,0.45,2390100,24177846,1992
1992/3/27,380.79,379.13,380.77,1.64,0.43,0.44,900,5469466,1992
1992/3/30,381.56,380.76,381.44,0.67,0.18,0.21,4012900,40359446,1992
1992/3/31,382.06,381.24,381.24,-0.2,-0.05,0.21,5321100,53853180,1992
1992/4/1,381.85,381.01,381.01,-0.23,-0.06,0.22,771600,7767958,1992
1992/4/2,381.58,381.01,381.12,0.11,0.03,0.15,314800,3193021,1992
1992/4/3,381.57,381.12,381.33,0.21,0.06,0.12,316000,3377037,1992
1992/4/6,382.08,381.33,381.47,0.14,0.04,0.2,1436900,14543601,1992
1992/4/7,382.1,381.47,381.93,0.46,0.12,0.17,3009500,30266448,1992
1992/4/8,382.59,381.92,382.43,0.5,0.13,0.18,525900,5277806,1992
1992/4/9,382.88,381.65,381.65,-0.78,-0.2,0.32,683700,7148212,1992
1992/4/10,382.04,381.2,382.03,0.38,0.1,0.22,1287400,13499395,1992
1992/4/13,392.28,382.03,391.11,9.08,2.38,2.68,5124700,52440252,1992
1992/4/14,400.61,391.1,400.61,9.5,2.43,2.43,2484100,25184919,1992
1992/4/15,406.72,398.23,406.72,6.11,1.53,2.12,2454600,25157481,1992
1992/4/16,410.61,403.52,410.55,3.83,0.94,1.74,4924000,57466537,1992
1992/4/17,414.42,406.19,414.42,3.87,0.94,2,4494500,45102529,1992
1992/4/20,420.99,413.64,413.85,-0.57,-0.14,1.77,2294100,23206812,1992
1992/4/21,421.55,402.89,410.06,-3.79,-0.92,4.51,7206000,72181075,1992
1992/4/22,410.06,399.87,399.88,-10.18,-2.48,2.49,7215200,73539966,1992
