3ji,4ji,5ji,,,
0.561572972,0.196254743,-3.377980089,,,
0.53508644,0.001531328,-3.235048453,,,
0.502643617,-0.192977839,-3.077351501,,,
0.464661603,-0.385776077,-2.905731198,,,
0.421642167,-0.575386856,-2.721104402,,,
0.374162616,-0.760366633,-2.524456835,,,
0.322865261,-0.939317327,-2.316836633,,,
0.268445709,-1.110898296,-2.099347506,,,
0.21164028,-1.27383771,-1.873141581,,,
0.153212827,-1.426943217,-1.639411955,,,
0.093941261,-1.569111793,-1.39938504,,,
0.034604083,-1.699338698,-1.154312727,,,
-0.024032795,-1.81672544,-0.905464448,,,
-0.081228665,-1.920486698,-0.654119181,,,
-0.136279815,-2.009956124,-0.401557457,,,
-0.188530282,-2.084590995,-0.14905343,,,
-0.237381382,-2.143975657,0.102132943,,,
-0.282299849,-2.187823766,0.350763544,,,
-0.322824478,-2.21597929,0.59562952,,,
-0.358571197,-2.228416282,0.835558431,,,
-0.389236541,-2.225237452,1.06942107,,,
-0.414599515,-2.206671537,1.296137926,,,
-0.434521916,-2.173069537,1.514685221,,,
-0.448947168,-2.124899844,1.724100505,,,
-0.457897799,-2.062742339,1.923487758,,,
-0.461471671,-1.987281515,2.112021978,,,
-0.459837142,-1.89929872,2.288953215,,,
-0.453227304,-1.799663603,2.453610041,,,
-0.441933494,-1.689324843,2.605402428,,,
-0.426298242,-1.569300295,2.74382402,,,
-0.406707853,-1.440666627,2.868453799,,,
-0.38358477,-1.304548581,2.978957126,,,
-0.357379906,-1.162107961,3.075086168,,,
-0.328565065,-1.014532467,3.156679708,,,
-0.297625586,-0.863024484,3.223662361,,,
-0.265053328,-0.708789956,3.276043187,,,
-0.231340055,-0.553027435,3.31391374,,,
-0.196971303,-0.396917432,3.337445567,,,
-0.16242076,-0.241612165,3.346887187,,,
-0.128145181,-0.088225801,3.342560566,,,
-0.094579833,0.062174705,3.324857154,,,
-0.06213447,0.208578104,3.294233475,,,
-0.031189793,0.350036595,3.251206362,,,
-0.002094378,0.485672751,3.19634783,,,
0.024837986,0.614685569,3.13027967,,,
0.049330578,0.736355608,3.053667787,,,
0.071145694,0.850049159,2.96721634,,,
0.09008629,0.955221446,2.871661737,,,
0.105997365,1.051418818,2.767766513,,,
0.118767078,1.138279961,2.656313177,,,
0.128327622,1.2155361,2.538098041,,,
0.13465584,1.283010245,2.413925101,,,
0.137773575,1.340615488,2.284600018,,,
0.137747703,1.388352402,2.150924236,,,
0.13468983,1.426305582,2.013689287,,,
0.12875559,1.454639396,1.873671329,,,
0.120143491,1.473593002,1.731625954,,,
0.109093256,1.483474711,1.588283305,,,
0.095883598,1.48465577,1.444343535,,,
0.080829385,1.477563655,1.300472641,,,
0.064278147,1.462674959,1.157298707,,,
0.046605899,1.440507965,1.015408566,,,
0.028212273,1.411615007,0.875344918,,,
0.009514957,1.3765747,0.737603907,,,
-0.00905651,1.33598415,0.602633181,,,
-0.027067562,1.290451225,0.470830433,,,
-0.044085934,1.240586984,0.342542431,,,
-0.059689419,1.186998353,0.218064542,,,
-0.073473907,1.130281126,0.097640738,,,
-0.085061561,1.071013379,-0.018535923,,,
-0.094108958,1.009749358,-0.130322348,,,
-0.10031501,0.947013918,-0.237624021,,,
-0.103428459,0.883297555,-0.340393174,,,
-0.103254757,0.819052104,-0.438626569,,,
-0.09966211,0.754687115,-0.532362892,,,
-0.092586506,0.690566963,-0.621679808,,,
-0.082035526,0.627008702,-0.706690695,,,
-0.06809079,0.564280677,-0.787541107,,,
-0.050908885,0.502601893,-0.864404987,,,
-0.030720672,0.442142148,-0.937480682,,,
-0.007828912,0.383022899,-1.006986797,,,
0.017395844,0.325318837,-1.073157923,,,
0.044521057,0.269060148,-1.136240295,,,
0.073059657,0.214235404,-1.196487409,,,
0.102479037,0.160795044,-1.254155645,,,
0.132211429,0.10865538,-1.309499945,,,
0.161665476,0.057703068,-1.362769581,,,
0.19023874,0.007799977,-1.414204051,,,
0.217330897,-0.041211623,-1.464029155,,,
0.242357298,-0.089503628,-1.512453265,,,
0.26476257,-0.137256501,-1.559663854,,,
0.284033923,-0.184653591,-1.605824294,,,
0.299713821,-0.231875453,-1.651070959,,,
0.311411656,-0.279094247,-1.695510665,,,
0.318814117,-0.326468301,-1.739218473,,,
0.321693946,-0.374136914,-1.782235859,,,
0.319916798,-0.422215473,-1.824569292,,,
0.31344599,-0.470790958,-1.866189215,,,
0.302344952,-0.519917897,-1.907029453,,,
0.286777255,-0.569614834,-1.946987038,,,
0.26700416,-0.619861355,-1.985922469,,,
0.243379678,-0.670595735,-2.023660401,,,
0.216343226,-0.721713221,-2.059990745,,,
0.18641,-0.773065001,-2.094670195,,,
0.15415928,-0.824457865,-2.127424138,,,
0.12022091,-0.87565458,-2.157948963,,,
0.085260297,-0.926374978,-2.185914718,,,
0.049962266,-0.976297749,-2.210968115,,,
0.015014203,-1.025062925,-2.232735848,,,
-0.018911101,-1.072275037,-2.250828189,,,
-0.051172437,-1.117506896,-2.264842843,,,
-0.081176554,-1.160303982,-2.274369014,,,
-0.108393455,-1.200189362,-2.278991662,,,
-0.132370197,-1.236669109,-2.278295891,,,
-0.152742797,-1.269238144,-2.271871458,,,
-0.169245871,-1.297386431,-2.259317331,,,
-0.18171973,-1.320605464,-2.240246284,,,
-0.190114682,-1.338394956,-2.214289463,,,
-0.194492386,-1.350269659,-2.181100901,,,
-0.195024161,-1.355766221,-2.140361933,,,
-0.191986263,-1.354450008,-2.091785462,,,
-0.185752203,-1.345921799,-2.035120058,,,
-0.17678227,-1.32982427,-1.970153833,,,
-0.16561051,-1.305848187,-1.896718057,,,
-0.152829475,-1.273738227,-1.814690499,,,
-0.139073137,-1.233298351,-1.723998437,,,
-0.124998416,-1.184396658,-1.624621324,,,
-0.111265796,-1.126969653,-1.516593075,,,
-0.098519586,-1.061025866,-1.400003956,,,
-0.087368346,-0.986648777,-1.275002054,,,
-0.078366044,-0.903998987,-1.141794303,,,
-0.071994479,-0.813315614,-1.000647068,,,
-0.068647488,-0.714916868,-0.85188626,,,
-0.068617407,-0.609199797,-0.695896989,,,
-0.07208421,-0.496639186,-0.533122741,,,
-0.079107675,-0.377785609,-0.364064095,,,
-0.089622846,-0.253262639,-0.189276965,,,
-0.10343899,-0.123763242,-0.009370402,,,
-0.120242125,0.00995464,0.174996066,,,
-0.139601129,0.147073253,0.363115498,,,
-0.160977307,0.286720926,0.554237028,,,
-0.183737229,0.427978627,0.747569733,,,
-0.207168527,0.569887127,0.94228685,,,
-0.23049828,0.711454712,1.137530335,,,
-0.252913504,0.851665355,1.332415711,,,
-0.273583237,0.989487285,1.526037181,,,
-0.291681619,1.12388186,1.717472974,,,
-0.306411365,1.253812662,1.905790875,,,
-0.317026969,1.378254727,2.090053903,,,
-0.322857019,1.496203806,2.269326107,,,
-0.323324967,1.606685579,2.44267842,,,
-0.317967783,1.708764722,2.609194545,,,
-0.306451931,1.801553733,2.767976819,,,
-0.288586183,1.884221434,2.918152019,,,
-0.264330876,1.956001056,3.058877063,,,
-0.233803295,2.016197829,3.189344572,,,
-0.197278979,2.064195992,3.30878824,,,
-0.155188835,2.099465161,3.416487991,,,
-0.108112091,2.121565975,3.51177486,,,
-0.056765196,2.130154974,3.594035594,,,
-0.001986919,2.124988646,3.662716908,,,
0.055280014,2.10592661,3.717329391,,,
0.114010303,2.072933888,3.757451018,,,
0.173119939,2.026082255,3.782730243,,,
0.231491951,1.965550632,3.792888666,,,
0.288003359,1.891624535,3.787723234,,,
0.341552649,1.804694567,3.767107975,,,
0.391087012,1.705253966,3.730995245,,,
0.435628648,1.593895242,3.679416486,,,
0.474299397,1.47130592,3.612482487,,,
0.506343039,1.338263431,3.530383137,,,
0.53114464,1.195629198,3.433386692,,,
0.548246395,1.044341985,3.321838544,,,
0.557359515,0.885410539,3.196159512,,,
0.558371816,0.719905632,3.056843656,,,
0.551350755,0.548951549,2.904455649,,,
0.53654181,0.373717111,2.739627701,,,
0.514362209,0.195406323,2.563056087,,,
0.485390137,0.015248722,2.375497271,,,
0.450349694,-0.165510481,2.17776368,,,
0.410091966,-0.345620365,1.970719151,,,
0.36557271,-0.523834297,1.755274069,,,
0.317827223,-0.698919855,1.532380252,,,
0.267943066,-0.869668592,1.303025604,,,
0.217031372,-1.034905562,1.068228574,,,
0.1661975,-1.193498504,0.829032468,,,
0.116511842,-1.344366627,0.586499642,,,
0.068981572,-1.486488901,0.341705619,,,
0.024524112,-1.618911787,0.095733176,,,
-0.016056941,-1.740756353,-0.150333574,,,
-0.052092766,-1.8512247,-0.39541505,,,
-0.083066537,-1.949605658,-0.638441999,,,
-0.108626445,-2.035279709,-0.878361165,,,
-0.128594108,-2.107723093,-1.114140815,,,
-0.142968134,-2.166511075,-1.344776073,,,
-0.151922701,-2.211320358,-1.569294031,,,
-0.155801165,-2.241930614,-1.786758619,,,
-0.155104837,-2.258225159,-1.996275186,,,
-0.150477221,-2.260190742,-2.196994782,,,
-0.142684102,-2.247916499,-2.388118115,,,
-0.132590021,-2.221592062,-2.568899148,,,
-0.121131759,-2.181504873,-2.738648341,,,
-0.109289542,-2.128036732,-2.896735506,,,
-0.098056749,-2.061659619,-3.042592262,,,
-0.088408954,-1.982930846,-3.175714098,,,
-0.081273149,-1.892487591,-3.295662016,,,
-0.077498014,-1.791040872,-3.402063767,,,
-0.077826055,-1.679369025,-3.494614672,,,
-0.082868408,-1.558310756,-3.573078031,,,
-0.093083024,-1.428757835,-3.637285131,,,
-0.108756882,-1.291647505,-3.687134856,,,
-0.129992753,-1.147954674,-3.722592912,,,
-0.15670093,-0.998683975,-3.743690681,,,
-0.188596213,-0.844861755,-3.750523719,,,
-0.22520028,-0.687528071,-3.743249917,,,
-0.265849456,-0.527728763,-3.722087347,,,
-0.309707721,-0.366507672,-3.687311811,,,
-0.355784678,-0.204899066,-3.639254121,,,
-0.402958054,-0.04392034,-3.578297131,,,
-0.450000188,0.115434963,-3.504872554,,,
-0.495607844,0.272203749,-3.419457577,,,
-0.538434614,0.425459537,-3.322571329,,,
-0.577125067,0.574318167,-3.21477119,,,
-0.610349785,0.717942997,-3.096649016,,,
-0.636840375,0.855549564,-2.968827271,,,
-0.655423554,0.986409697,-2.831955111,,,
-0.665053416,1.109855045,-2.686704451,,,
-0.664841033,1.225280028,-2.533766034,,,
-0.654080617,1.332144193,-2.373845533,,,
-0.632271545,1.429973976,-2.207659705,,,
-0.599135666,1.518363893,-2.035932637,,,
-0.554629407,1.596977144,-1.859392085,,,
-0.498950368,1.665545676,-1.678765945,,,
-0.432538183,1.723869712,-1.494778867,,,
-0.356069629,1.771816771,-1.308149032,,,
-0.270448064,1.80932022,-1.119585101,,,
-0.17678745,1.836377385,-0.929783367,,,
-0.076391345,1.853047261,-0.739425101,,,
0.029272634,1.85944786,-0.549174116,,,
0.13860223,1.85575324,-0.359674545,,,
0.249893156,1.842190255,-0.171548858,,,
0.361374061,1.819035074,0.014603911,,,
0.471243029,1.786609516,0.198209687,,,
0.577704693,1.745277232,0.378720666,,,
0.679007088,1.695439793,0.555616387,,,
0.77347734,1.637532719,0.728404587,,,
0.859555362,1.572021484,0.896621847,,,
0.935824741,1.499397549,1.059834023,,,
1.001040138,1.420174444,1.217636481,,,
1.05415057,1.334883941,1.369654149,,,
1.094318069,1.244072348,1.515541397,,,
1.120931365,1.148296944,1.654981745,,,
1.133614335,1.04812258,1.787687444,,,
1.132229111,0.944118478,1.913398905,,,
1.1168739,0.836855217,2.031884029,,,
1.087875664,0.726901944,2.142937427,,,
1.045777982,0.614823805,2.246379563,,,
0.991324496,0.501179601,2.342055824,,,
0.925438474,0.386519668,2.429835548,,,
0.849199113,0.27138399,2.509611005,,,
0.763815252,0.156300521,2.581296369,,,
0.670597254,0.041783724,2.644826679,,,
0.570927808,-0.071666695,2.700156808,,,
0.466232442,-0.183566871,2.747260463,,,
0.357950505,-0.293449686,2.786129208,,,
0.247507348,-0.400865535,2.816771539,,,
0.136288379,-0.505382949,2.839212013,,,
0.025615596,-0.606589107,2.853490442,,,
-0.083272898,-0.704090258,2.859661156,,,
-0.189239973,-0.797512064,2.857792343,,,
-0.291262854,-0.886499888,2.847965471,,,
-0.388442615,-0.970719051,2.830274795,,,
-0.480009739,-1.049855064,2.804826946,,,
-0.56532579,-1.123613868,2.771740612,,,
-0.64388137,-1.191722077,2.731146296,,,
-0.715290665,-1.253927259,2.683186155,,,
-0.779282934,-1.309998244,2.628013926,,,
-0.835691431,-1.359725486,2.565794912,,,
-0.88444028,-1.402921474,2.496706037,,,
-0.925529887,-1.4394212,2.420935962,,,
-0.959021515,-1.469082685,2.338685242,,,
-0.985021635,-1.49178756,2.250166528,,,
-1.003666677,-1.507441696,2.155604795,,,
-1.015108769,-1.515975883,2.05523759,,,
-1.019503003,-1.517346539,1.949315279,,,
-1.016996694,-1.511536447,1.8381013,,,
-1.007721048,-1.498555502,1.721872388,,,
-0.991785517,-1.478441444,1.600918776,,,
-0.96927506,-1.451260579,1.475544351,,,
-0.940250387,-1.417108452,1.346066764,,,
-0.90475118,-1.376110461,1.212817464,,,
-0.862802148,-1.328422386,1.076141669,,,
-0.814421684,-1.274230819,0.936398242,,,
-0.759632782,-1.21375347,0.793959478,,,
-0.698475794,-1.147239326,0.649210787,,,
-0.631022516,-1.074968652,0.502550264,,,
-0.557391045,-0.997252803,0.354388146,,,
-0.477760801,-0.914433842,0.205146143,,,
-0.392387082,-0.826883936,0.055256647,,,
-0.301614531,-0.735004532,-0.094838192,,,
-0.205888892,-0.639225281,-0.244687516,,,
-0.105766485,-0.540002723,-0.393832935,,,
-0.00192088,-0.43781871,-0.541809842,,,
0.104853669,-0.333178572,-0.688148839,,,
0.213642394,-0.226609027,-0.832377291,,,
0.323414018,-0.118655834,-0.974020995,,,
0.433028754,-0.0098812,-1.112605945,,,
0.541250299,0.099139057,-1.247660208,,,
0.646761708,0.207818559,-1.37871588,,,
0.748184944,0.315563639,-1.505311118,,,
0.844103719,0.421776791,-1.626992241,,,
0.93308919,0.525860288,-1.743315874,,,
1.013727922,0.627219941,-1.85385114,,,
1.084651491,0.725268968,-1.958181862,,,
1.144566977,0.819431942,-2.055908776,,,
1.192287599,0.909148788,-2.146651735,,,
1.226762659,0.993878793,-2.230051886,,,
1.247106018,1.07310459,-2.305773796,,,
1.252622263,1.146336091,-2.373507528,,,
1.242829833,1.213114314,-2.432970633,,,
1.21748039,1.273015079,-2.483910046,,,
1.176573803,1.325652535,-2.526103881,,,
1.120368223,1.370682475,-2.559363086,,,
1.049384836,1.407805411,-2.583532966,,,
0.964406999,1.436769368,-2.598494553,,,
0.86647362,1.457372373,-2.604165792,,,
0.756866762,1.4694646,-2.600502563,,,
0.637093619,1.472950156,-2.587499499,,,
0.508863149,1.467788471,-2.565190604,,,
0.374057776,1.453995281,-2.53364966,,,
0.234700729,1.431643186,-2.492990416,,,
0.092919679,1.400861762,-2.443366554,,,
-0.049092549,1.361837232,-2.384971424,,,
-0.189119333,1.314811674,-2.318037549,,,
-0.32496276,1.26008179,-2.242835905,,,
-0.454486327,1.197997204,-2.159674964,,,
-0.575656858,1.12895834,-2.068899514,,,
-0.686584679,1.053413854,-1.970889253,,,
-0.785561112,0.971857667,-1.866057176,,,
-0.871092426,0.8848256,-1.754847738,,,
-0.941929446,0.792891645,-1.637734834,,,
-0.99709212,0.696663903,-1.515219582,,,
-1.035888477,0.596780213,-1.387827932,,,
-1.057927536,0.493903517,-1.256108112,,,
-1.063125846,0.388716994,-1.120627931,,,
-1.051707536,0.281919003,-0.981971952,,,
-1.024197855,0.174217886,-0.840738543,,,
-0.981410384,0.066326659,-0.697536843,,,
-0.924428212,-0.041042338,-0.552983648,,,
-0.854579547,-0.147182812,-0.407700239,,,
-0.773408335,-0.251399842,-0.262309176,,,
-0.682640588,-0.353015121,-0.117431073,,,
-0.584147214,-0.451372071,0.026318618,,,
-0.479904237,-0.54584077,0.168332802,,,
-0.371951312,-0.635822677,0.30801589,,,
-0.262349514,-0.720755077,0.444786882,,,
-0.153139357,-0.800115238,0.57808236,,,
-0.046299992,-0.87342423,0.707359385,,,
0.0562895,-0.94025037,0.832098264,,,
0.152885884,-1.000212269,0.951805179,,,
0.241913849,-1.05298146,1.06601466,,,
0.321993724,-1.098284572,1.174291884,,,
0.391964293,-1.135905041,1.276234784,,,
0.450900281,-1.165684349,1.371475966,,,
0.498124253,-1.187522767,1.459684409,,,
0.533212755,-1.20137962,1.540566944,,,
0.555996726,-1.207273051,1.613869506,,,
0.566556324,-1.205279306,1.67937815,,,
0.565210415,-1.195531542,1.736919821,,,
0.552501166,-1.178218179,1.786362885,,,
0.52917422,-1.153580797,1.827617407,,,
0.496155074,-1.121911624,1.860635193,,,
0.454522343,-1.083550622,1.885409572,,,
0.405478651,-1.038882209,1.90197495,,,
0.350319927,-0.988331648,1.91040612,,,
0.290403902,-0.932361136,1.910817345,,,
0.227118596,-0.871465634,1.903361216,,,
0.161851562,-0.806168474,1.888227301,,,
0.095960605,-0.737016791,1.865640589,,,
0.030746619,-0.664576813,1.835859749,,,
-0.032570855,-0.589429058,1.799175208,,,
-0.092874895,-0.512163487,1.755907068,,,
-0.149168892,-0.433374639,1.70640288,,,
-0.200590401,-0.353656815,1.651035285,,,
-0.246420993,-0.273599332,1.590199537,,,
-0.286092075,-0.1937819,1.524310941,,,
-0.319186723,-0.114770155,1.453802197,,,
-0.345437738,-0.037111394,1.379120696,,,
-0.364722164,0.038669474,1.300725771,,,
-0.377052652,0.112073698,1.219085914,,,
-0.382566096,0.182632175,1.134676,,,
-0.381510027,0.249908625,1.047974514,,,
-0.37422731,0.313502419,0.959460812,,,
-0.361139691,0.373051057,0.869612418,,,
-0.342730761,0.42823227,0.778902398,,,
-0.319528901,0.478765739,0.687796798,,,
-0.292090719,0.524414422,0.596752182,,,
-0.260985473,0.564985489,0.506213269,,,
-0.226780906,0.600330856,0.416610703,,,
-0.19003086,0.630347337,0.328358931,,,
-0.151264934,0.6549764,0.241854247,,,
-0.110980412,0.67420356,0.157472967,,,
-0.069636548,0.688057406,0.075569771,,,
-0.027651251,0.696608289,-0.003523784,,,
0.014599904,0.699966685,-0.079500596,,,
0.056782485,0.698281253,-0.152079156,,,
0.098600044,0.691736629,-0.22100452,,,
0.139789286,0.680550951,-0.286049097,,,
0.1801139,0.664973182,-0.347013256,,,
0.219357443,0.64528022,-0.40372575,,,
0.257315678,0.621773862,-0.456043972,,,
0.293788793,0.594777625,-0.503854025,,,
0.328573922,0.564633473,-0.547070625,,,
0.361458371,0.531698466,-0.585636847,,,
0.392213914,0.496341384,-0.619523697,,,
0.420592492,0.458939328,-0.648729544,,,
0.446323585,0.419874354,-0.673279404,,,
0.469113455,0.379530153,-0.693224087,,,
0.488646395,0.338288806,-0.70863922,,,
0.504588043,0.296527644,-0.719624151,,,
0.516590716,0.25461624,-0.726300753,,,
0.524300681,0.212913538,-0.72881212,,,
0.527367154,0.171765159,-0.727321194,,,
0.525452784,0.131500894,-0.722009303,,,
0.518245296,0.092432393,-0.713074648,,,
0.505469918,0.054851071,-0.700730728,,,
0.486902176,0.019026241,-0.685204735,,,
0.462380608,-0.014796521,-0.666735906,,,
0.431818931,-0.046396771,-0.645573869,,,
0.395217217,-0.075580348,-0.621976967,,,
0.352671605,-0.10218028,-0.596210592,,,
0.304382159,-0.126057448,-0.568545523,,,
0.250658488,-0.147101005,-0.539256284,,,
0.191922809,-0.165228558,-0.508619531,,,
0.128710222,-0.180386124,-0.476912468,,,
0.061666014,-0.192547859,-0.444411314,,,
-0.008460085,-0.20171557,-0.411389806,,,
-0.080822689,-0.207918038,-0.378117769,,,
-0.154492487,-0.211210133,-0.344859738,,,
-0.228470741,-0.211671766,-0.311873643,,,
-0.301706268,-0.209406669,-0.279409565,,,
-0.373114548,-0.204541025,-0.247708566,,,
-0.441598549,-0.197221966,-0.217001587,,,
-0.506070765,-0.18761595,-0.187508423,,,
-0.565475939,-0.175907033,-0.159436783,,,
-0.618813905,-0.162295049,-0.132981416,,,
-0.665161948,-0.146993717,-0.108323331,,,
-0.703696118,-0.130228687,-0.085629082,,,
-0.733710893,-0.112235543,-0.065050143,,,
-0.754636677,-0.09325777,-0.046722354,,,
-0.766054615,-0.073544708,-0.030765453,,,
-0.767708304,-0.053349495,-0.017282669,,,
-0.759512028,-0.032927022,-0.00636041,,,
-0.741555257,-0.012531908,0.001931994,,,
-0.714103215,0.0075835,0.007542468,,,
-0.677593444,0.027171084,0.0104363,,,
-0.632628382,0.045988857,0.010596182,,,
-0.57996409,0.063802813,0.008022189,,,
-0.520495352,0.0803887,0.00273169,,,
-0.455237475,0.095533729,-0.005240803,,,
-0.385305202,0.109038184,-0.015843844,,,
-0.311889246,0.12071695,-0.02900932,,,
-0.236230984,0.130400949,-0.044652776,,,
-0.159595937,0.137938455,-0.0626738,,,
-0.083246685,0.143196323,-0.082956452,,,
-0.008415872,0.14606108,-0.105369761,,,
0.063720019,0.146439914,-0.129768259,,,
0.132065482,0.14426153,-0.155992578,,,
0.19562877,0.139476881,-0.183870093,,,
0.253542086,0.132059759,-0.213215619,,,
0.305078669,0.122007257,-0.243832149,,,
0.349666381,0.10934008,-0.275511655,,,
0.386897428,0.094102726,-0.308035926,,,
0.416534024,0.076363498,-0.341177459,,,
0.43850984,0.056214382,-0.3747004,,,
0.45292725,0.033770767,-0.40836153,,,
0.460050444,0.009171,-0.441911296,,,
0.460294629,-0.017424206,-0.475094888,,,
0.45421161,-0.045832526,-0.507653366,,,
0.442472145,-0.075850941,-0.539324821,,,
0.425845565,-0.107256811,-0.569845583,,,
0.405177196,-0.139809105,-0.598951468,,,
0.381364195,-0.173249794,-0.626379056,,,
0.35533044,-0.207305392,-0.651867014,,,
0.328001135,-0.241688645,-0.675157435,,,
0.300277814,-0.276100377,-0.695997216,,,
0.273014382,-0.310231457,-0.714139453,,,
0.246994827,-0.343764909,-0.729344854,,,
0.222913181,-0.376378143,-0.741383166,,,
0.201356234,-0.407745294,-0.750034605,,,
0.182789454,-0.437539661,-0.755091294,,,
0.167546447,-0.46543624,-0.756358686,,,
0.155822219,-0.49111432,-0.75365698,,,
0.147670393,-0.514260146,-0.746822511,,,
0.143004408,-0.53456961,-0.735709117,,,
0.141602663,-0.551750975,-0.720189461,,,
0.143117418,-0.565527592,-0.700156312,,,
0.147087181,-0.575640602,-0.675523766,,,
0.152952245,-0.581851594,-0.646228406,,,
0.160072907,-0.583945199,-0.612230384,,,
0.167749868,-0.581731603,-0.573514424,,,
0.17524625,-0.575048937,-0.530090722,,,
0.181810617,-0.563765545,-0.481995753,,,
0.186700371,-0.547782087,-0.429292961,,,
0.18920488,-0.527033456,-0.372073322,,,
0.188667723,-0.501490495,-0.310455789,,,
0.18450744,-0.471161484,-0.244587585,,,
0.176236229,-0.436093369,-0.174644357,,,
0.163476101,-0.39637273,-0.100830175,,,
0.145972057,-0.352126453,-0.023377364,,,
0.123601931,-0.303522093,0.057453819,,,
0.096382659,-0.250767919,0.141375689,,,
0.064472795,-0.194112618,0.228073813,,,
0.028171225,-0.133844656,0.317207855,,,
-0.01208789,-0.070291285,0.408412622,,,
-0.055743798,-0.003817186,0.501299271,,,
-0.102121241,0.06517724,0.595456708,,,
-0.150445608,0.136257951,0.690453164,,,
-0.199860769,0.208959684,0.785837941,,,
-0.249449119,0.282788733,0.881143337,,,
-0.298253301,0.357226056,0.975886725,,,
-0.345299066,0.431730696,1.069572803,,,
-0.389618658,0.505743507,1.161695984,,,
-0.430274147,0.578691155,1.251742926,,,
-0.466380108,0.649990367,1.339195193,,,
-0.497125076,0.719052406,1.423532031,,,
-0.521791248,0.785287728,1.504233245,,,
-0.539771942,0.848110798,1.58078216,,,
-0.550586396,0.906945022,1.652668659,,,
-0.553891548,0.961227749,1.719392265,,,
-0.549490526,1.010415311,1.780465268,,,
-0.53733768,1.053988051,1.835415861,,,
-0.517540028,1.091455293,1.88379128,,,
-0.490355145,1.122360212,1.925160908,,,
-0.456185559,1.146284553,1.959119352,,,
-0.41556984,1.162853154,1.985289438,,,
-0.369170614,1.17173823,2.003325134,,,
-0.317759863,1.17266337,2.012914353,,,
-0.262201862,1.165407194,2.013781637,,,
-0.203434223,1.149806651,2.005690685,,,
-0.142447517,1.125759891,1.988446716,,,
-0.080263982,1.093228697,1.961898641,,,
-0.017915851,1.052240427,1.925941023,,,
0.043576193,1.002889447,1.880515818,,,
0.103223906,0.945338018,1.825613865,,,
0.160091249,0.879816632,1.761276126,,,
0.213312573,0.806623758,1.68759464,,,
0.262108836,0.726125011,1.604713207,,,
0.305801503,0.638751709,1.512827761,,,
0.34382386,0.544998848,1.412186443,,,
0.375729548,0.445422472,1.303089365,,,
0.401198162,0.340636465,1.185888042,,,
0.420037897,0.231308773,1.060984513,,,
0.432185234,0.118157084,0.928830132,,,
0.437701779,0.001943981,0.789924041,,,
0.436768412,-0.116528386,0.644811312,,,
0.429676971,-0.236424077,0.494080789,,,
0.416819763,-0.35687955,0.338362611,,,
0.398677209,-0.477010208,0.178325444,,,
0.375804013,-0.595917246,0.014673425,,,
0.348814221,-0.712694763,-0.151857167,,,
0.318365586,-0.826437061,-0.320501487,,,
0.285143647,-0.936246071,-0.490469951,,,
0.249845915,-1.041238859,-0.660952262,,,
0.213166561,-1.140555123,-0.831121648,,,
0.175781952,-1.233364633,-1.000139257,,,
0.138337358,-1.318874532,-1.167158706,,,
0.101435117,-1.396336442,-1.331330744,,,
0.06562447,-1.465053298,-1.491808013,,,
0.031393264,-1.52438586,-1.647749861,,,
-0.000838376,-1.573758815,-1.7983272,,,
-0.030722337,-1.61266644,-1.942727353,,,
-0.057984757,-1.640677735,-2.080158884,,,
-0.082426269,-1.657441006,-2.209856362,,,
-0.10392036,-1.662687821,-2.331085033,,,
-0.122409965,-1.656236314,-2.443145375,,,
-0.137902521,-1.63799379,-2.545377498,,,
-0.150463672,-1.607958602,-2.637165362,,,
-0.160209893,-1.56622127,-2.717940781,,,
-0.167300301,-1.512964833,-2.787187196,,,
-0.17192792,-1.448464405,-2.84444317,,,
-0.174310695,-1.373085946,-2.889305605,,,
-0.174682524,-1.287284243,-2.921432634,,,
-0.173284569,-1.19160011,-2.940546182,,,
-0.170357091,-1.08665682,-2.946434167,,,
-0.16613202,-0.973155807,-2.938952334,,,
-0.160826445,-0.851871653,-2.918025695,,,
-0.154637179,-0.723646403,-2.883649569,,,
-0.147736489,-0.589383262,-2.835890206,,,
-0.140269084,-0.450039707,-2.774885004,,,
-0.132350363,-0.306620084,-2.700842288,,,
-0.124065935,-0.160167753,-2.614040673,,,
-0.115472341,-0.011756828,-2.514827995,,,
-0.106598903,0.137516392,-2.403619828,,,
-0.097450577,0.286542243,-2.280897576,,,
-0.088011675,0.434206691,-2.147206172,,,
-0.078250279,0.57940041,-2.003151371,,,
-0.068123171,0.72102788,-1.84939667,,,
-0.057581089,0.858016414,-1.686659869,,,
-0.046574123,0.989325032,-1.515709282,,,
-0.035057031,1.113953111,-1.337359639,,,
-0.022994333,1.230948729,-1.15246768,,,
-0.010364966,1.339416623,-0.961927492,,,
0.00283361,1.438525695,-0.766665599,,,
0.016582016,1.527515999,-0.567635843,,,
0.030836365,1.605705139,-0.365814087,,,
0.045526547,1.672494024,-0.162192772,,,
0.060555456,1.727371926,0.04222464,,,
0.075799161,1.769920797,0.246429298,,,
0.09110802,1.799818796,0.449412633,,,
0.106308702,1.816843012,0.650172044,,,
0.121207041,1.820871337,0.847716545,,,
0.135591647,1.811883483,1.041072351,,,
0.149238155,1.789961133,1.229288364,,,
0.161913999,1.755287224,1.41144152,,,
0.17338356,1.708144363,1.586641971,,,
0.18341356,1.6489124,1.754038066,,,
0.191778538,1.578065167,1.912821092,,,
0.198266273,1.49616643,2.06222976,,,
