3ji,4ji,5ji,,,
-0.413876539,-0.390141373,0.226219258,,,
-0.520788666,-0.403905245,0.176274231,,,
-0.624702312,-0.414047281,0.124615284,,,
-0.724315351,-0.420451751,0.071512458,,,
-0.818344583,-0.423028309,0.01724605,,,
-0.905543938,-0.421713103,-0.037894278,,,
-0.984722698,-0.416469757,-0.093610468,,,
-1.054763438,-0.407290227,-0.149597111,,,
-1.114639436,-0.394195501,-0.205542566,,,
-1.163431268,-0.377236137,-0.261130156,,,
-1.200342337,-0.356492627,-0.316039448,,,
-1.224713052,-0.332075563,-0.369947601,,,
-1.236033417,-0.304125612,-0.422530787,,,
-1.233953796,-0.272813265,-0.473465682,,,
-1.218293624,-0.238338367,-0.522431024,,,
-1.189047876,-0.200929415,-0.569109223,,,
-1.146391117,-0.160842613,-0.613188025,,,
-1.090679002,-0.118360684,-0.654362227,,,
-1.022447111,-0.073791434,-0.692335419,,,
-0.942407064,-0.027466065,-0.726821758,,,
-0.851439872,0.020262755,-0.757547755,,,
-0.750586555,0.069023064,-0.784254069,,,
-0.641036088,0.118426017,-0.806697298,,,
-0.524110767,0.16806851,-0.824651743,,,
-0.401249169,0.217536029,-0.837911146,,,
-0.273986891,0.266405686,-0.846290384,,,
-0.143935324,0.314249428,-0.849627097,,,
-0.012758746,0.360637408,-0.847783248,,,
0.117849934,0.405141485,-0.840646598,,,
0.246194421,0.447338824,-0.828132069,,,
0.370600858,0.486815571,-0.810183004,,,
0.489443835,0.523170578,-0.786772291,,,
0.601172104,0.55601913,-0.757903342,,,
0.704333584,0.584996656,-0.723610925,,,
0.797599187,0.609762373,-0.68396182,,,
0.879785005,0.630002843,-0.639055304,,,
0.949872452,0.645435387,-0.58902344,,,
1.007025923,0.655811339,-0.534031175,,,
1.050607606,0.660919084,-0.474276227,,,
1.080189108,0.660586861,-0.409988762,,,
1.095559613,0.654685283,-0.341430854,,,
1.096730331,0.64312955,-0.268895723,,,
1.08393509,0.625881315,-0.192706749,,,
1.057626959,0.60295019,-0.113216263,,,
1.018470903,0.574394839,-0.030804116,,,
0.96733251,0.540323669,0.054123971,,,
0.905262941,0.500895073,0.141138268,,,
0.833480314,0.456317221,0.229787116,,,
0.753347821,0.40684739,0.319599188,,,
0.666348942,0.352790819,0.410085954,,,
0.5740602,0.294499099,0.500744312,,,
0.478121947,0.232368086,0.591059388,,,
0.380207738,0.166835356,0.680507479,,,
0.281992884,0.098377215,0.768559128,,,
0.18512281,0.027505269,0.854682305,,,
0.091181845,-0.045237401,0.93834569,,,
0.001663117,-0.119280459,1.019022013,,,
-0.082059843,-0.194030867,1.096191456,,,
-0.158759151,-0.26887776,1.169345066,,,
-0.227375716,-0.343197591,1.237988182,,,
-0.28703895,-0.416359499,1.301643829,,,
-0.337082593,-0.487730856,1.359856068,,,
-0.377056267,-0.556682948,1.412193278,,,
-0.406732468,-0.622596724,1.458251329,,,
-0.426108797,-0.684868569,1.497656638,,,
-0.43540533,-0.742916044,1.530069083,,,
-0.43505715,-0.796183522,1.555184735,,,
-0.425702141,-0.844147687,1.572738403,,,
-0.408164294,-0.88632281,1.582505963,,,
-0.383432834,-0.922265778,1.584306445,,,
-0.352637619,-0.951580789,1.578003867,,,
-0.31702133,-0.973923683,1.563508797,,,
-0.277909049,-0.989005857,1.54077962,,,
-0.236675906,-0.996597708,1.509823502,,,
-0.194713525,-0.99653157,1.470697042,,,
-0.153396031,-0.98870411,1.423506586,,,
-0.114046401,-0.973078142,1.368408224,,,
-0.077903959,-0.949683838,1.30560743,,,
-0.046093778,-0.918619316,1.235358371,,,
-0.019598736,-0.880050587,1.157962872,,,
0.000765095,-0.834210849,1.073769037,,,
0.014369106,-0.781399133,0.983169541,,,
0.020788322,-0.721978307,0.886599591,,,
0.019812663,-0.656372437,0.784534569,,,
0.01145297,-0.585063534,0.677487379,,,
-0.004058395,-0.508587711,0.566005493,,,
-0.026272462,-0.427530777,0.450667736,,,
-0.054533989,-0.342523308,0.332080817,,,
-0.087997056,-0.254235237,0.210875631,,,
-0.12564558,-0.163370011,0.087703356,,,
-0.166318305,-0.070658378,-0.03676863,,,
-0.208737718,0.023148156,-0.161860976,,,
-0.251542214,0.117284119,-0.286886711,,,
-0.293320778,0.210977056,-0.411155694,,,
-0.332649346,0.303454639,-0.533979107,,,
-0.368127987,0.393951822,-0.654673989,,,
-0.398418,0.481717984,-0.772567762,,,
-0.42227801,0.56602397,-0.887002706,,,
-0.438598173,0.646168974,-0.997340376,,,
-0.44643161,0.721487187,-1.102965904,,,
-0.445022282,0.791354134,-1.203292163,,,
-0.43382856,0.855192645,-1.297763763,,,
-0.412541863,0.91247839,-1.385860844,,,
-0.381099838,0.962744922,-1.467102636,,,
-0.339693683,1.005588163,-1.541050762,,,
-0.288769367,1.040670302,-1.607312255,,,
-0.229022615,1.067723049,-1.665542261,,,
-0.161387722,1.086550208,-1.715446412,,,
-0.087020353,1.097029542,-1.756782849,,,
-0.007274698,1.099113913,-1.78936387,,,
0.076324567,1.09283167,-1.813057193,,,
0.162114877,1.078286289,-1.827786831,,,
0.24833223,1.055655251,-1.833533551,,,
0.333150654,1.025188193,-1.830334929,,,
0.41472377,0.987204312,-1.818284989,,,
0.491227497,0.942089085,-1.797533434,,,
0.560902876,0.890290305,-1.768284457,,,
0.622098005,0.83231349,-1.730795166,,,
0.673308051,0.768716713,-1.685373602,,,
0.7132124,0.700104894,-1.632376395,,,
0.740707997,0.62712362,-1.572206041,,,
0.754938065,0.550452562,-1.505307853,,,
0.755315478,0.470798543,-1.432166584,,,
0.741540166,0.388888353,-1.353302754,,,
0.713610109,0.305461362,-1.269268718,,,
0.671825582,0.221262026,-1.180644485,,,
