时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
1163.5,0.001,-0.005,0.005,1.19,1.471,-0.006,0,6,15,6,0
1164,0.001,-0.005,0.005,-1.063,2.308,-0.015,0,6,15,6,0
1164.5,0,-0.005,0.005,-3.02,2.984,-0.022,0,6,15,6,0
1165,-0.001,-0.005,0.005,-4.208,3.497,-0.027,0,6,15,6,0
1165.5,-0.001,-0.006,0.006,-4.635,3.729,-0.029,0,6,15,6,0
1166,-0.002,-0.005,0.006,-4.356,3.648,-0.028,0,6,15,6,0
1166.5,-0.003,-0.005,0.005,-3.526,3.241,-0.024,0,6,15,6,0
1167,-0.003,-0.003,0.004,-2.559,2.453,-0.018,0,6,15,6,0
1167.5,-0.001,-0.001,0.002,-1.862,1.273,-0.01,0,6,15,6,0
1168,0.002,0.001,-0.002,-1.53,-0.194,-0.002,0,6,15,6,0
1168.5,0.006,0.003,-0.006,-1.523,-1.822,0.007,0,6,15,6,0
1169,0.011,0.004,-0.011,-2.025,-3.589,0.016,0,6,15,6,0
1169.5,0.017,0.005,-0.017,-3.04,-5.418,0.024,0,6,15,6,0
1170,0.023,0.003,-0.022,-4.107,-7.091,0.031,0,6,15,6,0
1170.5,0.028,0,-0.027,-4.817,-8.45,0.037,0,6,15,6,0
1171,0.03,-0.004,-0.029,-5.073,-9.438,0.042,0,6,15,6,0
1171.5,0.031,-0.008,-0.031,-4.884,-10.013,0.045,0,6,15,6,0
1172,0.029,-0.012,-0.031,-4.371,-10.172,0.047,0,6,15,6,0
1172.5,0.026,-0.015,-0.029,-3.66,-9.916,0.047,0,6,15,6,0
1173,0.022,-0.017,-0.027,-2.908,-9.274,0.045,0,6,15,6,0
1173.5,0.017,-0.017,-0.024,-2.284,-8.3,0.041,0,6,15,6,0
1174,0.013,-0.016,-0.02,-1.788,-7.014,0.035,0,6,15,6,0
1174.5,0.008,-0.014,-0.015,-1.294,-5.425,0.027,0,6,15,6,0
1175,0.004,-0.01,-0.01,-0.794,-3.61,0.018,0,6,15,6,0
1175.5,0.001,-0.005,-0.005,-0.357,-1.678,0.008,0,6,15,6,0
1176,0,0,0,-0.124,0.224,-0.001,0,6,15,6,0
1176.5,0,0.006,0.006,0.24,2.134,-0.011,0,6,15,6,0
1177,0.002,0.012,0.011,0.855,3.981,-0.02,0,6,15,6,0
1177.5,0.004,0.016,0.016,1.452,5.593,-0.028,0,6,15,6,0
1178,0.008,0.018,0.019,1.581,6.751,-0.034,0,6,15,6,0
1178.5,0.011,0.018,0.021,1.251,7.424,-0.038,0,6,15,6,0
1179,0.013,0.017,0.021,0.736,7.649,-0.04,0,6,15,6,0
1179.5,0.014,0.014,0.02,0.201,7.431,-0.04,0,6,15,6,0
1180,0.015,0.011,0.018,-0.165,6.828,-0.037,0,6,15,6,0
1180.5,0.014,0.008,0.016,-0.085,5.964,-0.033,0,6,15,6,0
1181,0.013,0.005,0.013,0.474,4.912,-0.026,0,6,15,6,0
1181.5,0.011,0.003,0.011,1.336,3.72,-0.018,0,6,15,6,0
1182,0.009,0.001,0.009,2.306,2.466,-0.009,0,6,15,6,0
1182.5,0.006,0,0.006,3.212,1.235,-0.001,0,6,15,6,0
1183,0.004,-0.001,0.004,3.865,0.097,0.007,0,6,15,6,0
1183.5,0.001,0,0.001,3.959,-0.955,0.013,0,6,15,6,0
1184,-0.002,0.001,-0.002,3.273,-1.936,0.017,0,6,15,6,0
1184.5,-0.005,0.003,-0.006,1.8,-2.843,0.019,0,6,15,6,0
1185,-0.008,0.006,-0.009,-0.038,-3.572,0.019,0,6,15,6,0
1185.5,-0.009,0.009,-0.012,-1.463,-3.932,0.019,0,6,15,6,0
1186,-0.008,0.01,-0.012,-2.119,-3.897,0.017,0,6,15,6,0
1186.5,-0.006,0.01,-0.011,-2.04,-3.53,0.015,0,6,15,6,0
1187,-0.003,0.008,-0.009,-1.328,-2.873,0.013,0,6,15,6,0
1187.5,-0.001,0.005,-0.005,-0.238,-2.007,0.01,0,6,15,6,0
1188,0,0.002,-0.002,0.991,-0.987,0.007,0,6,15,6,0
1188.5,0,-0.002,0.002,2.065,0.099,0.003,0,6,15,6,0
1189,-0.001,-0.006,0.005,2.679,1.147,-0.001,0,6,15,6,0
1189.5,-0.002,-0.008,0.008,2.588,2.04,-0.006,0,6,15,6,0
1190,-0.004,-0.009,0.009,1.877,2.752,-0.011,0,6,15,6,0
1190.5,-0.005,-0.008,0.009,0.69,3.229,-0.016,0,6,15,6,0
1191,-0.006,-0.007,0.009,-0.534,3.524,-0.02,0,6,15,6,0
1191.5,-0.006,-0.006,0.008,-1.505,3.629,-0.023,0,6,15,6,0
1192,-0.006,-0.005,0.007,-2.048,3.54,-0.023,0,6,15,6,0
1192.5,-0.006,-0.003,0.007,-2.103,3.256,-0.022,0,6,15,6,0
1193,-0.005,-0.002,0.005,-1.899,2.713,-0.018,0,6,15,6,0
1193.5,-0.004,-0.001,0.004,-1.456,1.978,-0.014,0,6,15,6,0
1194,-0.002,0,0.002,-0.799,1.124,-0.008,0,6,15,6,0
1194.5,-0.001,0,0.001,0.013,0.233,-0.001,0,6,15,6,0
1195,0.001,0,-0.001,0.863,-0.623,0.005,0,6,15,6,0
1195.5,0.002,-0.001,-0.002,1.55,-1.409,0.011,0,6,15,6,0
1196,0.003,-0.001,-0.004,1.982,-2.06,0.015,0,6,15,6,0
1196.5,0.004,-0.002,-0.004,2.383,-2.423,0.018,0,6,15,6,0
1197,0.003,-0.002,-0.004,2.922,-2.405,0.019,0,6,15,6,0
1197.5,0.002,-0.002,-0.002,3.355,-2.084,0.018,0,6,15,6,0
1198,0,0,-0.001,3.592,-1.474,0.015,0,6,15,6,0
1198.5,-0.001,0.001,0.002,3.599,-0.624,0.01,0,6,15,6,0
1199,-0.002,0.004,0.004,3.346,0.394,0.004,0,6,15,6,0
1199.5,-0.002,0.006,0.006,2.798,1.477,-0.003,0,6,15,6,0
1200,-0.001,0.009,0.009,2.144,2.591,-0.01,0,6,15,6,0
1200.5,0,0.012,0.011,1.668,3.722,-0.017,0,6,15,6,0
1201,0.002,0.014,0.014,1.399,4.767,-0.023,0,6,15,6,0
1201.5,0.004,0.016,0.016,1.319,5.645,-0.028,0,6,15,6,0
1202,0.007,0.017,0.018,1.368,6.283,-0.032,0,6,15,6,0
1202.5,0.01,0.017,0.019,1.48,6.629,-0.033,0,6,15,6,0
1203,0.012,0.015,0.019,1.538,6.635,-0.033,0,6,15,6,0
1203.5,0.013,0.013,0.018,1.385,6.253,-0.031,0,6,15,6,0
1204,0.012,0.009,0.015,0.681,5.376,-0.028,0,6,15,6,0
1204.5,0.009,0.005,0.01,-0.531,4.047,-0.023,0,6,15,6,0
1205,0.004,0.002,0.005,-1.844,2.419,-0.017,0,6,15,6,0
1205.5,-0.001,0,-0.001,-2.984,0.593,-0.009,0,6,15,6,0
1206,-0.007,-0.001,-0.007,-3.795,-1.337,0,0,6,15,6,0
1206.5,-0.013,0,-0.012,-4.095,-3.228,0.01,0,6,15,6,0
1207,-0.017,0.002,-0.017,-3.837,-4.966,0.02,0,6,15,6,0
1207.5,-0.02,0.005,-0.02,-3.211,-6.492,0.029,0,6,15,6,0
1208,-0.022,0.009,-0.023,-2.42,-7.734,0.037,0,6,15,6,0
1208.5,-0.022,0.012,-0.024,-1.606,-8.611,0.044,0,6,15,6,0
1209,-0.021,0.016,-0.025,-1.078,-9.141,0.048,0,6,15,6,0
1209.5,-0.019,0.019,-0.025,-0.981,-9.306,0.049,0,6,15,6,0
1210,-0.016,0.021,-0.025,-1.316,-9.105,0.047,0,6,15,6,0
1210.5,-0.012,0.022,-0.024,-1.902,-8.52,0.043,0,6,15,6,0
1211,-0.009,0.021,-0.022,-2.468,-7.544,0.036,0,6,15,6,0
1211.5,-0.005,0.019,-0.019,-2.8,-6.212,0.028,0,6,15,6,0
1212,-0.002,0.015,-0.015,-2.967,-4.672,0.02,0,6,15,6,0
1212.5,0,0.011,-0.011,-3.102,-3.075,0.011,0,6,15,6,0
1213,0.001,0.007,-0.007,-3.231,-1.532,0.002,0,6,15,6,0
1213.5,0.001,0.003,-0.003,-3.301,-0.124,-0.006,0,6,15,6,0
1214,0,0,0,-3.313,1.056,-0.012,0,6,15,6,0
1214.5,-0.001,-0.002,0.002,-3.303,1.928,-0.017,0,6,15,6,0
1215,-0.002,-0.003,0.004,-3.234,2.464,-0.02,0,6,15,6,0
1215.5,-0.003,-0.003,0.004,-3.135,2.629,-0.02,0,6,15,6,0
1216,-0.003,-0.002,0.003,-3.078,2.402,-0.019,0,6,15,6,0
1216.5,-0.002,-0.001,0.002,-2.909,1.875,-0.016,0,6,15,6,0
1217,0,0,0,-2.619,1.092,-0.011,0,6,15,6,0
1217.5,0.002,0,-0.002,-2.245,0.118,-0.005,0,6,15,6,0
1218,0.004,0.001,-0.004,-1.676,-0.91,0.002,0,6,15,6,0
1218.5,0.006,0,-0.006,-0.916,-1.895,0.009,0,6,15,6,0
1219,0.008,-0.001,-0.008,-0.346,-2.87,0.015,0,6,15,6,0
1219.5,0.01,-0.003,-0.01,-0.032,-3.743,0.02,0,6,15,6,0
1220,0.011,-0.005,-0.012,0.078,-4.43,0.024,0,6,15,6,0
1220.5,0.012,-0.007,-0.013,-0.099,-4.927,0.027,0,6,15,6,0
1221,0.012,-0.009,-0.014,-0.572,-5.221,0.027,0,6,15,6,0
1221.5,0.011,-0.011,-0.015,-1.208,-5.286,0.026,0,6,15,6,0
1222,0.01,-0.012,-0.015,-1.833,-5.108,0.024,0,6,15,6,0
1222.5,0.007,-0.013,-0.014,-2.304,-4.699,0.021,0,6,15,6,0
1223,0.005,-0.012,-0.013,-2.513,-4.078,0.017,0,6,15,6,0
1223.5,0.003,-0.011,-0.011,-2.28,-3.231,0.013,0,6,15,6,0
1224,0.001,-0.007,-0.007,-1.6,-2.197,0.009,0,6,15,6,0
1224.5,0,-0.004,-0.004,-0.768,-1.104,0.005,0,6,15,6,0
1225,0,0,0,-0.029,-0.039,0,0,6,15,6,0
1225.5,0.001,0.002,0.002,0.195,0.821,-0.004,0,6,15,6,0
1226,0.001,0.003,0.003,-0.259,1.393,-0.008,0,6,15,6,0
1226.5,0.002,0.003,0.004,-1.047,1.742,-0.011,0,6,15,6,0
1227,0.002,0.003,0.003,-1.861,1.888,-0.014,0,6,15,6,0
1227.5,0.002,0.002,0.002,-2.594,1.801,-0.015,0,6,15,6,0
1228,0.001,0.001,0.001,-2.949,1.559,-0.014,0,6,15,6,0
1228.5,0.001,0,0.001,-2.676,1.248,-0.012,0,6,15,6,0
1229,0.001,0,0.001,-1.788,0.902,-0.008,0,6,15,6,0
1229.5,0.001,0,0.001,-0.409,0.574,-0.004,0,6,15,6,0
1230,0.002,0,0.002,1.265,0.316,0.001,0,6,15,6,0
1230.5,0.003,0,0.003,2.884,0.133,0.005,0,6,15,6,0
1231,0.004,0,0.004,4.02,-0.009,0.008,0,6,15,6,0
1231.5,0.004,-0.001,0.004,4.434,-0.109,0.009,0,6,15,6,0
1232,0.003,-0.001,0.004,4.215,-0.105,0.009,0,6,15,6,0
1232.5,0.003,-0.002,0.003,3.429,-0.013,0.007,0,6,15,6,0
1233,0.002,-0.002,0.003,2.344,0.199,0.003,0,6,15,6,0
1233.5,0.002,-0.002,0.002,1.172,0.502,-0.001,0,6,15,6,0
1234,0.002,-0.002,0.003,0.228,0.912,-0.005,0,6,15,6,0
1234.5,0.002,-0.003,0.004,-0.229,1.427,-0.008,0,6,15,6,0
1235,0.002,-0.005,0.005,-0.096,2.023,-0.011,0,6,15,6,0
1235.5,0.002,-0.007,0.007,0.482,2.621,-0.013,0,6,15,6,0
1236,0.001,-0.01,0.009,1.278,3.154,-0.015,0,6,15,6,0
1236.5,0,-0.012,0.011,2.115,3.592,-0.016,0,6,15,6,0
1237,-0.002,-0.013,0.013,2.853,3.919,-0.016,0,6,15,6,0
1237.5,-0.004,-0.014,0.014,3.216,4.062,-0.016,0,6,15,6,0
1238,-0.005,-0.013,0.013,3.146,4.025,-0.016,0,6,15,6,0
1238.5,-0.007,-0.012,0.013,2.876,3.893,-0.016,0,6,15,6,0
1239,-0.008,-0.01,0.012,2.579,3.705,-0.015,0,6,15,6,0
1239.5,-0.008,-0.008,0.011,2.382,3.498,-0.015,0,6,15,6,0
1240,-0.009,-0.007,0.011,2.39,3.309,-0.013,0,6,15,6,0
1240.5,-0.01,-0.005,0.011,2.581,3.142,-0.012,0,6,15,6,0
1241,-0.01,-0.004,0.011,2.926,3.015,-0.011,0,6,15,6,0
1241.5,-0.011,-0.003,0.011,3.324,2.923,-0.01,0,6,15,6,0
1242,-0.011,-0.002,0.011,3.798,2.913,-0.009,0,6,15,6,0
1242.5,-0.012,0,0.012,4.317,3.001,-0.008,0,6,15,6,0
1243,-0.013,0.002,0.013,4.788,3.183,-0.008,0,6,15,6,0
1243.5,-0.014,0.004,0.014,5.08,3.428,-0.009,0,6,15,6,0
1244,-0.014,0.006,0.014,5.132,3.719,-0.011,0,6,15,6,0
1244.5,-0.014,0.008,0.015,4.948,4.038,-0.013,0,6,15,6,0
1245,-0.013,0.01,0.016,4.685,4.408,-0.015,0,6,15,6,0
1245.5,-0.012,0.012,0.017,4.469,4.826,-0.018,0,6,15,6,0
1246,-0.011,0.014,0.017,4.153,5.188,-0.02,0,6,15,6,0
1246.5,-0.009,0.016,0.018,3.654,5.426,-0.023,0,6,15,6,0
1247,-0.007,0.016,0.017,3.025,5.517,-0.024,0,6,15,6,0
1247.5,-0.004,0.016,0.016,2.362,5.445,-0.025,0,6,15,6,0
1248,-0.002,0.016,0.015,1.799,5.221,-0.025,0,6,15,6,0
1248.5,0,0.014,0.014,1.381,4.838,-0.024,0,6,15,6,0
1249,0.002,0.013,0.012,1.067,4.28,-0.021,0,6,15,6,0
1249.5,0.003,0.01,0.01,0.668,3.495,-0.018,0,6,15,6,0
1250,0.003,0.007,0.007,0.197,2.525,-0.013,0,6,15,6,0
1250.5,0.002,0.003,0.004,-0.267,1.429,-0.008,0,6,15,6,0
1251,0,0,0,-0.635,0.276,-0.003,0,6,15,6,0
1251.5,-0.002,-0.002,-0.003,-0.91,-0.888,0.003,0,6,15,6,0
1252,-0.005,-0.004,-0.006,-1.074,-2,0.009,0,6,15,6,0
1252.5,-0.008,-0.005,-0.009,-1.162,-3.016,0.014,0,6,15,6,0
1253,-0.011,-0.004,-0.011,-1.132,-3.859,0.019,0,6,15,6,0
1253.5,-0.013,-0.003,-0.013,-0.919,-4.455,0.022,0,6,15,6,0
1254,-0.013,-0.002,-0.013,-0.56,-4.77,0.025,0,6,15,6,0
1254.5,-0.013,0,-0.013,-0.156,-4.803,0.026,0,6,15,6,0
1255,-0.012,0.002,-0.012,0.22,-4.551,0.025,0,6,15,6,0
1255.5,-0.01,0.003,-0.01,0.502,-4.035,0.023,0,6,15,6,0
1256,-0.007,0.003,-0.008,0.791,-3.231,0.019,0,6,15,6,0
1256.5,-0.004,0.002,-0.004,1.352,-2.079,0.014,0,6,15,6,0
1257,0,0,0.001,2.319,-0.575,0.008,0,6,15,6,0
1257.5,0.005,-0.005,0.006,3.588,1.207,0,0,6,15,6,0
1258,0.008,-0.01,0.013,4.894,3.147,-0.008,0,6,15,6,0
1258.5,0.01,-0.017,0.019,5.905,5.093,-0.017,0,6,15,6,0
1259,0.01,-0.023,0.024,6.443,6.933,-0.025,0,6,15,6,0
1259.5,0.008,-0.028,0.028,6.455,8.566,-0.034,0,6,15,6,0
1260,0.004,-0.032,0.032,5.995,9.908,-0.043,0,6,15,6,0
1260.5,0,-0.034,0.033,4.897,10.766,-0.049,0,6,15,6,0
1261,-0.004,-0.033,0.032,3.326,11.092,-0.054,0,6,15,6,0
1261.5,-0.008,-0.03,0.03,1.597,10.869,-0.056,0,6,15,6,0
1262,-0.011,-0.026,0.027,0.074,10.133,-0.055,0,6,15,6,0
1262.5,-0.012,-0.02,0.023,-0.951,8.938,-0.05,0,6,15,6,0
1263,-0.012,-0.015,0.018,-1.219,7.402,-0.043,0,6,15,6,0
1263.5,-0.01,-0.01,0.014,-0.814,5.579,-0.032,0,6,15,6,0
1264,-0.007,-0.006,0.009,-0.154,3.475,-0.019,0,6,15,6,0
1264.5,-0.003,-0.002,0.003,0.364,1.143,-0.006,0,6,15,6,0
1265,0.003,0.001,-0.003,0.276,-1.401,0.008,0,6,15,6,0
1265.5,0.011,0.003,-0.011,-0.437,-3.995,0.021,0,6,15,6,0
1266,0.019,0.002,-0.018,-1.525,-6.446,0.032,0,6,15,6,0
1266.5,0.026,0,-0.025,-2.88,-8.663,0.042,0,6,15,6,0
1267,0.032,-0.004,-0.032,-4.324,-10.542,0.049,0,6,15,6,0
1267.5,0.036,-0.01,-0.037,-5.553,-11.964,0.055,0,6,15,6,0
1268,0.037,-0.016,-0.039,-6.158,-12.781,0.058,0,6,15,6,0
1268.5,0.035,-0.02,-0.04,-6.002,-12.95,0.059,0,6,15,6,0
1269,0.031,-0.023,-0.037,-5.043,-12.433,0.058,0,6,15,6,0
1269.5,0.024,-0.024,-0.033,-3.367,-11.23,0.055,0,6,15,6,0
1270,0.016,-0.021,-0.026,-1.081,-9.339,0.049,0,6,15,6,0
1270.5,0.009,-0.015,-0.017,1.294,-6.926,0.04,0,6,15,6,0
1271,0.003,-0.007,-0.008,3.31,-4.136,0.029,0,6,15,6,0
1271.5,0,0.001,0.001,4.663,-1.124,0.015,0,6,15,6,0
1272,-0.001,0.01,0.01,5.152,1.929,-0.001,0,6,15,6,0
1272.5,0,0.018,0.018,4.996,4.943,-0.017,0,6,15,6,0
1273,0.003,0.025,0.025,4.481,7.801,-0.034,0,6,15,6,0
1273.5,0.008,0.031,0.031,3.793,10.347,-0.049,0,6,15,6,0
1274,0.014,0.034,0.036,3.24,12.495,-0.062,0,6,15,6,0
1274.5,0.021,0.036,0.04,3.092,14.177,-0.071,0,6,15,6,0
1275,0.027,0.036,0.044,3.537,15.362,-0.077,0,6,15,6,0
1275.5,0.034,0.034,0.046,4.508,15.993,-0.078,0,6,15,6,0
1276,0.039,0.03,0.047,5.674,15.998,-0.076,0,6,15,6,0
1276.5,0.042,0.024,0.046,6.672,15.348,-0.071,0,6,15,6,0
1277,0.041,0.017,0.043,7.149,14.039,-0.063,0,6,15,6,0
1277.5,0.038,0.01,0.038,6.69,12.038,-0.053,0,6,15,6,0
1278,0.031,0.004,0.03,5.365,9.485,-0.041,0,6,15,6,0
1278.5,0.021,0,0.021,3.559,6.583,-0.029,0,6,15,6,0
1279,0.011,-0.001,0.011,1.619,3.501,-0.016,0,6,15,6,0
1279.5,0.001,0,0.001,-0.106,0.423,-0.002,0,6,15,6,0
1280,-0.008,0.003,-0.008,-1.419,-2.512,0.011,0,6,15,6,0
1280.5,-0.014,0.008,-0.016,-2.264,-5.188,0.024,0,6,15,6,0
1281,-0.018,0.014,-0.022,-2.578,-7.469,0.036,0,6,15,6,0
1281.5,-0.019,0.019,-0.026,-2.343,-9.227,0.046,0,6,15,6,0
1282,-0.018,0.024,-0.029,-1.689,-10.388,0.053,0,6,15,6,0
1282.5,-0.015,0.027,-0.03,-0.925,-10.955,0.058,0,6,15,6,0
1283,-0.011,0.027,-0.029,-0.056,-10.836,0.059,0,6,15,6,0
1283.5,-0.007,0.025,-0.025,0.937,-9.99,0.056,0,6,15,6,0
1284,-0.003,0.021,-0.021,1.805,-8.516,0.05,0,6,15,6,0
1284.5,0,0.015,-0.015,2.398,-6.505,0.04,0,6,15,6,0
1285,0.001,0.009,-0.008,2.592,-4.107,0.027,0,6,15,6,0
1285.5,0,0.002,-0.002,2.292,-1.505,0.013,0,6,15,6,0
1286,-0.002,-0.004,0.004,1.577,1.138,-0.003,0,6,15,6,0
1286.5,-0.005,-0.009,0.01,0.623,3.666,-0.019,0,6,15,6,0
1287,-0.009,-0.012,0.015,-0.597,5.834,-0.033,0,6,15,6,0
1287.5,-0.013,-0.013,0.018,-1.852,7.525,-0.044,0,6,15,6,0
1288,-0.016,-0.013,0.02,-2.92,8.633,-0.052,0,6,15,6,0
1288.5,-0.018,-0.011,0.02,-3.73,9.054,-0.056,0,6,15,6,0
1289,-0.018,-0.008,0.019,-4.194,8.761,-0.056,0,6,15,6,0
1289.5,-0.017,-0.004,0.017,-4.272,7.778,-0.05,0,6,15,6,0
1290,-0.013,-0.002,0.012,-4.048,6.148,-0.041,0,6,15,6,0
1290.5,-0.007,0,0.007,-3.77,3.916,-0.028,0,6,15,6,0
1291,0,0,0,-3.589,1.209,-0.013,0,6,15,6,0
1291.5,0.008,-0.002,-0.008,-3.319,-1.705,0.003,0,6,15,6,0
1292,0.014,-0.006,-0.014,-2.73,-4.546,0.02,0,6,15,6,0
1292.5,0.018,-0.01,-0.02,-1.753,-7.077,0.035,0,6,15,6,0
1293,0.02,-0.015,-0.024,-0.487,-9.115,0.049,0,6,15,6,0
1293.5,0.02,-0.02,-0.027,0.67,-10.605,0.059,0,6,15,6,0
1294,0.018,-0.024,-0.029,1.46,-11.472,0.065,0,6,15,6,0
1294.5,0.015,-0.026,-0.029,1.938,-11.597,0.067,0,6,15,6,0
1295,0.011,-0.026,-0.027,2.147,-10.956,0.064,0,6,15,6,0
1295.5,0.006,-0.023,-0.023,2.125,-9.583,0.056,0,6,15,6,0
1296,0.002,-0.018,-0.018,2.114,-7.492,0.045,0,6,15,6,0
1296.5,0,-0.011,-0.011,2.246,-4.791,0.03,0,6,15,6,0
1297,0,-0.002,-0.002,2.507,-1.66,0.014,0,6,15,6,0
1297.5,0.002,0.007,0.007,2.931,1.736,-0.004,0,6,15,6,0
1298,0.007,0.016,0.017,3.485,5.197,-0.022,0,6,15,6,0
1298.5,0.013,0.023,0.026,4.036,8.498,-0.039,0,6,15,6,0
1299,0.021,0.028,0.034,4.46,11.434,-0.054,0,6,15,6,0
1299.5,0.029,0.029,0.04,4.449,13.741,-0.066,0,6,15,6,0
1300,0.036,0.028,0.044,3.964,15.284,-0.076,0,6,15,6,0
1300.5,0.04,0.023,0.045,3.087,15.97,-0.081,0,6,15,6,0
1301,0.041,0.017,0.043,1.979,15.771,-0.082,0,6,15,6,0
1301.5,0.039,0.011,0.039,0.767,14.676,-0.078,0,6,15,6,0
1302,0.035,0.005,0.034,-0.025,12.897,-0.07,0,6,15,6,0
1302.5,0.028,0,0.028,-0.209,10.553,-0.058,0,6,15,6,0
1303,0.021,-0.003,0.021,0.237,7.81,-0.042,0,6,15,6,0
1303.5,0.013,-0.004,0.013,0.919,4.731,-0.024,0,6,15,6,0
1304,0.005,-0.002,0.006,1.664,1.525,-0.005,0,6,15,6,0
1304.5,-0.002,0.001,-0.002,2.235,-1.647,0.013,0,6,15,6,0
1305,-0.008,0.006,-0.01,2.358,-4.65,0.03,0,6,15,6,0
1305.5,-0.013,0.013,-0.017,1.93,-7.331,0.043,0,6,15,6,0
1306,-0.015,0.02,-0.024,1.013,-9.545,0.054,0,6,15,6,0
1306.5,-0.015,0.027,-0.03,-0.316,-11.213,0.06,0,6,15,6,0
1307,-0.013,0.032,-0.034,-1.828,-12.256,0.063,0,6,15,6,0
1307.5,-0.01,0.036,-0.036,-3.235,-12.628,0.063,0,6,15,6,0
1308,-0.005,0.037,-0.036,-4.325,-12.344,0.059,0,6,15,6,0
1308.5,0,0.036,-0.035,-4.984,-11.467,0.053,0,6,15,6,0
1309,0.004,0.031,-0.031,-4.893,-9.975,0.045,0,6,15,6,0
1309.5,0.007,0.025,-0.025,-4.243,-8.046,0.036,0,6,15,6,0
1310,0.007,0.017,-0.018,-3.193,-5.797,0.025,0,6,15,6,0
1310.5,0.006,0.01,-0.011,-1.976,-3.382,0.015,0,6,15,6,0
1311,0.002,0.002,-0.003,-0.58,-0.849,0.004,0,6,15,6,0
1311.5,-0.004,-0.004,0.005,0.682,1.611,-0.007,0,6,15,6,0
1312,-0.01,-0.007,0.012,1.643,3.884,-0.018,0,6,15,6,0
1312.5,-0.016,-0.009,0.018,2.273,5.885,-0.028,0,6,15,6,0
1313,-0.021,-0.009,0.022,2.54,7.517,-0.036,0,6,15,6,0
1313.5,-0.025,-0.007,0.025,2.436,8.696,-0.043,0,6,15,6,0
1314,-0.027,-0.004,0.026,1.89,9.315,-0.047,0,6,15,6,0
1314.5,-0.026,0,0.025,0.987,9.34,-0.049,0,6,15,6,0
1315,-0.024,0.003,0.023,-0.08,8.784,-0.048,0,6,15,6,0
1315.5,-0.019,0.005,0.019,-0.976,7.741,-0.044,0,6,15,6,0
1316,-0.015,0.006,0.015,-1.474,6.303,-0.037,0,6,15,6,0
1316.5,-0.01,0.006,0.011,-1.369,4.614,-0.028,0,6,15,6,0
1317,-0.005,0.004,0.007,-0.737,2.764,-0.016,0,6,15,6,0
1317.5,-0.002,0.002,0.002,0.149,0.824,-0.004,0,6,15,6,0
1318,0.001,-0.002,-0.002,1.065,-1.09,0.008,0,6,15,6,0
1318.5,0.003,-0.005,-0.006,1.754,-2.893,0.019,0,6,15,6,0
1319,0.004,-0.009,-0.01,2.117,-4.458,0.028,0,6,15,6,0
1319.5,0.003,-0.013,-0.013,2.113,-5.692,0.035,0,6,15,6,0
1320,0.002,-0.016,-0.016,1.649,-6.569,0.039,0,6,15,6,0
1320.5,0,-0.019,-0.018,0.626,-7.12,0.04,0,6,15,6,0
1321,-0.003,-0.021,-0.02,-0.94,-7.387,0.038,0,6,15,6,0
1321.5,-0.006,-0.022,-0.022,-2.867,-7.409,0.035,0,6,15,6,0
1322,-0.009,-0.022,-0.023,-4.779,-7.187,0.03,0,6,15,6,0
1322.5,-0.012,-0.021,-0.023,-6.301,-6.741,0.025,0,6,15,6,0
1323,-0.014,-0.019,-0.023,-7.152,-6.104,0.02,0,6,15,6,0
1323.5,-0.015,-0.015,-0.02,-7.061,-5.265,0.015,0,6,15,6,0
1324,-0.014,-0.011,-0.017,-6.334,-4.39,0.012,0,6,15,6,0
1324.5,-0.013,-0.007,-0.014,-5.205,-3.536,0.009,0,6,15,6,0
1325,-0.01,-0.004,-0.01,-3.602,-2.633,0.008,0,6,15,6,0
1325.5,-0.006,-0.002,-0.006,-1.683,-1.691,0.006,0,6,15,6,0
1326,-0.002,0,-0.002,0.18,-0.768,0.005,0,6,15,6,0
1326.5,0.002,0,0.002,1.545,0.048,0.003,0,6,15,6,0
1327,0.004,-0.001,0.004,2.141,0.704,0,0,6,15,6,0
1327.5,0.005,-0.001,0.005,1.986,1.203,-0.003,0,6,15,6,0
1328,0.005,-0.002,0.005,1.325,1.582,-0.006,0,6,15,6,0
1328.5,0.005,-0.003,0.006,0.577,1.919,-0.009,0,6,15,6,0
1329,0.005,-0.004,0.006,0.203,2.299,-0.012,0,6,15,6,0
1329.5,0.005,-0.005,0.007,0.357,2.719,-0.014,0,6,15,6,0
1330,0.006,-0.007,0.009,0.906,3.117,-0.015,0,6,15,6,0
1330.5,0.005,-0.009,0.01,1.552,3.406,-0.016,0,6,15,6,0
1331,0.004,-0.011,0.011,2.053,3.537,-0.015,0,6,15,6,0
1331.5,0.003,-0.012,0.012,2.431,3.557,-0.015,0,6,15,6,0
1332,0.002,-0.012,0.011,2.559,3.434,-0.014,0,6,15,6,0
1332.5,0,-0.011,0.01,2.222,3.104,-0.013,0,6,15,6,0
1333,-0.001,-0.008,0.008,1.378,2.554,-0.011,0,6,15,6,0
1333.5,-0.001,-0.005,0.005,0.212,1.829,-0.01,0,6,15,6,0
1334,-0.001,-0.002,0.002,-0.934,1.016,-0.007,0,6,15,6,0
1334.5,0.001,0.001,-0.001,-1.774,0.184,-0.004,0,6,15,6,0
1335,0.002,0.003,-0.004,-2.229,-0.645,-0.001,0,6,15,6,0
