时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
991.5,-0.002,0,-0.002,-0.91,-0.116,-0.002,0,5,15,6,0
992,0,0,0,-1.454,0.376,-0.007,0,5,15,6,0
992.5,0.001,0,0.001,-1.831,0.788,-0.011,0,5,15,6,0
993,0.001,-0.001,0.002,-1.962,1.099,-0.014,0,5,15,6,0
993.5,0.002,-0.002,0.002,-1.838,1.29,-0.015,0,5,15,6,0
994,0.002,-0.003,0.003,-1.453,1.367,-0.015,0,5,15,6,0
994.5,0.002,-0.003,0.004,-0.87,1.335,-0.013,0,5,15,6,0
995,0.002,-0.004,0.004,-0.243,1.186,-0.01,0,5,15,6,0
995.5,0.001,-0.004,0.004,0.27,0.919,-0.006,0,5,15,6,0
996,0,-0.003,0.003,0.565,0.554,-0.003,0,5,15,6,0
996.5,0,-0.001,0.001,0.567,0.103,0.001,0,5,15,6,0
997,0,0.001,-0.001,0.272,-0.408,0.004,0,5,15,6,0
997.5,0.001,0.004,-0.004,-0.242,-0.942,0.007,0,5,15,6,0
998,0.003,0.006,-0.006,-0.832,-1.454,0.009,0,5,15,6,0
998.5,0.005,0.008,-0.009,-1.413,-1.928,0.011,0,5,15,6,0
999,0.007,0.009,-0.011,-1.88,-2.336,0.013,0,5,15,6,0
999.5,0.01,0.01,-0.012,-2.268,-2.703,0.015,0,5,15,6,0
1000,0.012,0.009,-0.014,-2.601,-3.036,0.017,0,5,15,6,0
1000.5,-0.003,-0.002,0.004,2.334,0.66,0.001,0,6,15,6,0
1001,-0.009,-0.004,0.009,3.795,2.068,-0.004,0,6,15,6,0
1001.5,-0.013,-0.004,0.013,4.801,3.431,-0.01,0,6,15,6,0
1002,-0.017,-0.002,0.017,5.105,4.645,-0.016,0,6,15,6,0
1002.5,-0.02,0,0.019,4.786,5.685,-0.022,0,6,15,6,0
1003,-0.021,0.003,0.021,4.032,6.52,-0.028,0,6,15,6,0
1003.5,-0.021,0.006,0.021,2.874,7.046,-0.033,0,6,15,6,0
1004,-0.02,0.008,0.02,1.541,7.242,-0.036,0,6,15,6,0
1004.5,-0.017,0.01,0.019,0.262,7.084,-0.038,0,6,15,6,0
1005,-0.014,0.011,0.017,-0.675,6.612,-0.037,0,6,15,6,0
1005.5,-0.01,0.01,0.014,-1.252,5.794,-0.034,0,6,15,6,0
1006,-0.007,0.009,0.011,-1.59,4.617,-0.028,0,6,15,6,0
1006.5,-0.004,0.006,0.007,-1.547,3.208,-0.02,0,6,15,6,0
1007,-0.001,0.003,0.003,-1.193,1.632,-0.011,0,6,15,6,0
1007.5,0,-0.001,-0.001,-0.692,-0.039,-0.001,0,6,15,6,0
1008,0.001,-0.005,-0.005,-0.246,-1.731,0.009,0,6,15,6,0
1008.5,0,-0.009,-0.009,0.103,-3.317,0.018,0,6,15,6,0
1009,-0.002,-0.012,-0.012,0.472,-4.633,0.026,0,6,15,6,0
1009.5,-0.004,-0.014,-0.014,0.813,-5.607,0.032,0,6,15,6,0
1010,-0.006,-0.015,-0.015,1.012,-6.203,0.036,0,6,15,6,0
1010.5,-0.008,-0.014,-0.016,1.108,-6.361,0.037,0,6,15,6,0
1011,-0.009,-0.012,-0.015,1.044,-6.106,0.035,0,6,15,6,0
1011.5,-0.01,-0.01,-0.014,0.73,-5.5,0.031,0,6,15,6,0
1012,-0.01,-0.008,-0.012,0.129,-4.625,0.025,0,6,15,6,0
1012.5,-0.009,-0.005,-0.01,-0.691,-3.562,0.018,0,6,15,6,0
1013,-0.007,-0.003,-0.007,-1.454,-2.333,0.01,0,6,15,6,0
1013.5,-0.004,-0.001,-0.004,-1.824,-0.953,0.002,0,6,15,6,0
1014,-0.001,0,-0.001,-1.999,0.377,-0.006,0,6,15,6,0
1014.5,0.002,0,0.002,-2.132,1.527,-0.012,0,6,15,6,0
1015,0.004,-0.001,0.004,-2.243,2.418,-0.017,0,6,15,6,0
1015.5,0.006,-0.002,0.006,-2.287,3.013,-0.021,0,6,15,6,0
1016,0.006,-0.003,0.007,-2.217,3.296,-0.022,0,6,15,6,0
1016.5,0.006,-0.003,0.007,-2.105,3.233,-0.022,0,6,15,6,0
1017,0.005,-0.004,0.006,-1.971,2.841,-0.019,0,6,15,6,0
1017.5,0.003,-0.003,0.004,-1.826,2.156,-0.015,0,6,15,6,0
1018,0.001,-0.001,0.001,-1.795,1.19,-0.01,0,6,15,6,0
1018.5,-0.001,0.001,-0.001,-1.73,0.076,-0.004,0,6,15,6,0
1019,-0.002,0.004,-0.004,-1.532,-1.084,0.003,0,6,15,6,0
1019.5,-0.002,0.007,-0.007,-1.134,-2.176,0.01,0,6,15,6,0
1020,-0.001,0.009,-0.009,-0.644,-3.149,0.016,0,6,15,6,0
1020.5,0,0.011,-0.01,-0.131,-3.932,0.021,0,6,15,6,0
1021,0.002,0.012,-0.012,0.135,-4.549,0.025,0,6,15,6,0
1021.5,0.003,0.013,-0.013,0.062,-4.973,0.027,0,6,15,6,0
1022,0.006,0.013,-0.014,-0.321,-5.181,0.028,0,6,15,6,0
1022.5,0.007,0.013,-0.014,-0.952,-5.178,0.026,0,6,15,6,0
1023,0.009,0.012,-0.015,-1.731,-4.979,0.024,0,6,15,6,0
1023.5,0.01,0.01,-0.014,-2.413,-4.565,0.02,0,6,15,6,0
1024,0.011,0.008,-0.013,-2.94,-4.001,0.016,0,6,15,6,0
1024.5,0.01,0.006,-0.012,-3.238,-3.329,0.012,0,6,15,6,0
1025,0.01,0.004,-0.01,-3.492,-2.687,0.008,0,6,15,6,0
1025.5,0.009,0.002,-0.009,-3.759,-2.137,0.005,0,6,15,6,0
1026,0.008,0.001,-0.008,-4.026,-1.724,0.002,0,6,15,6,0
1026.5,0.008,0,-0.008,-4.343,-1.51,0,0,6,15,6,0
1027,0.008,-0.001,-0.008,-4.517,-1.445,-0.001,0,6,15,6,0
1027.5,0.008,-0.002,-0.008,-4.467,-1.52,0,0,6,15,6,0
1028,0.008,-0.003,-0.008,-4.157,-1.706,0.001,0,6,15,6,0
1028.5,0.007,-0.004,-0.008,-3.498,-1.929,0.004,0,6,15,6,0
1029,0.006,-0.005,-0.008,-2.45,-2.111,0.007,0,6,15,6,0
1029.5,0.005,-0.005,-0.007,-1.144,-2.216,0.01,0,6,15,6,0
1030,0.004,-0.005,-0.006,0.135,-2.25,0.012,0,6,15,6,0
1030.5,0.002,-0.004,-0.005,1.137,-2.209,0.014,0,6,15,6,0
1031,0.002,-0.004,-0.004,1.56,-2.146,0.015,0,6,15,6,0
1031.5,0.001,-0.004,-0.004,1.282,-2.08,0.014,0,6,15,6,0
1032,0.001,-0.005,-0.005,0.379,-2.018,0.012,0,6,15,6,0
1032.5,0,-0.006,-0.006,-0.843,-1.923,0.009,0,6,15,6,0
1033,-0.001,-0.007,-0.007,-2.063,-1.782,0.006,0,6,15,6,0
1033.5,-0.002,-0.007,-0.007,-2.976,-1.583,0.003,0,6,15,6,0
1034,-0.003,-0.006,-0.007,-3.347,-1.315,0.001,0,6,15,6,0
1034.5,-0.003,-0.005,-0.006,-3.427,-1.121,0,0,6,15,6,0
1035,-0.004,-0.005,-0.006,-3.311,-1.026,-0.001,0,6,15,6,0
1035.5,-0.004,-0.004,-0.006,-3.139,-1.076,0,0,6,15,6,0
1036,-0.005,-0.004,-0.006,-2.983,-1.272,0.001,0,6,15,6,0
1036.5,-0.006,-0.004,-0.007,-2.86,-1.591,0.003,0,6,15,6,0
1037,-0.008,-0.003,-0.008,-2.836,-2.03,0.006,0,6,15,6,0
1037.5,-0.009,-0.003,-0.009,-2.915,-2.556,0.008,0,6,15,6,0
1038,-0.011,-0.001,-0.011,-3.04,-3.121,0.011,0,6,15,6,0
1038.5,-0.013,0,-0.012,-3.026,-3.628,0.014,0,6,15,6,0
1039,-0.013,0.002,-0.013,-2.733,-4,0.017,0,6,15,6,0
1039.5,-0.013,0.003,-0.013,-2.192,-4.209,0.019,0,6,15,6,0
1040,-0.012,0.005,-0.012,-1.338,-4.173,0.02,0,6,15,6,0
1040.5,-0.01,0.006,-0.011,-0.524,-3.984,0.021,0,6,15,6,0
1041,-0.008,0.006,-0.01,-0.031,-3.688,0.02,0,6,15,6,0
1041.5,-0.006,0.006,-0.009,0.04,-3.308,0.018,0,6,15,6,0
1042,-0.005,0.006,-0.007,-0.084,-2.78,0.015,0,6,15,6,0
1042.5,-0.003,0.005,-0.006,-0.296,-2.129,0.011,0,6,15,6,0
1043,-0.002,0.004,-0.004,-0.392,-1.335,0.007,0,6,15,6,0
1043.5,0,0.001,-0.001,-0.329,-0.45,0.002,0,6,15,6,0
1044,0,-0.001,0.001,-0.22,0.431,-0.003,0,6,15,6,0
1044.5,0,-0.003,0.003,-0.155,1.236,-0.007,0,6,15,6,0
1045,-0.001,-0.005,0.005,-0.091,1.94,-0.011,0,6,15,6,0
1045.5,-0.002,-0.007,0.007,0.138,2.569,-0.014,0,6,15,6,0
1046,-0.003,-0.008,0.008,0.382,3.034,-0.016,0,6,15,6,0
1046.5,-0.005,-0.008,0.009,0.562,3.308,-0.017,0,6,15,6,0
1047,-0.006,-0.008,0.01,0.676,3.391,-0.017,0,6,15,6,0
1047.5,-0.007,-0.007,0.009,0.643,3.254,-0.016,0,6,15,6,0
1048,-0.007,-0.005,0.008,0.679,2.999,-0.015,0,6,15,6,0
1048.5,-0.007,-0.004,0.008,0.957,2.699,-0.013,0,6,15,6,0
1049,-0.007,-0.003,0.008,1.44,2.377,-0.01,0,6,15,6,0
1049.5,-0.007,-0.002,0.007,1.87,1.991,-0.007,0,6,15,6,0
1050,-0.006,-0.001,0.006,2.099,1.553,-0.004,0,6,15,6,0
1050.5,-0.005,0,0.004,1.911,1.021,-0.002,0,6,15,6,0
1051,-0.002,0,0.002,1.212,0.384,0,0,6,15,6,0
1051.5,0.001,0,-0.001,0.241,-0.277,0.002,0,6,15,6,0
1052,0.003,-0.001,-0.003,-0.722,-0.899,0.004,0,6,15,6,0
1052.5,0.005,-0.003,-0.005,-1.476,-1.443,0.005,0,6,15,6,0
1053,0.006,-0.005,-0.007,-2.158,-1.988,0.007,0,6,15,6,0
1053.5,0.007,-0.007,-0.009,-2.727,-2.514,0.009,0,6,15,6,0
1054,0.007,-0.009,-0.011,-3,-2.958,0.01,0,6,15,6,0
1054.5,0.006,-0.01,-0.011,-2.819,-3.255,0.012,0,6,15,6,0
1055,0.004,-0.01,-0.011,-2.174,-3.37,0.014,0,6,15,6,0
1055.5,0.003,-0.01,-0.01,-1.184,-3.292,0.016,0,6,15,6,0
1056,0.001,-0.008,-0.008,-0.115,-3.054,0.016,0,6,15,6,0
1056.5,0,-0.006,-0.006,0.847,-2.658,0.016,0,6,15,6,0
1057,-0.001,-0.004,-0.004,1.611,-2.096,0.014,0,6,15,6,0
1057.5,-0.001,-0.002,-0.002,2.015,-1.425,0.012,0,6,15,6,0
1058,0,0,0,2.056,-0.658,0.007,0,6,15,6,0
1058.5,0.001,0.002,0.002,1.86,0.194,0.002,0,6,15,6,0
1059,0.003,0.003,0.004,1.492,1.077,-0.003,0,6,15,6,0
1059.5,0.004,0.004,0.006,1.028,1.936,-0.009,0,6,15,6,0
1060,0.006,0.005,0.008,0.567,2.718,-0.014,0,6,15,6,0
1060.5,0.008,0.005,0.009,0.32,3.425,-0.018,0,6,15,6,0
1061,0.011,0.004,0.011,0.484,4.07,-0.021,0,6,15,6,0
1061.5,0.013,0.003,0.013,0.766,4.506,-0.023,0,6,15,6,0
1062,0.014,0.002,0.013,1.123,4.742,-0.024,0,6,15,6,0
1062.5,0.014,0,0.014,1.503,4.768,-0.023,0,6,15,6,0
1063,0.014,-0.002,0.013,1.69,4.53,-0.021,0,6,15,6,0
1063.5,0.012,-0.003,0.012,1.715,4.084,-0.019,0,6,15,6,0
1064,0.01,-0.004,0.011,1.585,3.456,-0.016,0,6,15,6,0
1064.5,0.007,-0.004,0.008,1.353,2.698,-0.012,0,6,15,6,0
1065,0.005,-0.004,0.006,1.18,1.904,-0.008,0,6,15,6,0
1065.5,0.003,-0.003,0.004,1.121,1.124,-0.004,0,6,15,6,0
1066,0.002,-0.002,0.003,1.397,0.494,0,0,6,15,6,0
1066.5,0.001,-0.002,0.002,2.047,0.073,0.003,0,6,15,6,0
1067,0.001,-0.003,0.003,3.092,-0.052,0.006,0,6,15,6,0
1067.5,0.001,-0.004,0.004,4.365,0.129,0.008,0,6,15,6,0
1068,0.001,-0.007,0.007,5.542,0.572,0.007,0,6,15,6,0
1068.5,0,-0.009,0.009,6.262,1.197,0.005,0,6,15,6,0
1069,-0.002,-0.012,0.011,6.565,2.034,0.001,0,6,15,6,0
1069.5,-0.004,-0.013,0.013,6.242,2.944,-0.004,0,6,15,6,0
1070,-0.006,-0.014,0.015,5.236,3.828,-0.011,0,6,15,6,0
1070.5,-0.008,-0.015,0.016,4.056,4.751,-0.018,0,6,15,6,0
1071,-0.011,-0.014,0.017,2.89,5.611,-0.025,0,6,15,6,0
1071.5,-0.013,-0.013,0.018,1.906,6.344,-0.031,0,6,15,6,0
1072,-0.016,-0.012,0.019,1.221,6.88,-0.035,0,6,15,6,0
1072.5,-0.018,-0.01,0.02,0.957,7.195,-0.037,0,6,15,6,0
1073,-0.019,-0.008,0.02,1.157,7.277,-0.037,0,6,15,6,0
1073.5,-0.02,-0.005,0.02,1.541,7.038,-0.035,0,6,15,6,0
1074,-0.019,-0.003,0.019,1.897,6.466,-0.032,0,6,15,6,0
1074.5,-0.017,0,0.016,2.027,5.556,-0.026,0,6,15,6,0
1075,-0.014,0.002,0.014,2.06,4.439,-0.02,0,6,15,6,0
1075.5,-0.01,0.003,0.01,2.016,3.184,-0.013,0,6,15,6,0
1076,-0.006,0.003,0.007,1.894,1.868,-0.007,0,6,15,6,0
1076.5,-0.003,0.002,0.003,1.713,0.57,0,0,6,15,6,0
1077,0,0,0,1.577,-0.603,0.006,0,6,15,6,0
1077.5,0.002,-0.002,-0.003,1.468,-1.604,0.011,0,6,15,6,0
1078,0.003,-0.004,-0.005,1.246,-2.435,0.016,0,6,15,6,0
1078.5,0.004,-0.006,-0.007,0.965,-3.035,0.018,0,6,15,6,0
1079,0.003,-0.008,-0.008,0.7,-3.368,0.02,0,6,15,6,0
1079.5,0.002,-0.008,-0.008,0.715,-3.336,0.019,0,6,15,6,0
1080,0.001,-0.008,-0.007,0.759,-3.059,0.018,0,6,15,6,0
1080.5,0,-0.006,-0.006,0.704,-2.584,0.015,0,6,15,6,0
1081,-0.001,-0.005,-0.005,0.551,-1.948,0.012,0,6,15,6,0
1081.5,-0.001,-0.003,-0.003,0.2,-1.248,0.007,0,6,15,6,0
1082,-0.001,-0.002,-0.002,-0.339,-0.544,0.002,0,6,15,6,0
1082.5,-0.001,-0.001,-0.001,-1.324,-0.028,-0.002,0,6,15,6,0
1083,-0.001,-0.001,-0.001,-2.464,0.333,-0.006,0,6,15,6,0
1083.5,-0.001,-0.001,-0.002,-3.575,0.487,-0.009,0,6,15,6,0
1084,-0.002,-0.002,-0.003,-4.448,0.433,-0.011,0,6,15,6,0
1084.5,-0.003,-0.002,-0.004,-4.834,0.214,-0.01,0,6,15,6,0
1085,-0.004,-0.002,-0.004,-4.229,0.021,-0.008,0,6,15,6,0
1085.5,-0.003,-0.001,-0.003,-2.726,-0.139,-0.004,0,6,15,6,0
1086,-0.002,0,-0.002,-0.779,-0.302,0,0,6,15,6,0
1086.5,0,0,0,1.18,-0.461,0.005,0,6,15,6,0
1087,0.001,0,0.001,2.673,-0.645,0.009,0,6,15,6,0
1087.5,0.002,0,0.002,3.721,-0.714,0.011,0,6,15,6,0
1088,0.002,-0.001,0.002,4.374,-0.598,0.012,0,6,15,6,0
1088.5,0.003,-0.002,0.003,4.524,-0.32,0.01,0,6,15,6,0
1089,0.004,-0.003,0.004,4.301,0.16,0.007,0,6,15,6,0
1089.5,0.004,-0.004,0.006,3.803,0.808,0.003,0,6,15,6,0
1090,0.005,-0.006,0.007,3.294,1.646,-0.003,0,6,15,6,0
1090.5,0.005,-0.008,0.009,2.789,2.569,-0.009,0,6,15,6,0
1091,0.005,-0.011,0.012,2.555,3.596,-0.015,0,6,15,6,0
1091.5,0.004,-0.015,0.015,2.793,4.714,-0.02,0,6,15,6,0
1092,0.002,-0.019,0.018,3.286,5.782,-0.025,0,6,15,6,0
1092.5,0,-0.021,0.021,3.575,6.607,-0.029,0,6,15,6,0
1093,-0.003,-0.022,0.022,3.473,7.113,-0.032,0,6,15,6,0
1093.5,-0.006,-0.022,0.022,3.074,7.301,-0.034,0,6,15,6,0
1094,-0.008,-0.02,0.021,2.462,7.16,-0.034,0,6,15,6,0
1094.5,-0.01,-0.017,0.019,1.461,6.583,-0.033,0,6,15,6,0
1095,-0.009,-0.012,0.015,0.14,5.581,-0.03,0,6,15,6,0
1095.5,-0.007,-0.007,0.01,-1.441,4.144,-0.025,0,6,15,6,0
1096,-0.003,-0.002,0.004,-2.907,2.409,-0.019,0,6,15,6,0
1096.5,0.002,0.001,-0.002,-3.94,0.494,-0.01,0,6,15,6,0
1097,0.007,0.003,-0.008,-4.235,-1.427,0,0,6,15,6,0
1097.5,0.012,0.003,-0.012,-3.702,-3.221,0.011,0,6,15,6,0
1098,0.015,0.002,-0.015,-2.5,-4.788,0.021,0,6,15,6,0
1098.5,0.017,0,-0.017,-0.985,-6.071,0.031,0,6,15,6,0
1099,0.018,-0.002,-0.018,0.503,-7.002,0.039,0,6,15,6,0
1099.5,0.018,-0.005,-0.018,1.762,-7.496,0.044,0,6,15,6,0
1100,0.016,-0.007,-0.017,2.683,-7.489,0.046,0,6,15,6,0
1100.5,0.014,-0.008,-0.016,3.039,-7.024,0.044,0,6,15,6,0
1101,0.011,-0.009,-0.014,2.72,-6.159,0.039,0,6,15,6,0
1101.5,0.008,-0.008,-0.011,1.805,-4.96,0.03,0,6,15,6,0
1102,0.005,-0.007,-0.008,0.709,-3.424,0.02,0,6,15,6,0
1102.5,0.003,-0.004,-0.005,-0.478,-1.722,0.008,0,6,15,6,0
1103,0,-0.001,-0.001,-1.396,0.101,-0.003,0,6,15,6,0
1103.5,-0.001,0.003,0.003,-2.088,1.832,-0.014,0,6,15,6,0
1104,-0.001,0.007,0.007,-2.412,3.393,-0.023,0,6,15,6,0
1104.5,0,0.01,0.01,-2.418,4.643,-0.03,0,6,15,6,0
1105,0.002,0.013,0.013,-2.156,5.509,-0.034,0,6,15,6,0
1105.5,0.004,0.014,0.014,-1.614,5.975,-0.036,0,6,15,6,0
1106,0.006,0.014,0.015,-0.91,6.016,-0.034,0,6,15,6,0
1106.5,0.008,0.013,0.015,-0.084,5.682,-0.031,0,6,15,6,0
1107,0.009,0.011,0.014,0.677,4.986,-0.026,0,6,15,6,0
1107.5,0.008,0.008,0.011,1.099,3.931,-0.019,0,6,15,6,0
1108,0.007,0.005,0.008,1.382,2.707,-0.012,0,6,15,6,0
1108.5,0.005,0.003,0.005,1.717,1.467,-0.005,0,6,15,6,0
1109,0.003,0.001,0.003,2.067,0.287,0.002,0,6,15,6,0
1109.5,0,0,0,2.248,-0.805,0.009,0,6,15,6,0
1110,-0.002,0,-0.002,2.53,-1.615,0.014,0,6,15,6,0
1110.5,-0.003,0,-0.003,2.982,-2.073,0.017,0,6,15,6,0
1111,-0.002,0,-0.002,3.697,-2.087,0.018,0,6,15,6,0
1111.5,-0.001,0,-0.001,4.395,-1.732,0.018,0,6,15,6,0
1112,0.002,-0.001,0.002,4.82,-1.071,0.015,0,6,15,6,0
1112.5,0.003,-0.002,0.003,4.597,-0.269,0.01,0,6,15,6,0
1113,0.004,-0.003,0.005,3.665,0.588,0.004,0,6,15,6,0
1113.5,0.004,-0.004,0.006,2.223,1.446,-0.004,0,6,15,6,0
1114,0.004,-0.005,0.006,0.443,2.197,-0.011,0,6,15,6,0
1114.5,0.003,-0.005,0.006,-1.462,2.748,-0.018,0,6,15,6,0
1115,0.002,-0.005,0.005,-3.127,3.072,-0.023,0,6,15,6,0
1115.5,0.001,-0.004,0.004,-4.448,3.069,-0.025,0,6,15,6,0
1116,0,-0.002,0.002,-5.425,2.665,-0.025,0,6,15,6,0
1116.5,0,0.001,-0.001,-6.06,1.838,-0.021,0,6,15,6,0
1117,0.001,0.004,-0.004,-6.189,0.679,-0.015,0,6,15,6,0
1117.5,0.002,0.008,-0.008,-5.957,-0.798,-0.007,0,6,15,6,0
1118,0.005,0.011,-0.012,-5.581,-2.546,0.003,0,6,15,6,0
1118.5,0.008,0.015,-0.016,-5.123,-4.436,0.014,0,6,15,6,0
1119,0.013,0.017,-0.021,-4.661,-6.344,0.026,0,6,15,6,0
1119.5,0.018,0.018,-0.025,-4.12,-8.085,0.036,0,6,15,6,0
1120,0.023,0.017,-0.028,-3.265,-9.43,0.045,0,6,15,6,0
1120.5,0.026,0.015,-0.029,-2.21,-10.301,0.052,0,6,15,6,0
1121,0.028,0.012,-0.029,-1.177,-10.655,0.056,0,6,15,6,0
1121.5,0.028,0.008,-0.028,-0.465,-10.521,0.056,0,6,15,6,0
1122,0.027,0.004,-0.026,-0.112,-9.874,0.053,0,6,15,6,0
1122.5,0.024,0,-0.023,-0.186,-8.781,0.047,0,6,15,6,0
1123,0.02,-0.003,-0.02,-0.615,-7.3,0.039,0,6,15,6,0
1123.5,0.015,-0.004,-0.015,-1.173,-5.486,0.028,0,6,15,6,0
1124,0.01,-0.004,-0.01,-1.393,-3.324,0.015,0,6,15,6,0
1124.5,0.003,-0.002,-0.003,-1.118,-0.93,0.003,0,6,15,6,0
1125,-0.003,0.002,0.004,-0.299,1.59,-0.009,0,6,15,6,0
1125.5,-0.008,0.008,0.011,0.827,4.048,-0.02,0,6,15,6,0
1126,-0.012,0.015,0.019,2.131,6.342,-0.03,0,6,15,6,0
1126.5,-0.013,0.023,0.025,3.478,8.376,-0.039,0,6,15,6,0
1127,-0.012,0.029,0.031,4.68,10.054,-0.046,0,6,15,6,0
1127.5,-0.009,0.035,0.035,5.514,11.279,-0.051,0,6,15,6,0
1128,-0.005,0.038,0.037,5.917,12.019,-0.054,0,6,15,6,0
1128.5,0,0.039,0.038,5.866,12.249,-0.055,0,6,15,6,0
1129,0.005,0.037,0.037,5.475,11.999,-0.055,0,6,15,6,0
1129.5,0.009,0.034,0.034,4.674,11.221,-0.052,0,6,15,6,0
1130,0.012,0.028,0.029,3.457,9.918,-0.047,0,6,15,6,0
1130.5,0.012,0.021,0.023,2.066,8.185,-0.041,0,6,15,6,0
1131,0.011,0.014,0.017,0.721,6.113,-0.032,0,6,15,6,0
1131.5,0.007,0.007,0.009,-0.494,3.773,-0.021,0,6,15,6,0
1132,0.001,0.001,0.002,-1.636,1.21,-0.01,0,6,15,6,0
1132.5,-0.006,-0.003,-0.006,-2.716,-1.484,0.003,0,6,15,6,0
1133,-0.013,-0.006,-0.014,-3.513,-4.123,0.016,0,6,15,6,0
1133.5,-0.021,-0.006,-0.021,-4.02,-6.604,0.028,0,6,15,6,0
1134,-0.028,-0.004,-0.027,-4.212,-8.79,0.04,0,6,15,6,0
1134.5,-0.033,0,-0.032,-4.388,-10.682,0.05,0,6,15,6,0
1135,-0.037,0.005,-0.036,-4.619,-12.187,0.058,0,6,15,6,0
1135.5,-0.039,0.01,-0.039,-4.661,-13.14,0.063,0,6,15,6,0
1136,-0.037,0.016,-0.039,-4.289,-13.423,0.065,0,6,15,6,0
1136.5,-0.034,0.019,-0.038,-3.608,-13.051,0.064,0,6,15,6,0
1137,-0.028,0.021,-0.034,-2.681,-12.022,0.06,0,6,15,6,0
1137.5,-0.021,0.021,-0.029,-1.65,-10.402,0.053,0,6,15,6,0
1138,-0.014,0.018,-0.022,-0.65,-8.277,0.044,0,6,15,6,0
1138.5,-0.008,0.013,-0.015,0.148,-5.785,0.032,0,6,15,6,0
1139,-0.003,0.007,-0.007,0.666,-3.061,0.018,0,6,15,6,0
1139.5,0,-0.001,0.001,1.07,-0.181,0.003,0,6,15,6,0
1140,0.001,-0.008,0.008,1.356,2.682,-0.012,0,6,15,6,0
1140.5,0,-0.016,0.015,1.472,5.351,-0.026,0,6,15,6,0
1141,-0.003,-0.022,0.021,1.421,7.673,-0.039,0,6,15,6,0
1141.5,-0.007,-0.026,0.026,1.347,9.562,-0.049,0,6,15,6,0
1142,-0.012,-0.029,0.03,1.584,11.03,-0.057,0,6,15,6,0
1142.5,-0.017,-0.03,0.033,2.09,11.979,-0.061,0,6,15,6,0
1143,-0.022,-0.028,0.034,2.422,12.236,-0.062,0,6,15,6,0
1143.5,-0.024,-0.024,0.033,2.258,11.718,-0.059,0,6,15,6,0
1144,-0.024,-0.018,0.029,1.617,10.474,-0.054,0,6,15,6,0
1144.5,-0.021,-0.012,0.023,0.715,8.624,-0.046,0,6,15,6,0
1145,-0.016,-0.007,0.017,-0.016,6.388,-0.035,0,6,15,6,0
1145.5,-0.01,-0.003,0.01,-0.405,3.909,-0.022,0,6,15,6,0
1146,-0.003,0,0.003,-0.401,1.345,-0.008,0,6,15,6,0
1146.5,0.003,0,-0.003,0.146,-1.077,0.006,0,6,15,6,0
1147,0.007,-0.001,-0.007,1.241,-3.168,0.02,0,6,15,6,0
1147.5,0.01,-0.003,-0.01,2.545,-4.854,0.031,0,6,15,6,0
1148,0.012,-0.005,-0.012,3.854,-6.004,0.04,0,6,15,6,0
1148.5,0.011,-0.007,-0.013,4.912,-6.567,0.045,0,6,15,6,0
1149,0.01,-0.008,-0.012,5.352,-6.589,0.046,0,6,15,6,0
1149.5,0.008,-0.008,-0.012,4.957,-6.131,0.043,0,6,15,6,0
1150,0.006,-0.008,-0.01,3.889,-5.202,0.036,0,6,15,6,0
1150.5,0.004,-0.007,-0.008,2.356,-3.89,0.026,0,6,15,6,0
1151,0.002,-0.005,-0.005,0.63,-2.301,0.014,0,6,15,6,0
1151.5,0.001,-0.003,-0.003,-1.097,-0.597,0.001,0,6,15,6,0
1152,0,0.001,0,-2.58,1.087,-0.011,0,6,15,6,0
1152.5,0,0.004,0.004,-3.624,2.618,-0.021,0,6,15,6,0
1153,0.001,0.007,0.007,-4.047,3.91,-0.029,0,6,15,6,0
1153.5,0.003,0.01,0.01,-3.599,4.964,-0.034,0,6,15,6,0
1154,0.005,0.012,0.013,-2.517,5.661,-0.036,0,6,15,6,0
1154.5,0.008,0.013,0.015,-1.066,5.969,-0.034,0,6,15,6,0
1155,0.01,0.013,0.016,0.562,5.919,-0.031,0,6,15,6,0
1155.5,0.012,0.012,0.016,1.955,5.48,-0.026,0,6,15,6,0
1156,0.012,0.009,0.015,2.854,4.697,-0.02,0,6,15,6,0
1156.5,0.011,0.006,0.012,3.075,3.613,-0.014,0,6,15,6,0
1157,0.008,0.003,0.008,2.577,2.291,-0.008,0,6,15,6,0
1157.5,0.003,0.001,0.003,1.387,0.779,-0.002,0,6,15,6,0
1158,-0.002,0,-0.002,-0.043,-0.742,0.004,0,6,15,6,0
1158.5,-0.007,0,-0.007,-1.291,-2.141,0.009,0,6,15,6,0
1159,-0.011,0.001,-0.01,-1.923,-3.26,0.014,0,6,15,6,0
1159.5,-0.012,0.003,-0.012,-1.699,-3.992,0.018,0,6,15,6,0
1160,-0.011,0.005,-0.012,-0.574,-4.258,0.022,0,6,15,6,0
1160.5,-0.009,0.005,-0.01,1.172,-4.066,0.024,0,6,15,6,0
1161,-0.005,0.004,-0.007,2.96,-3.52,0.025,0,6,15,6,0
1161.5,-0.002,0.002,-0.003,4.298,-2.703,0.023,0,6,15,6,0
1162,0,0,0,4.909,-1.679,0.018,0,6,15,6,0
1162.5,0.001,-0.002,0.003,4.532,-0.585,0.012,0,6,15,6,0
1163,0.002,-0.004,0.004,3.211,0.494,0.003,0,6,15,6,0
