lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.213,3.49403,0.06252,3.625,3.73568,0.07813,,,,3.625,3.73568,,2.873,3.49403,,2.873,3.49403,,2.213,3.49403,,2.873,3.49403,,3.625,3.73568,,2.873,3.49403,,2.873,3.49403
2.335,3.57215,0.07812,3.57,3.75131,0.01563,,,,3.57,3.75131,,2.939,3.57215,,2.939,3.57215,,2.335,3.57215,,2.939,3.57215,,3.57,3.75131,,2.939,3.57215,,2.939,3.57215
2.461,3.63447,0.06232,3.488,3.79819,0.04688,,,,3.488,3.79819,,2.986,3.63447,,2.986,3.63447,,2.461,3.63447,,2.986,3.63447,,3.488,3.79819,,2.986,3.63447,,2.986,3.63447
2.552,3.65028,0.01581,3.391,3.86068,0.06249,,,,3.391,3.86068,,3.027,3.65028,,3.027,3.65028,,2.552,3.65028,,3.027,3.65028,,3.391,3.86068,,3.027,3.65028,,3.027,3.65028
2.669,3.72821,0.07793,3.31,3.90757,0.04689,,,,3.31,3.90757,,3.084,3.72821,,3.084,3.72821,,2.669,3.72821,,3.084,3.72821,,3.31,3.90757,,3.084,3.72821,,3.084,3.72821
2.766,3.75966,0.03145,3.205,3.97007,0.0625,,,,3.205,3.97007,,3.127,3.75966,,3.127,3.75966,,2.766,3.75966,,3.127,3.75966,,3.205,3.97007,,3.127,3.75966,,3.127,3.75966
2.887,3.80654,0.04688,3.094,4.03267,0.0626,,,,3.094,4.03267,,3.167,3.80654,,3.167,3.80654,,2.887,3.80654,,3.167,3.80654,,3.094,4.03267,,3.167,3.80654,,3.167,3.80654
2.979,3.86884,0.0623,2.981,4.1107,0.07803,,,,2.981,4.1107,,3.212,3.86884,,3.212,3.86884,,2.979,3.86884,,3.212,3.86884,,2.981,4.1107,,3.212,3.86884,,3.212,3.86884
3.092,3.93134,0.0625,2.887,4.15758,0.04688,,,,2.887,4.15758,,3.255,3.93134,,3.255,3.93134,,3.092,3.93134,,3.255,3.93134,,2.887,4.15758,,3.255,3.93134,,3.255,3.93134
3.203,3.99405,0.06271,2.767,4.22008,0.0625,,,,2.767,4.22008,,3.291,3.99405,,3.291,3.99405,,3.203,3.99405,,3.291,3.99405,,2.767,4.22008,,3.291,3.99405,,3.291,3.99405
3.31,4.04106,0.04701,2.647,4.2826,0.06252,,,,2.647,4.2826,,3.321,4.04106,,3.321,4.04106,,3.31,4.04106,,3.321,4.04106,,2.647,4.2826,,3.321,4.04106,,3.321,4.04106
3.412,4.10322,0.06216,2.553,4.32947,0.04687,,,,2.553,4.32947,,3.346,4.10322,,3.346,4.10322,,3.412,4.10322,,3.346,4.10322,,2.553,4.32947,,3.346,4.10322,,3.346,4.10322
3.507,4.15031,0.04709,2.461,4.37344,0.04397,,,,2.461,4.37344,,3.366,4.15031,,3.366,4.15031,,3.507,4.15031,,3.366,4.15031,,2.461,4.37344,,3.366,4.15031,,3.366,4.15031
3.597,4.19721,0.0469,2.362,4.4169,0.04346,,,,2.362,4.4169,,3.383,4.19721,,3.383,4.19721,,3.597,4.19721,,3.383,4.19721,,2.362,4.4169,,3.383,4.19721,,3.383,4.19721
3.677,4.27546,0.07825,2.265,4.47963,0.06273,,,,2.265,4.47963,,3.399,4.27546,,3.399,4.27546,,3.677,4.27546,,3.399,4.27546,,2.265,4.47963,,3.399,4.27546,,3.399,4.27546
3.751,4.29094,0.01548,2.17,4.52791,0.04828,,,,2.17,4.52791,,3.405,4.29094,,3.405,4.29094,,3.751,4.29094,,3.405,4.29094,,2.17,4.52791,,3.405,4.29094,,3.405,4.29094
3.812,4.35349,0.06255,2.076,4.55893,0.03102,,,,2.076,4.55893,,3.412,4.35349,,3.412,4.35349,,3.812,4.35349,,3.412,4.35349,,2.076,4.55893,,3.412,4.35349,,3.412,4.35349
3.872,4.41595,0.06246,1.962,4.62177,0.06284,,,,1.962,4.62177,,3.414,4.41595,,3.414,4.41595,,3.872,4.41595,,3.414,4.41595,,1.962,4.62177,,3.414,4.41595,,3.414,4.41595
3.925,4.47845,0.0625,1.847,4.6998,0.07803,,,,1.847,4.6998,,3.411,4.47845,,3.411,4.47845,,3.925,4.47845,,3.411,4.47845,,1.847,4.6998,,3.411,4.47845,,3.411,4.47845
3.963,4.50981,0.03136,1.762,4.75014,0.05034,,,,1.762,4.75014,,3.407,4.50981,,3.407,4.50981,,3.963,4.50981,,3.407,4.50981,,1.762,4.75014,,3.407,4.50981,,3.407,4.50981
3.989,4.5722,0.06239,1.681,4.78142,0.03128,,,,1.681,4.78142,,3.396,4.5722,,3.396,4.5722,,3.989,4.5722,,3.396,4.5722,,1.681,4.78142,,3.396,4.5722,,3.396,4.5722
4.01,4.63471,0.06251,1.574,4.84413,0.06271,,,,1.574,4.84413,,3.377,4.63471,,3.377,4.63471,,4.01,4.63471,,3.377,4.63471,,1.574,4.84413,,3.377,4.63471,,3.377,4.63471
4.029,4.66573,0.03102,1.475,4.9083,0.06417,,,,1.475,4.9083,,3.357,4.66573,,3.357,4.66573,,4.029,4.66573,,3.357,4.66573,,1.475,4.9083,,3.357,4.66573,,3.357,4.66573
4.041,4.72846,0.06273,1.406,4.97062,0.06232,,,,1.406,4.97062,,3.329,4.72846,,3.329,4.72846,,4.041,4.72846,,3.329,4.72846,,1.406,4.97062,,3.329,4.72846,,3.329,4.72846
4.044,4.79096,0.0625,1.34,5.00187,0.03125,,,,1.34,5.00187,,3.302,4.79096,,3.302,4.79096,,4.044,4.79096,,3.302,4.79096,,1.34,5.00187,,3.302,4.79096,,3.302,4.79096
4.041,4.85346,0.0625,1.262,5.06449,0.06262,,,,1.262,5.06449,,3.266,4.85346,,3.266,4.85346,,4.041,4.85346,,3.266,4.85346,,1.262,5.06449,,3.266,4.85346,,3.266,4.85346
4.019,4.91598,0.06252,1.187,5.1425,0.07801,,,,1.187,5.1425,,3.226,4.91598,,3.226,4.91598,,4.019,4.91598,,3.226,4.91598,,1.187,5.1425,,3.226,4.91598,,3.226,4.91598
3.994,4.96285,0.04687,1.135,5.17375,0.03125,,,,1.135,5.17375,,3.184,4.96285,,3.184,4.96285,,3.994,4.96285,,3.184,4.96285,,1.135,5.17375,,3.184,4.96285,,3.184,4.96285
